pop,iMass,age,Fe/H_initial,Mass,In_Final_Phase,Dist,l,b,vr_bc,mul,mub,x,y,z,U,V,W,VR_LSR,A_Ks,logL,logTeff,logg,Fe/H_evolved,log_radius,phase,Bessell_B,Bessell_V,Bessell_I,Gaia_G_EDR3,Gaia_BP_EDR3,Gaia_RP_EDR3,2MASS_J,2MASS_H,2MASS_Ks,Z087,W146,Is_Binary,primary_ID,ID,combined_logL,total_mass,q,combined_logP
0.0000000e+00,1.3314911e-01,1.0000000e+01,-2.9529477e-01,1.3314779e-01,0.0000000e+00,7.8248353e+00,2.0038662e-01,1.5999381e+00,-2.2211805e+02,-6.8403983e-01,5.7355574e-01,-3.5582583e-01,2.7355904e-02,2.1921391e-01,-2.0960357e+02,2.1944818e+02,2.3307740e+01,-2.1261021e+02,5.4050475e-01,-2.6338583e+00,3.5106424e+00,5.1859608e+00,-2.6130225e-01,-8.1553673e-01,0.0000000e+00,4.1981233e+01,3.6907633e+01,3.0422443e+01,3.3562887e+01,3.7504765e+01,3.0709256e+01,2.5871992e+01,2.4269320e+01,2.3588604e+01,2.9192598e+01,2.5515961e+01,0.0000000e+00,0.0,000000191,,,,
0.0000000e+00,1.6005791e-01,1.0000000e+01,-2.9754051e-01,1.6005595e-01,0.0000000e+00,7.8488088e+00,1.9983141e-01,1.6004532e+00,-4.3655482e+01,-1.3151462e+00,-6.2114330e+00,-3.3186204e-01,2.7363682e-02,2.1990400e-01,-2.4595475e+01,1.9653791e+02,-2.2438075e+02,-3.4147778e+01,5.4051399e-01,-2.4245034e+00,3.5273513e+00,5.1280258e+00,-2.6270291e-01,-7.4427719e-01,0.0000000e+00,4.1084141e+01,3.6069806e+01,2.9843186e+01,3.2900634e+01,3.6669176e+01,3.0110919e+01,2.5403832e+01,2.3817724e+01,2.3141112e+01,2.8649948e+01,2.5039889e+01,0.0000000e+00,0.0,000000192,,,,
0.0000000e+00,8.6080297e-02,1.0000000e+01,3.5387864e-01,8.6080297e-02,0.0000000e+00,7.8334018e+00,2.0005518e-01,1.6002551e+00,2.4634637e+02,-8.1381544e+00,-4.9120441e-01,-3.4726317e-01,2.7340552e-02,2.1947862e-01,2.6068921e+02,-5.5738876e+01,-4.0889007e+00,2.5585413e+02,5.4050803e-01,,,,,,,,,,,,,,,,,,0.0000000e+00,0.0,000000193,,,,
0.0000000e+00,4.1188861e-01,1.0000000e+01,-2.7250787e-02,4.1187925e-01,0.0000000e+00,7.8825165e+00,2.0033641e-01,1.6001686e+00,-2.3410619e+02,-9.6005678e+00,-9.2712478e-01,-2.9816500e-01,2.7550651e-02,2.2073625e-01,-2.1897678e+02,-1.1395551e+02,-3.2905603e+01,-2.2459834e+02,5.4052699e-01,-1.6226188e+00,3.5592901e+00,4.8668089e+00,-8.5190135e-03,-4.0721254e-01,0.0000000e+00,3.8601017e+01,3.3741145e+01,2.7788925e+01,3.0746451e+01,3.4341236e+01,2.8032919e+01,2.3472734e+01,2.1891902e+01,2.1233644e+01,2.6632704e+01,2.3088813e+01,0.0000000e+00,0.0,000000194,,,,
0.0000000e+00,9.9926724e-02,1.0000000e+01,4.2339699e-01,9.9926724e-02,0.0000000e+00,7.8817561e+00,2.0004358e-01,1.5995893e+00,-2.6349901e+02,-9.3049428e+00,-2.6118436e-02,-2.9892302e-01,2.7507734e-02,2.2063693e-01,-2.4927040e+02,-1.0298014e+02,-5.9566701e-03,-2.5399134e+02,5.4052669e-01,,,,,,,,,,,,,,,,,,0.0000000e+00,0.0,000000195,,,,
0.0000000e+00,2.2830169e-01,1.0000000e+01,3.2066703e-01,2.2829921e-01,0.0000000e+00,7.8087318e+00,2.0012101e-01,1.5998271e+00,-2.8343046e+02,-8.0061480e+00,1.3514802e-01,-3.7192333e-01,2.7263421e-02,2.1878264e-01,-2.6952823e+02,-5.1752331e+01,5.4549354e+00,-2.7392273e+02,5.4049855e-01,-2.4595700e+00,3.4577492e+00,4.9982787e+00,3.8903537e-01,-6.2260625e-01,0.0000000e+00,4.3103449e+01,3.8177793e+01,3.0626093e+01,3.3894424e+01,3.8751822e+01,3.0826916e+01,2.5238732e+01,2.3705884e+01,2.2993137e+01,2.9096906e+01,2.4993376e+01,0.0000000e+00,0.0,000000196,,,,
0.0000000e+00,8.0099867e-01,1.0000000e+01,-5.7321261e-01,8.0076015e-01,0.0000000e+00,7.8621408e+00,1.9987579e-01,1.6000625e+00,-2.1152454e+02,-1.2960394e+01,-3.0547608e+00,-3.1853322e-01,2.7416255e-02,2.2019505e-01,-1.9392509e+02,-2.3816067e+02,-1.1150396e+02,-2.0201687e+02,5.4051912e-01,-6.7725790e-02,3.7701186e+00,4.4425371e+00,-6.9016504e-01,-5.1422870e-02,0.0000000e+00,3.2534429e+01,2.8500008e+01,2.3893046e+01,2.6163753e+01,2.9021264e+01,2.4003252e+01,2.0297626e+01,1.9050267e+01,1.8561064e+01,2.2928075e+01,2.0007434e+01,0.0000000e+00,0.0,000000197,,,,
0.0000000e+00,9.9545577e-02,1.0000000e+01,-1.9914151e-03,9.9545577e-02,0.0000000e+00,7.8587684e+00,1.9987042e-01,1.5997376e+00,1.8254326e+02,-3.6105932e+00,-4.1928409e+00,-3.2190327e-01,2.7403763e-02,2.2006334e-01,1.9988649e+02,1.1174259e+02,-1.4365326e+02,1.9205088e+02,5.4051781e-01,,,,,,,,,,,,,,,,,,0.0000000e+00,0.0,000000198,,,,
0.0000000e+00,1.0692375e-01,1.0000000e+01,2.9093337e-03,1.0692300e-01,0.0000000e+00,7.8141526e+00,1.9984713e-01,1.6000784e+00,2.8509674e+02,-4.6202679e+00,4.4301451e+00,-3.6650519e-01,2.7245007e-02,2.1895698e-01,2.9425547e+02,7.5431610e+01,1.7919707e+02,2.9460440e+02,5.4050064e-01,-2.9415229e+00,3.4649118e+00,5.2182472e+00,4.6288215e-02,-8.7790799e-01,0.0000000e+00,4.4111388e+01,3.9025702e+01,3.1552903e+01,3.4888535e+01,3.9621220e+01,3.1837917e+01,2.6461913e+01,2.4859823e+01,2.4174355e+01,3.0140901e+01,2.6169722e+01,0.0000000e+00,0.0,000000199,,,,
0.0000000e+00,1.9985464e-01,1.0000000e+01,3.1133883e-01,1.9985256e-01,0.0000000e+00,7.8577748e+00,2.0020001e-01,1.5995341e+00,-2.0205909e+01,-6.0925121e+00,-4.0403150e-01,-3.2289597e-01,2.7445484e-02,2.2000978e-01,-6.1172490e+00,1.8588947e+01,-7.7886466e+00,-1.0698194e+01,5.4051745e-01,-2.5959324e+00,3.4492399e+00,5.0347419e+00,3.7857001e-01,-6.7376889e-01,0.0000000e+00,4.3767372e+01,3.8796677e+01,3.1078929e+01,3.4354585e+01,3.9366508e+01,3.1260585e+01,2.5569857e+01,2.4029697e+01,2.3313082e+01,2.9503254e+01,2.5336715e+01,0.0000000e+00,0.0,000000200,,,,
0.0000000e+00,1.7152268e-01,1.0000000e+01,-8.6276709e-02,1.7152070e-01,0.0000000e+00,7.8150205e+00,1.9987349e-01,1.6001272e+00,-7.7718990e+01,-1.0294044e+01,-3.9275927e-02,-3.6563776e-01,2.7251626e-02,2.1898606e-01,-6.3424590e+01,-1.3603070e+02,4.3139548e+00,-6.8211313e+01,5.4050100e-01,-2.4272224e+00,3.5108553e+00,5.0933021e+00,-4.4563192e-02,-7.1264464e-01,0.0000000e+00,4.1452140e+01,3.6482554e+01,2.9936953e+01,3.3091483e+01,3.7082810e+01,3.0222402e+01,2.5332622e+01,2.3758144e+01,2.3081647e+01,2.8687590e+01,2.4991805e+01,0.0000000e+00,0.0,000000201,,,,
0.0000000e+00,1.3476717e+00,1.0000000e+01,3.3263962e-01,5.4279349e-01,1.0000000e+00,7.8023261e+00,2.0008666e-01,1.5995282e+00,7.9784663e+01,-7.3744922e+00,2.5002723e+00,-3.7832583e-01,2.7236385e-02,2.1857643e-01,9.1220898e+01,-2.6886940e+01,1.0228524e+02,8.9292337e+01,5.4049605e-01,,,,,,,,,,,,,,,,,,0.0000000e+00,0.0,000000202,,,,
0.0000000e+00,9.0771137e-02,1.0000000e+01,-1.1454676e-01,9.0771137e-02,0.0000000e+00,7.8130299e+00,2.0015362e-01,1.5994780e+00,6.2697762e+01,-4.9871124e+00,2.0700245e-01,-3.6762545e-01,2.7282877e-02,2.1884612e-01,7.6023637e+01,6.1109454e+01,1.7062709e+01,7.2205454e+01,5.4050022e-01,,,,,,,,,,,,,,,,,,0.0000000e+00,0.0,000000203,,,,
0.0000000e+00,4.7798805e-01,1.0000000e+01,1.7950265e-01,4.7797555e-01,0.0000000e+00,7.8076226e+00,2.0012223e-01,1.5998533e+00,-2.0003354e+01,-7.2595108e+00,3.2757565e+00,-3.7303228e-01,2.7259714e-02,2.1875755e-01,-9.2910815e+00,-2.3167614e+01,1.2846231e+02,-1.0495625e+01,5.4049814e-01,-1.4882573e+00,3.5615813e+00,4.8061908e+00,2.0557770e-01,-3.4461416e-01,0.0000000e+00,3.8296235e+01,3.3499347e+01,2.7458198e+01,3.0451755e+01,3.4097994e+01,2.7713569e+01,2.3099108e+01,2.1500605e+01,2.0850553e+01,2.6287677e+01,2.2707192e+01,0.0000000e+00,0.0,000000204,,,,
0.0000000e+00,1.0032776e-01,1.0000000e+01,2.5394072e-01,1.0032717e-01,0.0000000e+00,7.9524190e+00,2.0043376e-01,1.6000733e+00,-1.2415086e+01,-7.9632674e+00,-1.9604483e-01,-2.2828604e-01,2.7808479e-02,2.2252978e-01,1.7303110e+00,-5.4641758e+01,6.8880009e-02,-2.9072176e+00,5.4055393e-01,-3.1030054e+00,3.4217094e+00,5.1834018e+00,3.1432222e-01,-8.7224432e-01,0.0000000e+00,4.6024749e+01,4.0875052e+01,3.2622106e+01,3.5942358e+01,4.1442962e+01,3.2764920e+01,2.6780803e+01,2.5205464e+01,2.4482367e+01,3.0924294e+01,2.6578677e+01,0.0000000e+00,0.0,000000205,,,,
0.0000000e+00,1.8123108e-01,1.0000000e+01,-1.6794193e-01,1.8122881e-01,0.0000000e+00,7.9232240e+00,1.9971360e-01,1.6003832e+00,-1.0943002e+02,-4.2170603e+00,-6.6769304e+00,-2.5747189e-01,2.7606835e-02,2.2181806e-01,-8.9457875e+01,8.6852109e+01,-2.4575038e+02,-9.9922366e+01,5.4054266e-01,-2.3477292e+00,3.5231478e+00,5.0872404e+00,-1.2891784e-01,-6.9748295e-01,0.0000000e+00,4.1011403e+01,3.6038954e+01,2.9705506e+01,3.2795598e+01,3.6639145e+01,2.9979206e+01,2.5207179e+01,2.3631057e+01,2.2956459e+01,2.8491797e+01,2.4853076e+01,0.0000000e+00,0.0,000000206,,,,
0.0000000e+00,4.8917525e-01,1.0000000e+01,-7.6129408e-01,4.8915311e-01,0.0000000e+00,7.9767833e+00,2.0042895e-01,1.5996434e+00,-1.7016360e+02,-4.4087167e+00,3.7256441e+00,-2.0392843e-01,2.7893014e-02,2.2309964e-01,-1.6026254e+02,7.8282322e+01,1.4421557e+02,-1.6065579e+02,5.4056329e-01,-1.2192655e+00,3.6203479e+00,4.7824974e+00,-7.8659207e-01,-3.2765130e-01,0.0000000e+00,3.6741751e+01,3.2058272e+01,2.6730035e+01,2.9398075e+01,3.2657955e+01,2.6887730e+01,2.2685416e+01,2.1111218e+01,2.0513190e+01,2.5661245e+01,2.2281479e+01,0.0000000e+00,0.0,000000207,,,,
0.0000000e+00,1.8443778e-01,1.0000000e+01,-1.5128476e-01,1.8443545e-01,0.0000000e+00,7.9206944e+00,1.9973050e-01,1.5996844e+00,6.3347237e+01,3.0387731e-02,1.7852108e+00,-2.5999812e-01,2.7600366e-02,2.2165610e-01,7.4489787e+01,2.4695520e+02,7.6425175e+01,7.2854805e+01,5.4054171e-01,-2.3363757e+00,3.5224359e+00,5.0810546e+00,-1.1161921e-01,-6.9038255e-01,0.0000000e+00,4.0999363e+01,3.6032692e+01,2.9682188e+01,3.2777336e+01,3.6633004e+01,2.9956649e+01,2.5174323e+01,2.3599384e+01,2.2925109e+01,2.8465221e+01,2.4821669e+01,1.0000000e+00,0.0,000000208,-2.1122269e+00,3.3714964e-01,8.2800755e-01,4.2656959e+00
0.0000000e+00,1.5271587e-01,1.0000000e+01,-1.5128476e-01,1.5271419e-01,0.0000000e+00,-2.5999812e-01,2.7600366e-02,2.2165610e-01,,,,7.9206944e+00,1.9973050e-01,1.5996844e+00,,,,,5.4054171e-01,-2.5067395e+00,3.5108849e+00,5.1257167e+00,-1.1220364e-01,-7.5246242e-01,0.0000000e+00,4.1678391e+01,3.6676805e+01,3.0153451e+01,3.3302135e+01,3.7276317e+01,3.0438879e+01,2.5567298e+01,2.3985920e+01,2.3307318e+01,2.8910263e+01,2.5222710e+01,2.0000000e+00,000000208,000000209,-2.1122269e+00,3.3714964e-01,8.2800755e-01,4.2656959e+00
0.0000000e+00,1.6557368e-01,1.0000000e+01,-3.5273462e-01,1.6557157e-01,0.0000000e+00,7.9629733e+00,2.0010944e-01,1.5996702e+00,4.9606941e+01,-5.3382765e+00,-3.0898099e+00,-2.1773374e-01,2.7800335e-02,2.2274653e-01,6.6207443e+01,4.4275250e+01,-1.0753567e+02,5.9114642e+01,5.4055798e-01,-2.3808567e+00,3.5338789e+00,5.1241650e+00,-3.1882164e-01,-7.3550899e-01,0.0000000e+00,4.0888622e+01,3.5878751e+01,2.9746278e+01,3.2766638e+01,3.6478302e+01,3.0003095e+01,2.5348140e+01,2.3761321e+01,2.3087005e+01,2.8567403e+01,2.4978696e+01,0.0000000e+00,0.0,000000210,,,,
0.0000000e+00,8.0495976e-02,1.0000000e+01,6.7796643e-02,8.0495976e-02,0.0000000e+00,7.9727096e+00,2.0019736e-01,1.5997729e+00,2.1602544e+02,2.2686644e+00,3.2217961e+00,-2.0800114e-01,2.7846554e-02,2.2301239e-01,2.2540603e+02,3.3208491e+02,1.3508783e+02,2.2553318e+02,5.4056174e-01,,,,,,,,,,,,,,,,,,0.0000000e+00,0.0,000000211,,,,
0.0000000e+00,8.4244024e-02,1.0000000e+01,3.0473009e-01,8.4244024e-02,0.0000000e+00,7.9492944e+00,1.9950451e-01,1.5998144e+00,1.7149586e+02,-3.9564497e+00,-1.2314787e+00,-2.3140817e-01,2.7668682e-02,2.2241311e-01,1.8605584e+02,9.7109874e+01,-3.4180357e+01,1.8100336e+02,5.4055274e-01,,,,,,,,,,,,,,,,,,0.0000000e+00,0.0,000000212,,,,
0.0000000e+00,1.5985876e-01,1.0000000e+01,3.7676859e-01,1.5985745e-01,0.0000000e+00,7.9020919e+00,1.9984742e-01,1.5997252e+00,4.1856248e+01,-4.6312581e+00,-1.1546411e+00,-2.7859449e-01,2.7551663e-02,2.2118107e-01,5.6464717e+01,7.2265974e+01,-3.4377730e+01,5.1363863e+01,5.4053450e-01,-2.8067851e+00,3.4214025e+00,5.0556791e+00,4.5291531e-01,-7.2352040e-01,0.0000000e+00,4.5206773e+01,4.0190471e+01,3.2001752e+01,3.5279498e+01,4.0734931e+01,3.2102708e+01,2.6049520e+01,2.4519408e+01,2.3774705e+01,3.0257246e+01,2.5866728e+01,0.0000000e+00,0.0,000000213,,,,
0.0000000e+00,6.9798102e-01,1.0000000e+01,1.6762931e-01,6.9792879e-01,0.0000000e+00,7.9152996e+00,1.9950697e-01,1.6001336e+00,5.5872720e+00,-1.0774120e+01,-1.7535588e+00,-2.6539261e-01,2.7550694e-02,2.2157874e-01,2.1593641e+01,-1.5864086e+02,-5.7853996e+01,1.5094819e+01,5.4053962e-01,-8.2794791e-01,3.6373962e+00,4.6140808e+00,1.6510174e-01,-1.6608927e-01,0.0000000e+00,3.5663564e+01,3.0999119e+01,2.5726672e+01,2.8369858e+01,3.1596829e+01,2.5884622e+01,2.1696189e+01,2.0096706e+01,1.9529472e+01,2.4672081e+01,2.1283611e+01,0.0000000e+00,0.0,000000214,,,,
0.0000000e+00,1.3690100e-01,1.0000000e+01,1.8519237e-01,1.3689978e-01,0.0000000e+00,7.9325988e+00,2.0037049e-01,1.6000991e+00,2.6311655e-01,-9.4993718e+00,-7.4997650e+00,-2.4809955e-01,2.7730414e-02,2.2202109e-01,2.1701196e+01,-1.1158611e+02,-2.7414463e+02,9.7709656e+00,5.4054630e-01,-2.8513089e+00,3.4498141e+00,5.1406999e+00,2.4067002e-01,-8.0260539e-01,0.0000000e+00,4.4462253e+01,3.9396675e+01,3.1658256e+01,3.4954067e+01,3.9977125e+01,3.1862293e+01,2.6223494e+01,2.4651951e+01,2.3947189e+01,3.0110439e+01,2.5977274e+01,0.0000000e+00,0.0,000000215,,,,
0.0000000e+00,2.2504855e+00,1.0000000e+01,2.5851583e-01,5.4160546e-01,1.0000000e+00,7.9914320e+00,2.0021014e-01,1.5999343e+00,-1.0003922e+02,-5.8783600e+00,4.5691460e+00,-1.8928571e-01,2.7913726e-02,2.2351868e-01,-9.0800195e+01,2.2544261e+01,1.7822894e+02,-9.0531453e+01,5.4056895e-01,,,,,,,,,,,,,,,,,,0.0000000e+00,0.0,000000216,,,,
0.0000000e+00,3.1037917e-01,1.0000000e+01,1.5399462e-01,3.1036606e-01,0.0000000e+00,7.9048783e+00,2.0006562e-01,1.5998337e+00,-1.1231613e+02,-2.3867869e+00,-7.6468636e-01,-2.7580956e-01,2.7591469e-02,2.2126804e-01,-9.8325178e+01,1.5577162e+02,-2.3768385e+01,-1.0280843e+02,5.4053563e-01,-1.9791252e+00,3.5149121e+00,4.9184957e+00,2.1609249e-01,-4.9670962e-01,0.0000000e+00,4.0302569e+01,3.5470731e+01,2.8878739e+01,3.2041349e+01,3.6068550e+01,2.9159557e+01,2.4218665e+01,2.2669196e+01,2.1997299e+01,2.7609428e+01,2.3887674e+01,0.0000000e+00,0.0,000000217,,,,
0.0000000e+00,1.1771705e-01,1.0000000e+01,2.4119045e-01,1.1771616e-01,0.0000000e+00,7.9509491e+00,2.0017290e-01,1.6002625e+00,1.7466088e+02,-1.0469743e+01,1.1613767e+00,-2.2975597e-01,2.7767152e-02,2.2251803e-01,1.8774865e+02,-1.4840946e+02,5.6050912e+01,1.8416868e+02,5.4055333e-01,-3.0045470e+00,3.4311429e+00,5.1639113e+00,3.0031801e-01,-8.4188217e-01,0.0000000e+00,4.5489766e+01,4.0369324e+01,3.2273087e+01,3.5586460e+01,4.0941460e+01,3.2435207e+01,2.6556994e+01,2.4983479e+01,2.4266497e+01,3.0621735e+01,2.6341428e+01,1.0000000e+00,0.0,000000218,,1.4921351e-01,2.6756829e-01,5.3401601e+00
0.0000000e+00,3.1497349e-02,1.0000000e+01,2.4119045e-01,3.1497349e-02,0.0000000e+00,-2.2975597e-01,2.7767152e-02,2.2251803e-01,,,,7.9509491e+00,2.0017290e-01,1.6002625e+00,,,,,5.4055333e-01,,,,,,,,,,,,,,,,,,2.0000000e+00,000000218,000000219,,1.4921351e-01,2.6756829e-01,5.3401601e+00
0.0000000e+00,4.7470758e-01,1.0000000e+01,9.2626085e-02,4.7469475e-01,0.0000000e+00,7.9517594e+00,1.9996382e-01,1.6001707e+00,-1.1545899e+01,-1.5251914e+00,-2.1852116e+00,-2.2894557e-01,2.7740976e-02,2.2252624e-01,3.6876941e+00,1.8807589e+02,-7.4863046e+01,-2.0381848e+00,5.4055369e-01,-1.4758499e+00,3.5659037e+00,4.8080691e+00,1.1154664e-01,-3.4705519e-01,0.0000000e+00,3.8211242e+01,3.3389164e+01,2.7446093e+01,3.0398795e+01,3.3988381e+01,2.7689208e+01,2.3132416e+01,2.1536479e+01,2.0886141e+01,2.6290994e+01,2.2738434e+01,0.0000000e+00,0.0,000000220,,,,
0.0000000e+00,2.7089081e-01,1.0000000e+01,-6.2812859e-02,2.7088662e-01,0.0000000e+00,7.9597940e+00,2.0032987e-01,1.5998480e+00,-1.5890358e+02,-1.1914428e+01,6.8131155e+00,-2.2091264e-01,2.7819844e-02,2.2268908e-01,-1.5102085e+02,-2.0454684e+02,2.6066509e+02,-1.4939578e+02,5.4055679e-01,-2.0186128e+00,3.5330496e+00,4.9746195e+00,-1.9410906e-02,-5.5272840e-01,0.0000000e+00,4.0010926e+01,3.5109565e+01,2.8867967e+01,3.1932957e+01,3.5710516e+01,2.9137874e+01,2.4410096e+01,2.2842006e+01,2.2173130e+01,2.7665989e+01,2.4051588e+01,0.0000000e+00,0.0,000000221,,,,
0.0000000e+00,1.2239948e-01,1.0000000e+01,2.3846547e-01,1.2239852e-01,0.0000000e+00,7.9362532e+00,1.9968932e-01,1.5998483e+00,1.3320137e+02,-4.2452813e+00,-1.5974813e+00,-2.4444517e-01,2.7648879e-02,2.2208081e-01,1.4816574e+02,8.6356711e+01,-4.8858792e+01,1.4270894e+02,5.4054767e-01,-2.9779632e+00,3.4334831e+00,5.1580805e+00,2.9737509e-01,-8.3327061e-01,0.0000000e+00,4.5339585e+01,4.0228286e+01,3.2175865e+01,3.5486779e+01,4.0801352e+01,3.2342773e+01,2.6492947e+01,2.4920380e+01,2.4204862e+01,3.0536723e+01,2.6273940e+01,0.0000000e+00,0.0,000000222,,,,
0.0000000e+00,5.4804022e-01,1.0000000e+01,1.2852874e-01,5.4802033e-01,0.0000000e+00,7.9895528e+00,2.0044057e-01,1.5998074e+00,-9.9154179e+01,-5.4445980e+00,-5.0095568e+00,-1.9116389e-01,2.7939283e-02,2.2345242e-01,-8.0596346e+01,3.9063048e+01,-1.8445347e+02,-8.9646343e+01,5.4056823e-01,-1.2755545e+00,3.5826501e+00,4.7376477e+00,1.3951016e-01,-2.8040040e-01,0.0000000e+00,3.7518480e+01,3.2711504e+01,2.6933170e+01,2.9816416e+01,3.3310529e+01,2.7157241e+01,2.2690844e+01,2.1066222e+01,2.0435363e+01,2.5804732e+01,2.2276594e+01,0.0000000e+00,0.0,000000223,,,,
0.0000000e+00,3.9403026e-01,1.0000000e+01,1.6580714e-01,3.9402256e-01,0.0000000e+00,7.9303666e+00,1.9988497e-01,1.5998558e+00,1.6528920e+02,8.2125579e-01,-3.1097293e+00,-2.5032991e-01,2.7655439e-02,2.2192974e-01,1.8104625e+02,2.7706163e+02,-1.0481561e+02,1.7479684e+02,5.4054540e-01,-1.7201684e+00,3.5406946e+00,4.8712455e+00,2.0261856e-01,-4.1879616e-01,0.0000000e+00,3.9212247e+01,3.4413216e+01,2.8129984e+01,3.1208955e+01,3.5011509e+01,2.8403378e+01,2.3648349e+01,2.2075986e+01,2.1414801e+01,2.6918694e+01,2.3283635e+01,0.0000000e+00,0.0,000000224,,,,
0.0000000e+00,1.8585234e-01,1.0000000e+01,-2.1367822e-01,1.8584989e-01,0.0000000e+00,7.9179348e+00,2.0005335e-01,1.5994830e+00,-1.2636064e+02,-1.1961014e+00,3.0614322e+00,-2.6275617e-01,2.7635352e-02,2.2155698e-01,-1.1622958e+02,2.0025270e+02,1.1938689e+02,-1.1685298e+02,5.4054064e-01,-2.3060376e+00,3.5300893e+00,5.0848610e+00,-1.7616317e-01,-6.9052027e-01,0.0000000e+00,4.0759670e+01,3.5786008e+01,2.9566847e+01,3.2620348e+01,3.6386089e+01,2.9833239e+01,2.5125362e+01,2.3548247e+01,2.2875026e+01,2.8372228e+01,2.4764155e+01,0.0000000e+00,0.0,000000225,,,,
0.0000000e+00,1.5147862e-01,1.0000000e+01,4.3257888e-01,1.5147753e-01,0.0000000e+00,7.9838099e+00,2.0034570e-01,1.5998115e+00,-1.6979056e+01,-7.1064091e+00,1.9888687e-01,-1.9690485e-01,2.7905987e-02,2.2330460e-01,-3.3273353e+00,-2.3414810e+01,1.4864061e+01,-7.4712533e+00,5.4056603e-01,-2.8537885e+00,3.4076799e+00,5.0412254e+00,5.1612290e-01,-7.1957695e-01,0.0000000e+00,4.5695013e+01,4.0690910e+01,3.2324542e+01,3.5596184e+01,4.1220563e+01,3.2385273e+01,2.6169680e+01,2.4653932e+01,2.3892748e+01,3.0502791e+01,2.6011252e+01,0.0000000e+00,0.0,000000226,,,,
0.0000000e+00,1.4106593e-01,1.0000000e+01,2.4683353e-01,1.4106466e-01,0.0000000e+00,7.9744224e+00,2.0027084e-01,1.6000304e+00,-6.3578657e+01,-6.9614027e+00,-5.1622979e+00,-2.0628989e-01,2.7862756e-02,2.2309248e-01,-4.4693794e+01,-1.7760012e+01,-1.8894771e+02,-5.4070853e+01,5.4056239e-01,-2.8874738e+00,3.4392277e+00,5.1334264e+00,3.0609802e-01,-7.9951510e-01,0.0000000e+00,4.4933211e+01,3.9850886e+01,3.1903822e+01,3.5205887e+01,4.0425715e+01,3.2079505e+01,2.6292604e+01,2.4724609e+01,2.4012072e+01,3.0290832e+01,2.6066536e+01,0.0000000e+00,0.0,000000227,,,,
0.0000000e+00,3.7518036e-01,1.0000000e+01,4.4067614e-01,3.7517436e-01,0.0000000e+00,7.9477915e+00,1.9992885e-01,1.6001233e+00,-8.4851511e+00,-8.5917412e+00,-4.1898198e-01,-2.3291189e-01,2.7722286e-02,2.2241711e-01,5.9552619e+00,-7.8130854e+01,-8.2220589e+00,1.0225445e+00,5.4055214e-01,-1.8872517e+00,3.4979103e+00,4.8458825e+00,5.1604162e-01,-4.1676929e-01,0.0000000e+00,4.0500597e+01,3.5782397e+01,2.8843463e+01,3.2077059e+01,3.6365295e+01,2.9113346e+01,2.3922276e+01,2.2401591e+01,2.1721770e+01,2.7488392e+01,2.3623522e+01,0.0000000e+00,0.0,000000228,,,,
0.0000000e+00,3.5011676e-01,1.0000000e+01,-4.8422003e-01,3.5010895e-01,0.0000000e+00,7.9957193e+00,1.9978837e-01,1.6002338e+00,1.1246635e+01,-9.3111510e+00,-3.3676888e+00,-1.8500072e-01,2.7869863e-02,2.2367126e-01,2.8672806e+01,-1.0727117e+02,-1.1953630e+02,2.0754296e+01,5.4057062e-01,-1.7094232e+00,3.5715029e+00,4.9324177e+00,-4.6525043e-01,-4.7504031e-01,0.0000000e+00,3.8609706e+01,3.3704628e+01,2.7997479e+01,3.0838033e+01,3.4305067e+01,2.8198639e+01,2.3788582e+01,2.2221165e+01,2.1560057e+01,2.6878488e+01,2.3401514e+01,0.0000000e+00,0.0,000000229,,,,
0.0000000e+00,8.7041512e-02,1.0000000e+01,-1.4960506e-01,8.7041512e-02,0.0000000e+00,7.9831900e+00,1.9977448e-01,1.6001384e+00,-3.3153814e+02,-7.0996997e+00,6.9702909e+00,-1.9752546e-01,2.7824256e-02,2.2333411e-01,-3.2440630e+02,-2.4261152e+01,2.6290519e+02,-3.2203050e+02,5.4056579e-01,,,,,,,,,,,,,,,,,,0.0000000e+00,0.0,000000230,,,,
0.0000000e+00,3.4354123e-01,1.0000000e+01,1.5777560e-02,3.4353404e-01,0.0000000e+00,7.9033610e+00,2.0004362e-01,1.5999570e+00,-9.8720146e+01,-8.5678146e+00,-5.1503101e+00,-2.7732676e-01,2.7583138e-02,2.2124583e-01,-7.9679233e+01,-7.5722508e+01,-1.8766881e+02,-8.9212432e+01,5.4053503e-01,-1.8193762e+00,3.5418137e+00,4.9153717e+00,6.3215217e-02,-4.7063841e-01,0.0000000e+00,3.9375706e+01,3.4517025e+01,2.8337799e+01,3.1382282e+01,3.5117146e+01,2.8604347e+01,2.3911312e+01,2.2340114e+01,2.1676133e+01,2.7144944e+01,2.3545028e+01,0.0000000e+00,0.0,000000231,,,,
