pop,iMass,age,Fe/H_initial,Mass,In_Final_Phase,Dist,l,b,vr_bc,mul,mub,x,y,z,U,V,W,VR_LSR,A_Ks,logL,logTeff,logg,Fe/H_evolved,log_radius,phase,Bessell_B,Bessell_V,Bessell_I,Gaia_G_EDR3,Gaia_BP_EDR3,Gaia_RP_EDR3,2MASS_J,2MASS_H,2MASS_Ks,Z087,W146,Is_Binary,primary_ID,ID,combined_logL,total_mass,q,combined_logP
0.0000000e+00,1.0118513e+00,1.0000000e+01,1.4567315e-01,1.0113896e+00,0.0000000e+00,8.3748947e+00,2.0031911e-01,1.5997704e+00,2.4325498e-02,-8.0654839e-02,3.0113339e+00,1.9404717e-01,2.9269069e-02,2.3340436e-01,9.8463318e+00,2.4238636e+02,1.2729347e+02,9.5321136e+00,5.4071671e-01,2.4604801e-01,3.7521630e+00,4.1602138e+00,9.7693583e-02,1.4137511e-01,0.0000000e+00,3.2000193e+01,2.7825975e+01,2.3155428e+01,2.5476174e+01,2.8383564e+01,2.3267835e+01,1.9523602e+01,1.8262334e+01,1.7760056e+01,2.2185961e+01,1.9231375e+01,0.0000000e+00,0.0,000000414,,,,
0.0000000e+00,1.5288524e-01,1.0000000e+01,2.2259558e-01,1.5288376e-01,0.0000000e+00,8.3350619e+00,2.0006031e-01,1.6001472e+00,-2.2924957e+01,-7.0276018e+00,-1.3988317e+00,1.5422662e-01,2.9092219e-02,2.3242990e-01,-7.6190689e+00,-3.2148344e+01,-4.8066874e+01,-1.3417212e+01,5.4070139e-01,-2.7993182e+00,3.4489630e+00,5.1176773e+00,2.8030102e-01,-7.7490792e-01,0.0000000e+00,4.4484284e+01,3.9430181e+01,3.1669022e+01,3.4959207e+01,4.0009069e+01,3.1864081e+01,2.6197782e+01,2.4631249e+01,2.3924433e+01,3.0107332e+01,2.5956372e+01,1.0000000e+00,0.0,000000415,,2.4569134e-01,6.0704078e-01,7.3810628e+00
0.0000000e+00,9.2807577e-02,1.0000000e+01,2.2259558e-01,9.2807577e-02,0.0000000e+00,1.5422662e-01,2.9092219e-02,2.3242990e-01,,,,8.3350619e+00,2.0006031e-01,1.6001472e+00,,,,,5.4070139e-01,,,,,,,,,,,,,,,,,,2.0000000e+00,000000415,000000416,,2.4569134e-01,6.0704078e-01,7.3810628e+00
0.0000000e+00,1.9786330e-01,1.0000000e+01,4.1036508e-01,1.9786157e-01,0.0000000e+00,8.3257566e+00,2.0013730e-01,1.5997453e+00,-2.1730221e+02,-3.5271676e+00,-2.5061480e-01,1.4492596e-01,2.9070930e-02,2.3213101e-01,-2.0358648e+02,1.0563280e+02,-7.7238922e+00,-2.0779449e+02,5.4069781e-01,-2.6163625e+00,3.4292736e+00,4.9974437e+00,4.9112005e-01,-6.4405138e-01,0.0000000e+00,4.4514205e+01,3.9560270e+01,3.1544992e+01,3.4821166e+01,4.0108765e+01,3.1668358e+01,2.5711764e+01,2.4195300e+01,2.3450610e+01,2.9849463e+01,2.5516944e+01,0.0000000e+00,0.0,000000417,,,,
0.0000000e+00,1.5880398e-01,1.0000000e+01,4.4832847e-01,1.5880285e-01,0.0000000e+00,8.3139533e+00,1.9955364e-01,1.6003073e+00,2.5686732e+01,-1.0426935e+01,4.8634002e+00,1.3312483e-01,2.8945049e-02,2.3190755e-01,3.5054644e+01,-1.6527361e+02,2.0005353e+02,3.5194318e+01,5.4069322e-01,-2.8188601e+00,3.4072861e+00,5.0263356e+00,5.3399980e-01,-7.0132509e-01,0.0000000e+00,4.5763184e+01,4.0765035e+01,3.2366543e+01,3.5635627e+01,4.1290967e+01,3.2417908e+01,2.6168043e+01,2.4656604e+01,2.3891295e+01,3.0528011e+01,2.6014973e+01,1.0000000e+00,0.0,000000418,-2.5885349e+00,2.9552238e-01,8.6093804e-01,3.9859657e+00
0.0000000e+00,1.3672039e-01,1.0000000e+01,4.4832847e-01,1.3671953e-01,0.0000000e+00,1.3312483e-01,2.8945049e-02,2.3190755e-01,,,,8.3139533e+00,1.9955364e-01,1.6003073e+00,,,,,5.4069322e-01,-2.9740626e+00,3.3924989e+00,5.0571153e+00,5.3376611e-01,-7.4935189e-01,0.0000000e+00,4.6202475e+01,4.1201238e+01,3.2772822e+01,3.6044053e+01,4.1726652e+01,3.2821124e+01,2.6551375e+01,2.5039078e+01,2.4273057e+01,3.0926006e+01,2.6400666e+01,2.0000000e+00,000000418,000000419,-2.5885349e+00,2.9552238e-01,8.6093804e-01,3.9859657e+00
0.0000000e+00,9.2301002e-02,1.0000000e+01,-1.0813696e-01,9.2301002e-02,0.0000000e+00,8.3925010e+00,2.0027050e-01,1.6004905e+00,1.7250553e+02,-3.4851437e+00,-1.1571522e-01,2.1164473e-01,2.9323472e-02,2.3396475e-01,1.8595048e+02,1.0754967e+02,7.6365206e+00,1.8201340e+02,5.4072350e-01,,,,,,,,,,,,,,,,,,0.0000000e+00,0.0,000000420,,,,
0.0000000e+00,2.8237505e-01,1.0000000e+01,6.9343001e-02,2.8237090e-01,0.0000000e+00,8.3012623e+00,1.9950719e-01,1.5999279e+00,9.9086080e+01,3.8783644e+00,-4.6291895e-01,1.2043958e-01,2.8894144e-02,2.3152454e-01,1.1189172e+02,3.9856670e+02,-7.8689243e+00,1.0859360e+02,5.4068834e-01,-2.0457762e+00,3.5194839e+00,4.9589111e+00,1.1842039e-01,-5.3917881e-01,0.0000000e+00,4.0480474e+01,3.5605223e+01,2.9116758e+01,3.2249345e+01,3.6204505e+01,2.9393875e+01,2.4516677e+01,2.2957465e+01,2.2284957e+01,2.7866615e+01,2.4176529e+01,1.0000000e+00,0.0,000000421,-1.7689656e+00,5.5191762e-01,9.5458348e-01,5.2935122e+00
0.0000000e+00,2.6955056e-01,1.0000000e+01,6.9343001e-02,2.6954672e-01,0.0000000e+00,1.2043958e-01,2.8894144e-02,2.3152454e-01,,,,8.3012623e+00,1.9950719e-01,1.5999279e+00,,,,,5.4068834e-01,-2.0956460e+00,3.5158805e+00,4.9714075e+00,1.1844081e-01,-5.5690675e-01,0.0000000e+00,4.0689056e+01,3.5803265e+01,2.9263613e+01,3.2406432e+01,3.6402164e+01,2.9539822e+01,2.4631815e+01,2.3072518e+01,2.2398387e+01,2.8002449e+01,2.4295693e+01,2.0000000e+00,000000421,000000422,-1.7689656e+00,5.5191762e-01,9.5458348e-01,5.2935122e+00
0.0000000e+00,3.3018897e-01,1.0000000e+01,-2.6084937e-02,3.3018310e-01,0.0000000e+00,8.3193462e+00,2.0037945e-01,1.6002793e+00,-8.9419284e+01,-5.3063073e+00,4.8861487e-01,1.3851561e-01,2.9083686e-02,2.3204288e-01,-7.6255086e+01,3.6018693e+01,2.4730488e+01,-7.9911408e+01,5.4069531e-01,-1.8430396e+00,3.5430724e+00,4.9268679e+00,1.8613729e-02,-4.8498743e-01,0.0000000e+00,3.9516789e+01,3.4644024e+01,2.8499111e+01,3.1532084e+01,3.5244586e+01,2.8763061e+01,2.4090723e+01,2.2518501e+01,2.1853861e+01,2.7312486e+01,2.3722599e+01,0.0000000e+00,0.0,000000423,,,,
0.0000000e+00,1.9583670e-01,1.0000000e+01,2.7261879e-01,1.9583457e-01,0.0000000e+00,8.3284779e+00,2.0019688e-01,1.5997892e+00,1.5085669e+02,-4.4303637e+00,4.4003444e-01,1.4764616e-01,2.9089089e-02,2.3220771e-01,1.6386765e+02,7.1211511e+01,2.9044020e+01,1.6036444e+02,5.4069883e-01,-2.6121286e+00,3.4552373e+00,5.0551523e+00,3.3459338e-01,-6.9386172e-01,0.0000000e+00,4.3779610e+01,3.8793023e+01,3.1156080e+01,3.4433855e+01,3.9370455e+01,3.1356523e+01,2.5746412e+01,2.4195647e+01,2.3488690e+01,2.9617118e+01,2.5500882e+01,0.0000000e+00,0.0,000000424,,,,
0.0000000e+00,3.0756610e+00,1.0000000e+01,-7.9826812e-01,5.4113349e-01,1.0000000e+00,8.3312951e+00,1.9995882e-01,1.5995020e+00,3.2074238e+01,-4.4274752e+00,1.9318871e+00,1.5046356e-01,2.9064330e-02,2.3223875e-01,4.3602431e+01,7.0845678e+01,8.4880351e+01,4.1581863e+01,5.4069990e-01,,,,,,,,,,,,,,,,,,0.0000000e+00,0.0,000000425,,,,
0.0000000e+00,4.9879780e-01,1.0000000e+01,3.5460112e-01,4.9878477e-01,0.0000000e+00,8.3324516e+00,1.9999515e-01,1.6002135e+00,-3.6279221e+02,-4.2947183e+00,-2.6469243e+00,1.5161702e-01,2.9073635e-02,2.3237207e-01,-3.4647425e+02,7.4705109e+01,-1.0611635e+02,-3.5328447e+02,5.4070038e-01,-1.4679560e+00,3.5572975e+00,4.7877556e+00,3.9808027e-01,-3.2589596e-01,0.0000000e+00,3.8548172e+01,3.3813888e+01,2.7602778e+01,3.0657744e+01,3.4408957e+01,2.7872605e+01,2.3153633e+01,2.1543150e+01,2.0897050e+01,2.6403511e+01,2.2761130e+01,0.0000000e+00,0.0,000000426,,,,
0.0000000e+00,1.7106978e-01,1.0000000e+01,2.5321954e-01,1.7106801e-01,0.0000000e+00,8.3081498e+00,1.9977422e-01,1.6003436e+00,-2.3202490e+02,-3.9789606e+00,4.9159606e+00,1.2732311e-01,2.8956817e-02,2.3176279e-01,-2.2350434e+02,8.8063885e+01,1.9532925e+02,-2.2251723e+02,5.4069102e-01,-2.7371136e+00,3.4494877e+00,5.0941712e+00,3.1279961e-01,-7.4485495e-01,0.0000000e+00,4.4301587e+01,3.9268929e+01,3.1511671e+01,3.4800706e+01,3.9846947e+01,3.1705248e+01,2.6034362e+01,2.4473547e+01,2.3766349e+01,2.9947887e+01,2.5794750e+01,1.0000000e+00,0.0,000000427,,2.7062256e-01,5.8195288e-01,4.7205115e+00
0.0000000e+00,9.9554551e-02,1.0000000e+01,2.5321954e-01,9.9554551e-02,0.0000000e+00,1.2732311e-01,2.8956817e-02,2.3176279e-01,,,,8.3081498e+00,1.9977422e-01,1.6003436e+00,,,,,5.4069102e-01,,,,,,,,,,,,,,,,,,2.0000000e+00,000000427,000000428,,2.7062256e-01,5.8195288e-01,4.7205115e+00
0.0000000e+00,2.2625936e-01,1.0000000e+01,4.3376853e-02,2.2625645e-01,0.0000000e+00,8.3525124e+00,2.0024682e-01,1.6002156e+00,2.0812517e+02,-7.0795317e+00,-9.2082790e+00,1.7167088e-01,2.9180306e-02,2.3289089e-01,2.3135795e+02,-3.3948512e+01,-3.5132104e+02,2.1763299e+02,5.4070812e-01,-2.2497617e+00,3.5082498e+00,5.0174272e+00,9.1103330e-02,-6.1870320e-01,0.0000000e+00,4.1249046e+01,3.6327211e+01,2.9695384e+01,3.2861276e+01,3.6926224e+01,2.9973298e+01,2.5014140e+01,2.3451251e+01,2.2773923e+01,2.8417495e+01,2.4684002e+01,0.0000000e+00,0.0,000000429,,,,
0.0000000e+00,1.4321410e+00,1.0000000e+01,1.3163372e-01,5.4164934e-01,1.0000000e+00,8.3979844e+00,2.0015813e-01,1.6003245e+00,4.1677558e+01,-6.8064484e+00,1.5977482e-01,2.1712703e-01,2.9326171e-02,2.3408219e-01,5.5345557e+01,-2.5220842e+01,1.5213942e+01,5.1185361e+01,5.4072565e-01,,,,,,,,,,,,,,,,,,0.0000000e+00,0.0,000000430,,,,
0.0000000e+00,3.4857521e-01,1.0000000e+01,-8.6213591e-01,3.4856671e-01,0.0000000e+00,8.3701842e+00,2.0035108e-01,1.6002068e+00,-2.3219686e+02,-6.4323517e+00,6.1379957e+00,1.8933661e-01,2.9257268e-02,2.3334638e-01,-2.2462038e+02,-1.0460626e+01,2.4524227e+02,-2.2268901e+02,5.4071492e-01,-1.6659971e+00,3.5858521e+00,4.9444622e+00,-8.4678811e-01,-4.8202562e-01,0.0000000e+00,3.8393626e+01,3.3536173e+01,2.7972615e+01,3.0744631e+01,3.4137647e+01,2.8150347e+01,2.3828008e+01,2.2274223e+01,2.1620154e+01,2.6872753e+01,2.3439292e+01,0.0000000e+00,0.0,000000431,,,,
0.0000000e+00,2.4253611e-01,1.0000000e+01,4.2210221e-01,2.4253380e-01,0.0000000e+00,8.3088952e+00,1.9992750e-01,1.6000383e+00,-8.0759522e+01,-5.1457993e+00,2.8076401e+00,1.2806933e-01,2.8981639e-02,2.3173780e-01,-6.9982857e+01,4.2625654e+01,1.1624195e+02,-7.1251838e+01,5.4069132e-01,-2.4202762e+00,3.4418670e+00,4.9479458e+00,5.0458958e-01,-5.7119491e-01,0.0000000e+00,4.3536623e+01,3.8640678e+01,3.0873744e+01,3.4151320e+01,3.9201568e+01,3.1037791e+01,2.5248140e+01,2.3740045e+01,2.3002200e+01,2.9261202e+01,2.5031987e+01,0.0000000e+00,0.0,000000432,,,,
0.0000000e+00,3.9618422e-01,1.0000000e+01,2.7589082e-01,3.9617687e-01,0.0000000e+00,8.3220660e+00,1.9994474e-01,1.5997419e+00,-7.2659437e+01,-7.6094829e+00,-5.7207063e+00,1.4123676e-01,2.9030086e-02,2.3203515e-01,-5.2855678e+01,-5.4827611e+01,-2.1970905e+02,-6.3151786e+01,5.4069638e-01,-1.7452156e+00,3.5313346e+00,4.8611837e+00,3.2290781e-01,-4.1259977e-01,0.0000000e+00,3.9579672e+01,3.4819163e+01,2.8357306e+01,3.1492602e+01,3.5414892e+01,2.8639828e+01,2.3774357e+01,2.2208212e+01,2.1545573e+01,2.7112665e+01,2.3421412e+01,0.0000000e+00,0.0,000000433,,,,
0.0000000e+00,5.9652716e-01,1.0000000e+01,6.5589724e-02,5.9649816e-01,0.0000000e+00,8.3281177e+00,2.0015965e-01,1.6002926e+00,-1.7850546e+02,-9.7879702e+00,-2.7679272e+00,1.4728416e-01,2.9082413e-02,2.3227154e-01,-1.6137017e+02,-1.4143152e+02,-1.0607598e+02,-1.6899766e+02,5.4069871e-01,-1.1057157e+00,3.6028101e+00,4.6852650e+00,6.2947776e-02,-2.3580088e-01,0.0000000e+00,3.6909292e+01,3.2128780e+01,2.6572473e+01,2.9351888e+01,3.2727260e+01,2.6764609e+01,2.2420131e+01,2.0781048e+01,2.0175706e+01,2.5476695e+01,2.1993966e+01,0.0000000e+00,0.0,000000434,,,,
0.0000000e+00,8.6116607e-02,1.0000000e+01,4.2170563e-01,8.6116607e-02,0.0000000e+00,8.3277651e+00,2.0011786e-01,1.5996709e+00,9.3403976e+01,-5.3002673e+00,1.5590001e+00,1.4693405e-01,2.9075120e-02,2.3217209e-01,1.0541285e+02,3.6679949e+01,7.1716763e+01,1.0291168e+02,5.4069859e-01,,,,,,,,,,,,,,,,,,0.0000000e+00,0.0,000000435,,,,
0.0000000e+00,1.0435727e-01,1.0000000e+01,-1.9481468e-01,1.0435650e-01,0.0000000e+00,8.3746733e+00,1.9990509e-01,1.6004514e+00,-2.2711816e+02,-5.8653941e+00,-2.4611284e+00,1.9382348e-01,2.9207794e-02,2.3349815e-01,-2.1080260e+02,1.1963324e+01,-9.5766918e+01,-2.1761043e+02,5.4071665e-01,-2.9160871e+00,3.4813231e+00,5.2495138e+00,-1.5880182e-01,-8.9801265e-01,0.0000000e+00,4.3690211e+01,3.8555344e+01,3.1454925e+01,3.4739372e+01,3.9148279e+01,3.1757786e+01,2.6610793e+01,2.4988621e+01,2.4305596e+01,3.0129015e+01,2.6283030e+01,0.0000000e+00,0.0,000000436,,,,
0.0000000e+00,4.6948719e-01,1.0000000e+01,3.4779767e-01,4.6947617e-01,0.0000000e+00,8.3732333e+00,2.0056023e-01,1.6000309e+00,-1.3402710e+02,-2.6010661e+00,1.3593259e+00,1.9238527e-01,2.9298483e-02,2.3339949e-01,-1.2211455e+02,1.4188210e+02,5.8253215e+01,-1.2451919e+02,5.4071611e-01,-1.5497727e+00,3.5487454e+00,4.8085989e+00,3.9436008e-01,-3.4970005e-01,0.0000000e+00,3.8883705e+01,3.4156275e+01,2.7845236e+01,3.0932366e+01,3.4750325e+01,2.8120151e+01,2.3342162e+01,2.1746819e+01,2.1094794e+01,2.6627661e+01,2.2962718e+01,0.0000000e+00,0.0,000000437,,,,
0.0000000e+00,1.3092336e-01,1.0000000e+01,-6.2798620e-01,1.3092195e-01,0.0000000e+00,8.3330234e+00,1.9959624e-01,1.6002970e+00,-5.0070769e+01,-1.2116471e+01,8.4998149e+00,1.5218848e-01,2.9017636e-02,2.3239900e-01,-4.4165416e+01,-2.3323442e+02,3.4213359e+02,-4.0563168e+01,5.4070061e-01,-2.5871879e+00,3.5319746e+00,5.2167802e+00,-5.9935589e-01,-8.3486600e-01,0.0000000e+00,4.1587281e+01,3.6485932e+01,3.0362818e+01,3.3367968e+01,3.7082382e+01,3.0610604e+01,2.5973476e+01,2.4351108e+01,2.3673646e+01,2.9191549e+01,2.5586788e+01,0.0000000e+00,0.0,000000438,,,,
0.0000000e+00,1.7028432e-01,1.0000000e+01,4.8797193e-01,1.7028315e-01,0.0000000e+00,8.3681554e+00,2.0011633e-01,1.6001889e+00,-3.8642602e+01,-5.5848742e+00,-1.5577160e+00,1.8730866e-01,2.9215905e-02,2.3329132e-01,-2.3358517e+01,2.3926127e+01,-5.4992783e+01,-2.9134832e+01,5.4071414e-01,-2.7647245e+00,3.4039051e+00,4.9968751e+00,5.7902794e-01,-6.6749529e-01,0.0000000e+00,4.5722790e+01,4.0747676e+01,3.2308625e+01,3.5575704e+01,4.1267731e+01,3.2347337e+01,2.6043475e+01,2.4543520e+01,2.3769581e+01,3.0446303e+01,2.5899042e+01,0.0000000e+00,0.0,000000439,,,,
0.0000000e+00,1.8432916e-01,1.0000000e+01,-1.1408007e-02,1.8432703e-01,0.0000000e+00,8.3913488e+00,2.0010551e-01,1.6004301e+00,7.8923882e+01,-7.6293158e+00,1.9355510e-01,2.1049333e-01,2.9295294e-02,2.3392613e-01,9.2657908e+01,-5.7609471e+01,1.7514915e+01,8.8431680e+01,5.4072309e-01,-2.3874141e+00,3.5064957e+00,5.0680686e+00,3.3138814e-02,-6.8402124e-01,0.0000000e+00,4.1599644e+01,3.6651014e+01,3.0020053e+01,3.3203553e+01,3.7252003e+01,3.0311183e+01,2.5369133e+01,2.3799289e+01,2.3123095e+01,2.8754932e+01,2.5034891e+01,0.0000000e+00,0.0,000000440,,,,
0.0000000e+00,2.5731704e-01,1.0000000e+01,-4.9037358e-01,2.5731236e-01,0.0000000e+00,8.3388236e+00,2.0041808e-01,1.5998347e+00,-1.0652038e+02,-1.2497908e+01,2.3466670e+00,1.5798806e-01,2.9157403e-02,2.3248165e-01,-9.4253095e+01,-2.4882013e+02,9.7756485e+01,-9.7012547e+01,5.4070282e-01,-1.9547296e+00,3.5630862e+00,5.0094082e+00,-4.5832390e-01,-5.8086003e-01,0.0000000e+00,3.9426790e+01,3.4489857e+01,2.8712365e+01,3.1584393e+01,3.5090237e+01,2.8922586e+01,2.4470751e+01,2.2901062e+01,2.2235024e+01,2.7583326e+01,2.4087335e+01,0.0000000e+00,0.0,000000441,,,,
0.0000000e+00,1.0221924e+00,1.0000000e+01,3.6244436e-01,1.0218334e+00,0.0000000e+00,8.3805564e+00,2.0021486e-01,1.5995492e+00,1.3628589e+02,-5.6768903e+00,3.8616996e-01,1.9970783e-01,2.9273617e-02,2.3351832e-01,1.4953130e+02,2.0545684e+01,2.6635970e+01,1.4579361e+02,5.4071891e-01,1.1360228e-01,3.7409558e+00,4.2523827e+00,3.4340937e-01,9.7566782e-02,0.0000000e+00,3.2432869e+01,2.8175413e+01,2.3454980e+01,2.5809965e+01,2.8749988e+01,2.3570256e+01,1.9794040e+01,1.8517169e+01,1.8005125e+01,2.2482143e+01,1.9498513e+01,0.0000000e+00,0.0,000000442,,,,
0.0000000e+00,2.6736285e-01,1.0000000e+01,-3.5023845e-01,2.6735811e-01,0.0000000e+00,8.3084384e+00,2.0005486e-01,1.5998697e+00,5.5701051e+01,-5.7216363e+00,-8.2859370e-01,1.2761327e-01,2.8998509e-02,2.3170156e-01,7.0212275e+01,2.0447132e+01,-2.3406260e+01,6.5208759e+01,5.4069114e-01,-1.9510130e+00,3.5563351e+00,4.9945738e+00,-3.1544947e-01,-5.6549956e-01,0.0000000e+00,3.9522535e+01,3.4590114e+01,2.8711582e+01,3.1631314e+01,3.5190443e+01,2.8939429e+01,2.4425362e+01,2.2853792e+01,2.2188292e+01,2.7567595e+01,2.4046658e+01,0.0000000e+00,0.0,000000443,,,,
0.0000000e+00,1.6455107e-01,1.0000000e+01,2.2360957e-01,1.6454939e-01,0.0000000e+00,8.3779213e+00,1.9960256e-01,1.5997039e+00,2.9878590e+02,-4.2926947e+00,-4.3759880e+00,1.9707339e-01,2.9174914e-02,2.3347285e-01,3.1666879e+02,7.6172809e+01,-1.5823666e+02,3.0829343e+02,5.4071790e-01,-2.7406426e+00,3.4531149e+00,5.1027894e+00,2.8128693e-01,-7.5387403e-01,0.0000000e+00,4.4211368e+01,3.9175425e+01,3.1490885e+01,3.4775030e+01,3.9755724e+01,3.1692842e+01,2.6073711e+01,2.4509635e+01,2.3805066e+01,2.9948988e+01,2.5826746e+01,0.0000000e+00,0.0,000000444,,,,
0.0000000e+00,1.8837847e-01,1.0000000e+01,2.0998125e-01,1.8837638e-01,0.0000000e+00,8.3931126e+00,2.0030347e-01,1.5997050e+00,2.2650489e+01,-8.9601266e+00,1.5313737e-01,2.1225911e-01,2.9330448e-02,2.3386553e-01,3.6631658e+01,-1.1081853e+02,1.4453553e+01,3.2158263e+01,5.4072374e-01,-2.6037210e+00,3.4646903e+00,5.0716763e+00,2.6671582e-01,-7.0856389e-01,0.0000000e+00,4.3491328e+01,3.8496698e+01,3.1029875e+01,3.4296100e+01,3.9081139e+01,3.1251427e+01,2.5768826e+01,2.4209094e+01,2.3510922e+01,2.9544903e+01,2.5505311e+01,0.0000000e+00,0.0,000000445,,,,
0.0000000e+00,6.3271331e-01,1.0000000e+01,1.6841798e-01,6.3267960e-01,0.0000000e+00,8.3587874e+00,2.0046718e-01,1.5997687e+00,2.0772382e+01,-6.0581771e+00,-3.4742749e-01,1.7794529e-01,2.9234369e-02,2.3298791e-01,3.4860938e+01,5.6227133e+00,-5.4470687e+00,3.0280223e+01,5.4071051e-01,-1.0363209e+00,3.6079552e+00,4.6615301e+00,1.7189035e-01,-2.1139362e-01,0.0000000e+00,3.6702931e+01,3.1941394e+01,2.6404851e+01,2.9176881e+01,3.2539203e+01,2.6597446e+01,2.2258613e+01,2.0614471e+01,2.0017304e+01,2.5312714e+01,2.1830073e+01,0.0000000e+00,0.0,000000446,,,,
0.0000000e+00,1.1611878e+00,1.0000000e+01,3.8607479e-01,5.4364992e-01,1.0000000e+00,8.3179008e+00,1.9953300e-01,1.5998042e+00,2.4544243e+02,-2.6825104e+00,-1.5592358e+00,1.3707294e-01,2.8955806e-02,2.3193656e-01,2.6021604e+02,1.4068761e+02,-4.7339802e+01,2.5494995e+02,5.4069477e-01,,,,,,,,,,,,,,,,,,0.0000000e+00,0.0,000000447,,,,
0.0000000e+00,1.2550279e-01,1.0000000e+01,-4.7985947e-01,1.2550156e-01,0.0000000e+00,8.3939019e+00,2.0050256e-01,1.5997819e+00,-2.6349412e+00,-3.5652492e+00,-2.1153328e+00,2.1304779e-01,2.9362362e-02,2.3389720e-01,1.2937358e+01,1.0373489e+02,-7.6432312e+01,6.8729134e+00,5.4072404e-01,-2.6626847e+00,3.5191682e+00,5.2219615e+00,-4.4971827e-01,-8.4700158e-01,0.0000000e+00,4.2044675e+01,3.6925480e+01,3.0606267e+01,3.3690868e+01,3.7521153e+01,3.0879570e+01,2.6135827e+01,2.4511914e+01,2.3833016e+01,2.9406826e+01,2.5760572e+01,0.0000000e+00,0.0,000000448,,,,
0.0000000e+00,5.7571986e+00,1.0000000e+01,1.6593360e-01,5.4159708e-01,1.0000000e+00,8.3823049e+00,1.9977853e-01,1.5997584e+00,3.2531153e+02,-2.1942410e+00,-5.9339597e+00,2.0145515e-01,2.9215912e-02,2.3359408e-01,3.4449764e+02,1.5956682e+02,-2.1952826e+02,3.3481912e+02,5.4071957e-01,,,,,,,,,,,,,,,,,,0.0000000e+00,0.0,000000449,,,,
0.0000000e+00,3.9886576e-01,1.0000000e+01,2.1253289e-03,3.9885719e-01,0.0000000e+00,8.3065344e+00,1.9962450e-01,1.6002121e+00,-1.8119355e+02,-1.0944528e+01,2.6523589e+00,1.2570880e-01,2.8929491e-02,2.3170197e-01,-1.6942992e+02,-1.8599999e+02,1.0750023e+02,-1.7168595e+02,5.4069036e-01,-1.6640027e+00,3.5550539e+00,4.8778332e+00,2.4380642e-02,-4.1943201e-01,0.0000000e+00,3.8887623e+01,3.4029240e+01,2.8018193e+01,3.1000920e+01,3.4629476e+01,2.8269759e+01,2.3674686e+01,2.2095124e+01,2.1435452e+01,2.6852809e+01,2.3294352e+01,0.0000000e+00,0.0,000000450,,,,
0.0000000e+00,1.9839905e-01,1.0000000e+01,2.8995590e-01,1.9839693e-01,0.0000000e+00,8.3725595e+00,2.0037055e-01,1.5996793e+00,2.0705331e+02,-7.2551023e+00,-3.6764831e+00,1.9171305e-01,2.9268423e-02,2.3333072e-01,2.2466017e+02,-4.1614257e+01,-1.3274266e+02,2.1656111e+02,5.4071581e-01,-2.6009261e+00,3.4528477e+00,5.0450362e+00,3.5427564e-01,-6.8348127e-01,0.0000000e+00,4.3824647e+01,3.8845859e+01,3.1177468e+01,3.4454237e+01,3.9420052e+01,3.1370036e+01,2.5726663e+01,2.4180649e+01,2.3469458e+01,2.9623350e+01,2.5486235e+01,0.0000000e+00,0.0,000000451,,,,
0.0000000e+00,1.2682636e-01,1.0000000e+01,-2.8147871e-01,1.2682519e-01,0.0000000e+00,8.3538907e+00,2.0033540e-01,1.6003919e+00,-2.2781132e+02,-9.6446654e+00,-8.9607809e+00,1.7304795e-01,2.9198028e-02,2.3295221e-01,-2.0432511e+02,-1.3710123e+02,-3.5285244e+02,-2.1830344e+02,5.4070866e-01,-2.6942119e+00,3.5049407e+00,5.2012402e+00,-2.4744211e-01,-8.3431013e-01,0.0000000e+00,4.2424528e+01,3.7334037e+01,3.0742817e+01,3.3913743e+01,3.7930375e+01,3.1035598e+01,2.6145600e+01,2.4537853e+01,2.3856096e+01,2.9497648e+01,2.5793275e+01,0.0000000e+00,0.0,000000452,,,,
0.0000000e+00,2.6298939e-01,1.0000000e+01,7.0157498e-02,2.6298570e-01,0.0000000e+00,8.3593945e+00,2.0033231e-01,1.6003402e+00,9.7036339e+01,-6.9234762e+00,3.6646720e+00,1.7855009e-01,2.9216815e-02,2.3308695e-01,1.0710871e+02,-2.8433149e+01,1.5545948e+02,1.0654421e+02,5.4071075e-01,-2.1218507e+00,3.5139074e+00,4.9778469e+00,1.1929725e-01,-5.6606308e-01,0.0000000e+00,4.0817104e+01,3.5925739e+01,2.9357092e+01,3.2505643e+01,3.6524426e+01,2.9632734e+01,2.4707243e+01,2.3147892e+01,2.2472869e+01,2.8089675e+01,2.4373367e+01,0.0000000e+00,0.0,000000453,,,,
0.0000000e+00,3.2829762e-01,1.0000000e+01,2.4416752e-01,3.2827179e-01,0.0000000e+00,8.3275852e+00,1.9972243e-01,1.5997114e+00,-6.5333100e+01,-8.6638289e+00,3.6834683e+00,1.4675431e-01,2.9017040e-02,2.3217333e-01,-5.4975876e+01,-9.6658853e+01,1.5145192e+02,-5.5825531e+01,5.4069847e-01,-1.9466773e+00,3.5066411e+00,4.8803375e+00,3.2311615e-01,-4.6394374e-01,0.0000000e+00,4.0510712e+01,3.5715576e+01,2.8966061e+01,3.2174828e+01,3.6311705e+01,2.9252480e+01,2.4215105e+01,2.2673463e+01,2.2001181e+01,2.7666905e+01,2.3896181e+01,0.0000000e+00,0.0,000000454,,,,
