     r      z          rho        v_phi  sigma_phi    sigma_r    sigma_z
0.0080 0.0083       0.0000 3.813782e+01  68.923213  72.652009  76.673548
0.0081 0.0083       0.0000 3.830863e+01  68.844891  72.585339  76.559571
0.0082 0.0083       0.0000 3.847712e+01  68.768866  72.520471  76.446261
0.0083 0.0083       0.0000 3.864289e+01  68.694686  72.456252  76.333402
0.0084 0.0083       0.0000 3.880615e+01  68.622467  72.393714  76.226541
0.0085 0.0083       0.0000 3.896652e+01  68.552097  72.331619  76.121863
0.0086 0.0083       0.0000 3.912547e+01  68.483029  72.271138  76.016950
0.0087 0.0083       0.0000 3.928154e+01  68.415533  72.211652  75.909875
0.0088 0.0083       0.0000 3.943560e+01  68.349914  72.152896  75.809255
0.0089 0.0083       0.0000 3.958763e+01  68.286204  72.095872  75.708644
0.0090 0.0083       0.0000 3.973779e+01  68.223443  72.039658  75.611926
0.0091 0.0083       0.0000 3.988588e+01  68.162868  71.984626  75.510604
0.0092 0.0083       0.0000 4.003141e+01  68.103563  71.930288  75.416569
0.0093 0.0083       0.0000 4.017518e+01  68.046230  71.876770  75.322047
0.0094 0.0083       0.0000 4.031772e+01  67.990007  71.824427  75.228734
0.0095 0.0083       0.0000 4.045843e+01  67.934922  71.773103  75.138112
0.0096 0.0083       0.0000 4.059670e+01  67.881168  71.722732  75.050102
0.0097 0.0083       0.0000 4.073185e+01  67.829528  71.673693  74.963112
0.0098 0.0083       0.0000 4.086723e+01  67.779204  71.625173  74.877823
0.0099 0.0083       0.0000 4.100081e+01  67.729798  71.577955  74.793990
0.0100 0.0083       0.0000 4.113311e+01  67.681762  71.532007  74.709699
0.0000 0.0084     314.7612 0.000000e+00  50.917909  50.917270  53.323677
0.0001 0.0084     314.9430 9.677594e-01  80.206416  80.182325  89.370983
0.0002 0.0084     315.4874 1.964974e+00  80.193871  80.128586  89.228080
0.0003 0.0084     316.3912 2.976436e+00  80.158430  80.068906  89.095548
0.0004 0.0084     317.6490 3.990887e+00  80.105976  80.003586  88.968703
0.0005 0.0084     319.2536 5.004056e+00  80.036305  79.932412  88.841630
0.0006 0.0084     321.1955 6.007736e+00  79.949086  79.854362  88.706567
0.0007 0.0084     323.4637 6.998252e+00  79.847185  79.771745  88.565384
0.0008 0.0084     326.0452 7.970136e+00  79.730112  79.685853  88.416138
0.0009 0.0084     328.9252 8.922515e+00  79.600169  79.595688  88.267561
0.0010 0.0084     332.0877 9.851004e+00  79.458766  79.504385  88.111370
0.0011 0.0084     335.5152 1.075425e+01  79.307555  79.409754  87.960984
0.0012 0.0084     339.1888 1.163176e+01  79.148254  79.313376  87.798855
0.0013 0.0084     343.0889 1.248291e+01  78.981480  79.214690  87.635105
0.0014 0.0084     347.1948 1.330804e+01  78.808471  79.114295  87.470599
0.0015 0.0084     351.4852 1.410648e+01  78.630168  79.012674  87.306935
0.0016 0.0084     355.9382 1.487957e+01  78.447890  78.909134  87.139012
0.0017 0.0084     360.5316 1.562783e+01  78.261026  78.805418  86.962158
0.0018 0.0084     365.2431 1.635102e+01  78.072112  78.699901  86.789967
0.0019 0.0084     370.0503 1.705088e+01  77.881041  78.593030  86.614450
0.0020 0.0084     374.9309 1.772793e+01  77.687968  78.485544  86.441057
0.0021 0.0084     379.8632 1.838226e+01  77.493750  78.376976  86.269370
0.0022 0.0084     384.8257 1.901648e+01  77.298941  78.268658  86.089087
0.0023 0.0084     389.7975 1.963044e+01  77.104077  78.159479  85.910107
0.0024 0.0084     394.7586 2.022582e+01  76.908957  78.049921  85.732421
0.0025 0.0084     399.6896 2.080218e+01  76.714843  77.939420  85.554242
0.0026 0.0084     404.5722 2.136154e+01  76.520520  77.829101  85.369878
0.0027 0.0084     409.3890 2.190324e+01  76.327147  77.718897  85.188308
0.0028 0.0084     414.1236 2.242959e+01  76.135530  77.608527  85.002532
0.0029 0.0084     418.7610 2.294081e+01  75.944769  77.498025  84.820901
0.0030 0.0084     423.2871 2.343665e+01  75.755506  77.387930  84.642469
0.0031 0.0084     427.6890 2.391913e+01  75.567755  77.277143  84.455659
0.0032 0.0084     431.9552 2.438867e+01  75.381314  77.166838  84.268507
0.0033 0.0084     436.0752 2.484473e+01  75.197317  77.056080  84.083933
0.0034 0.0084     440.0399 2.528904e+01  75.014529  76.947235  83.897703
0.0035 0.0084     443.8414 2.572067e+01  74.834642  76.837614  83.718591
0.0036 0.0084     447.4728 2.614209e+01  74.656205  76.729586  83.536604
0.0037 0.0084     450.9284 2.655204e+01  74.479775  76.621598  83.355202
0.0038 0.0084     454.2036 2.695152e+01  74.305422  76.513527  83.176599
0.0039 0.0084     457.2950 2.734150e+01  74.133332  76.406652  82.995702
0.0040 0.0084     460.1999 2.772120e+01  73.963868  76.299892  82.821152
0.0041 0.0084     462.9169 2.809270e+01  73.796469  76.193732  82.641663
0.0042 0.0084     465.4452 2.845441e+01  73.631302  76.088593  82.467911
0.0043 0.0084     467.7850 2.880881e+01  73.468604  75.984154  82.288893
0.0044 0.0084     469.9371 2.915388e+01  73.308524  75.880354  82.114481
0.0045 0.0084     471.9030 2.949172e+01  73.150004  75.776991  81.939586
0.0046 0.0084     473.6851 2.982186e+01  72.994610  75.674912  81.765230
0.0047 0.0084     475.2860 3.014413e+01  72.841675  75.573465  81.597978
0.0048 0.0084     476.7090 3.045995e+01  72.690832  75.473397  81.424740
0.0049 0.0084     477.9579 3.076837e+01  72.542914  75.373867  81.256907
0.0050 0.0084     479.0368 3.107022e+01  72.397243  75.275561  81.090555
0.0051 0.0084     479.9500 3.136629e+01  72.253811  75.177597  80.922872
0.0052 0.0084     480.7022 3.165547e+01  72.113014  75.080185  80.759679
0.0053 0.0084     481.2984 3.193904e+01  71.974368  74.984453  80.593397
0.0054 0.0084     481.7437 3.221686e+01  71.839039  74.889116  80.430607
0.0055 0.0084       0.0000 3.248826e+01  71.705229  74.795030  80.275573
0.0056 0.0084       0.0000 3.275566e+01  71.573739  74.701434  80.119235
0.0057 0.0084       0.0000 3.301653e+01  71.445501  74.609874  79.960024
0.0058 0.0084       0.0000 3.327263e+01  71.318263  74.518770  79.805244
0.0059 0.0084       0.0000 3.352432e+01  71.194495  74.428594  79.652969
0.0060 0.0084       0.0000 3.377080e+01  71.072560  74.339726  79.500853
0.0061 0.0084       0.0000 3.401258e+01  70.953011  74.251439  79.349164
0.0062 0.0084       0.0000 3.425004e+01  70.835911  74.164781  79.201494
0.0063 0.0084       0.0000 3.448308e+01  70.721112  74.078782  79.053406
0.0064 0.0084       0.0000 3.471118e+01  70.608538  73.993915  78.911563
0.0065 0.0084       0.0000 3.493635e+01  70.498337  73.910070  78.767121
0.0066 0.0084       0.0000 3.515667e+01  70.390153  73.827477  78.629062
0.0067 0.0084       0.0000 3.537420e+01  70.283559  73.746661  78.488034
0.0068 0.0084       0.0000 3.558693e+01  70.179741  73.666518  78.353429
0.0069 0.0084       0.0000 3.579558e+01  70.078276  73.587133  78.218731
0.0070 0.0084       0.0000 3.600141e+01  69.978305  73.509394  78.080234
0.0071 0.0084       0.0000 3.620374e+01  69.881121  73.432130  77.950421
0.0072 0.0084       0.0000 3.640154e+01  69.785614  73.356376  77.818106
0.0073 0.0084       0.0000 3.659781e+01  69.692183  73.281083  77.692177
0.0074 0.0084       0.0000 3.679089e+01  69.600482  73.207826  77.565053
0.0075 0.0084       0.0000 3.697944e+01  69.511171  73.135458  77.442432
0.0076 0.0084       0.0000 3.716542e+01  69.423591  73.063876  77.320090
0.0077 0.0084       0.0000 3.734870e+01  69.338008  72.993326  77.198971
0.0078 0.0084       0.0000 3.752894e+01  69.254425  72.924560  77.079428
0.0079 0.0084       0.0000 3.770630e+01  69.172621  72.856588  76.964413
0.0080 0.0084       0.0000 3.788058e+01  69.092731  72.789398  76.847286
0.0081 0.0084       0.0000 3.805351e+01  69.014693  72.722877  76.731331
0.0082 0.0084       0.0000 3.822358e+01  68.937729  72.658821  76.616408
0.0083 0.0084       0.0000 3.839034e+01  68.863194  72.594803  76.509184
0.0084 0.0084       0.0000 3.855529e+01  68.790342  72.531740  76.397838
0.0085 0.0084       0.0000 3.871754e+01  68.718947  72.470369  76.293931
0.0086 0.0084       0.0000 3.887776e+01  68.649767  72.409447  76.187936
0.0087 0.0084       0.0000 3.903541e+01  68.581456  72.349639  76.085593
0.0088 0.0084       0.0000 3.919153e+01  68.514936  72.291515  75.981272
0.0089 0.0084       0.0000 3.934513e+01  68.450262  72.234482  75.882597
0.0090 0.0084       0.0000 3.949620e+01  68.387605  72.177803  75.780984
0.0091 0.0084       0.0000 3.964552e+01  68.325842  72.122551  75.686609
0.0092 0.0084       0.0000 3.979403e+01  68.265771  72.067977  75.587483
0.0093 0.0084       0.0000 3.993933e+01  68.207445  72.014254  75.492637
0.0094 0.0084       0.0000 4.008293e+01  68.150414  71.962363  75.398905
0.0095 0.0084       0.0000 4.022499e+01  68.094716  71.910670  75.307372
0.0096 0.0084       0.0000 4.036569e+01  68.040525  71.860090  75.215663
0.0097 0.0084       0.0000 4.050452e+01  67.987242  71.810298  75.126223
0.0098 0.0084       0.0000 4.063948e+01  67.936638  71.762182  75.043405
0.0099 0.0084       0.0000 4.077462e+01  67.885918  71.714456  74.962267
0.0100 0.0084       0.0000 4.090789e+01  67.837201  71.668144  74.877215
0.0000 0.0085     303.8194 4.386994e-06  50.913980  50.913412  53.292222
0.0001 0.0085     303.9941 9.562598e-01  80.222964  80.201028  89.355737
0.0002 0.0085     304.5171 1.941387e+00  80.211074  80.148777  89.205470
0.0003 0.0085     305.3854 2.938723e+00  80.177325  80.091352  89.080553
0.0004 0.0085     306.5940 3.942356e+00  80.126807  80.028665  88.964204
0.0005 0.0085     308.1360 4.942561e+00  80.058894  79.959054  88.834190
0.0006 0.0085     310.0026 5.934364e+00  79.974429  79.883190  88.704573
0.0007 0.0085     312.1833 6.912516e+00  79.874952  79.803095  88.569040
0.0008 0.0085     314.6657 7.873192e+00  79.760533  79.719322  88.424979
0.0009 0.0085     317.4360 8.812922e+00  79.634334  79.632413  88.276062
0.0010 0.0085     320.4791 9.730419e+00  79.496607  79.542034  88.127338
0.0011 0.0085     323.7782 1.062298e+01  79.349045  79.450833  87.975053
0.0012 0.0085     327.3157 1.149031e+01  79.193888  79.356150  87.821988
0.0013 0.0085     331.0729 1.233155e+01  79.030050  79.260739  87.663007
0.0014 0.0085     335.0302 1.314654e+01  78.861540  79.162220  87.503601
0.0015 0.0085     339.1673 1.393702e+01  78.687076  79.062864  87.342093
0.0016 0.0085     343.4636 1.470121e+01  78.508065  78.962085  87.175021
0.0017 0.0085     347.8979 1.544176e+01  78.325547  78.860233  87.005253
0.0018 0.0085     352.4489 1.615750e+01  78.140420  78.757219  86.833119
0.0019 0.0085     357.0954 1.684959e+01  77.953781  78.652933  86.660528
0.0020 0.0085     361.8161 1.752000e+01  77.764739  78.547626  86.494054
0.0021 0.0085     366.5902 1.816851e+01  77.574385  78.442113  86.324294
0.0022 0.0085     371.3972 1.879708e+01  77.383861  78.335691  86.148169
0.0023 0.0085     376.2171 1.940526e+01  77.193151  78.228965  85.971391
0.0024 0.0085     381.0307 1.999511e+01  77.002051  78.121687  85.799712
0.0025 0.0085     385.8193 2.056615e+01  76.811670  78.013142  85.618728
0.0026 0.0085     390.5653 2.112083e+01  76.621462  77.905593  85.443727
0.0027 0.0085     395.2519 2.165865e+01  76.431767  77.797100  85.265449
0.0028 0.0085     399.8633 2.218125e+01  76.243347  77.688657  85.085148
0.0029 0.0085     404.3848 2.268877e+01  76.055922  77.580148  84.906019
0.0030 0.0085     408.8028 2.318133e+01  75.870283  77.471739  84.728388
0.0031 0.0085     413.1047 2.366070e+01  75.685247  77.362625  84.545466
0.0032 0.0085     417.2792 2.412719e+01  75.502676  77.254687  84.361945
0.0033 0.0085     421.3161 2.458056e+01  75.321155  77.146960  84.182595
0.0034 0.0085     425.2063 2.502212e+01  75.141686  77.039796  84.003116
0.0035 0.0085     428.9418 2.545160e+01  74.963431  76.931844  83.828528
0.0036 0.0085     432.5159 2.587106e+01  74.788340  76.825607  83.641515
0.0037 0.0085     435.9227 2.627866e+01  74.614776  76.719301  83.465502
0.0038 0.0085     439.1577 2.667745e+01  74.443130  76.613574  83.285307
0.0039 0.0085     442.2171 2.706516e+01  74.273299  76.507118  83.113537
0.0040 0.0085     445.0982 2.744392e+01  74.106118  76.402127  82.940970
0.0041 0.0085     447.7992 2.781433e+01  73.940645  76.297930  82.761817
0.0042 0.0085     450.3191 2.817496e+01  73.777529  76.194461  82.590434
0.0043 0.0085     452.6578 2.852818e+01  73.616449  76.091176  82.415456
0.0044 0.0085     454.8159 2.887251e+01  73.458527  75.988929  82.243267
0.0045 0.0085     456.7946 2.920970e+01  73.302013  75.887226  82.071997
0.0046 0.0085     458.5959 2.953962e+01  73.148110  75.786192  81.899586
0.0047 0.0085     460.2221 2.986076e+01  72.996253  75.685218  81.733297
0.0048 0.0085     461.6762 3.017668e+01  72.847758  75.587204  81.564822
0.0049 0.0085     462.9616 3.048512e+01  72.700845  75.489185  81.397545
0.0050 0.0085     464.0820 3.078704e+01  72.556730  75.391501  81.233039
0.0051 0.0085     465.0416 3.108295e+01  72.414325  75.294557  81.067758
0.0052 0.0085     465.8448 3.137267e+01  72.274529  75.198449  80.903566
0.0053 0.0085       0.0000 3.165632e+01  72.137168  75.103595  80.742747
0.0054 0.0085       0.0000 3.193434e+01  72.002423  75.009742  80.581506
0.0055 0.0085       0.0000 3.220712e+01  71.869606  74.916415  80.423430
0.0056 0.0085       0.0000 3.247415e+01  71.738670  74.824579  80.268330
0.0057 0.0085       0.0000 3.273566e+01  71.610821  74.733139  80.112232
0.0058 0.0085       0.0000 3.299362e+01  71.484754  74.642480  79.960998
0.0059 0.0085       0.0000 3.324503e+01  71.361566  74.553530  79.807544
0.0060 0.0085       0.0000 3.349228e+01  71.240503  74.465594  79.658553
0.0061 0.0085       0.0000 3.373454e+01  71.121973  74.378095  79.509944
0.0062 0.0085       0.0000 3.397268e+01  71.004792  74.291612  79.362406
0.0063 0.0085       0.0000 3.420679e+01  70.890313  74.207062  79.215422
0.0064 0.0085       0.0000 3.443622e+01  70.778361  74.122465  79.071383
0.0065 0.0085       0.0000 3.466201e+01  70.667842  74.039422  78.929283
0.0066 0.0085       0.0000 3.488386e+01  70.559810  73.957306  78.788133
0.0067 0.0085       0.0000 3.510173e+01  70.454328  73.877264  78.650464
0.0068 0.0085       0.0000 3.531580e+01  70.350156  73.796804  78.517971
0.0069 0.0085       0.0000 3.552626e+01  70.248227  73.718611  78.381408
0.0070 0.0085       0.0000 3.573355e+01  70.148341  73.641618  78.245060
0.0071 0.0085       0.0000 3.593643e+01  70.051284  73.564895  78.116198
0.0072 0.0085       0.0000 3.613668e+01  69.955502  73.489178  77.986517
0.0073 0.0085       0.0000 3.633304e+01  69.862152  73.414734  77.861221
0.0074 0.0085       0.0000 3.652720e+01  69.770462  73.341712  77.735198
0.0075 0.0085       0.0000 3.671696e+01  69.680311  73.269588  77.610544
0.0076 0.0085       0.0000 3.690496e+01  69.592108  73.198463  77.485111
0.0077 0.0085       0.0000 3.708963e+01  69.506413  73.128102  77.363191
0.0078 0.0085       0.0000 3.727134e+01  69.422918  73.059308  77.245661
0.0079 0.0085       0.0000 3.745011e+01  69.340608  72.991615  77.132289
0.0080 0.0085       0.0000 3.762669e+01  69.260075  72.924739  77.015640
0.0081 0.0085       0.0000 3.780062e+01  69.181397  72.859007  76.899869
0.0082 0.0085       0.0000 3.797156e+01  69.104318  72.794668  76.786764
0.0083 0.0085       0.0000 3.814048e+01  69.029134  72.731024  76.678803
0.0084 0.0085       0.0000 3.830661e+01  68.955671  72.667993  76.569510
0.0085 0.0085       0.0000 3.847061e+01  68.884134  72.606666  76.462640
0.0086 0.0085       0.0000 3.863206e+01  68.813698  72.545710  76.357463
0.0087 0.0085       0.0000 3.879128e+01  68.745070  72.485856  76.251872
0.0088 0.0085       0.0000 3.894900e+01  68.677910  72.427633  76.149046
0.0089 0.0085       0.0000 3.910429e+01  68.612289  72.370760  76.050031
0.0090 0.0085       0.0000 3.925707e+01  68.548773  72.314073  75.951554
0.0091 0.0085       0.0000 3.940806e+01  68.486776  72.258083  75.853148
0.0092 0.0085       0.0000 3.955851e+01  68.425658  72.203522  75.750813
0.0093 0.0085       0.0000 3.970525e+01  68.366529  72.150192  75.657627
0.0094 0.0085       0.0000 3.984993e+01  68.308881  72.097945  75.566841
0.0095 0.0085       0.0000 3.999393e+01  68.252441  72.046253  75.473394
0.0096 0.0085       0.0000 4.013585e+01  68.197624  71.995415  75.383851
0.0097 0.0085       0.0000 4.027687e+01  68.143292  71.945679  75.291578
0.0098 0.0085       0.0000 4.041383e+01  68.091531  71.897018  75.206900
0.0099 0.0085       0.0000 4.054952e+01  68.040546  71.848871  75.127395
0.0100 0.0085       0.0000 4.068440e+01  67.990816  71.802237  75.041946
0.0000 0.0086     293.3412 0.000000e+00  50.910579  50.909756  53.261732
0.0001 0.0086     293.5091 9.449019e-01  80.239017  80.218995  89.337806
0.0002 0.0086     294.0117 1.918728e+00  80.227798  80.169264  89.200757
0.0003 0.0086     294.8462 2.904149e+00  80.194380  80.113274  89.073819
0.0004 0.0086     296.0079 3.894743e+00  80.146075  80.051344  88.950952
0.0005 0.0086     297.4902 4.883051e+00  80.080340  79.983840  88.825736
0.0006 0.0086     299.2849 5.862300e+00  79.997983  79.910545  88.698288
0.0007 0.0086     301.3820 6.827722e+00  79.900973  79.833097  88.565408
0.0008 0.0086     303.7698 7.775812e+00  79.790202  79.750825  88.431034
0.0009 0.0086     306.4354 8.705890e+00  79.666300  79.667250  88.283391
0.0010 0.0086     309.3642 9.612146e+00  79.531297  79.579304  88.141117
0.0011 0.0086     312.5407 1.049451e+01  79.388117  79.489629  87.989169
0.0012 0.0086     315.9480 1.135150e+01  79.236430  79.398009  87.839866
0.0013 0.0086     319.5684 1.218276e+01  79.077164  79.304359  87.684773
0.0014 0.0086     323.3833 1.298916e+01  78.912129  79.208211  87.528665
0.0015 0.0086     327.3735 1.377002e+01  78.740844  79.111337  87.368517
0.0016 0.0086     331.5194 1.452676e+01  78.566293  79.013525  87.202855
0.0017 0.0086     335.8009 1.525827e+01  78.388418  78.913648  87.042661
0.0018 0.0086     340.1977 1.596694e+01  78.207058  78.812857  86.879303
0.0019 0.0086     344.6896 1.665287e+01  78.024285  78.710863  86.703433
0.0020 0.0086     349.2562 1.731641e+01  77.839748  78.608069  86.541298
0.0021 0.0086     353.8778 1.795791e+01  77.653491  78.504649  86.378309
0.0022 0.0086     358.5347 1.858038e+01  77.466910  78.400677  86.206369
0.0023 0.0086     363.2077 1.918368e+01  77.279691  78.296192  86.032752
0.0024 0.0086     367.8783 1.976896e+01  77.091942  78.191650  85.862324
0.0025 0.0086     372.5288 2.033707e+01  76.904992  78.085410  85.683169
0.0026 0.0086     377.1421 2.088508e+01  76.719145  77.979332  85.514462
