l,b,gaia_l_median,gaia_l_std,gaia_b_median,gaia_b_std,synth_l_median,synth_l_std,synth_b_median,synth_b_std
5,-3,-4.940267600233009,3.91481201332796,-0.39803469060330027,2.828078101683669,-4.982082050000001,3.271162146927973,-0.33635203,2.4868109396777767
6,-3,-4.92545254516316,3.7676522916900788,-0.3329751848444246,2.7948137951876912,-4.5492695,3.4678027767461734,-0.346979715,2.4835213751639453
7,-3,-4.754276309066231,3.8233951812945435,-0.3535134773848042,2.627515976087969,-4.2664205,3.682089200637323,-0.40113637999999996,2.572806296117496
8,-3,-4.87294074050938,3.868267858786937,-0.34018277172920997,2.6006366855904326,-4.4871711,3.4579478843259923,-0.33792174,2.6047807358189097
9,-3,-4.795301908791899,3.8065929829468375,-0.35222155106004016,2.553170438970853,-4.1091375,3.3987554531085595,-0.3620249,2.3790474791227267
10,-3,-4.686724938412617,3.685428791848715,-0.3342170403023926,2.393307875022184,-4.1237516,3.484494624396817,-0.31498029,2.379654017542716
-10,-2,-4.426592860789204,4.096957478538215,-0.5298907422699837,2.3134607636573197,-3.36402665,4.939666616523568,-0.58260815,2.5954827398540035
-9,-2,-4.252191128573604,3.5758470427168123,-0.5788039999955892,2.3847241696173773,-3.2772453,4.43039377986554,-0.61457249,2.6369730569582925
-8,-2,-4.898620133776601,3.952142845240428,-0.4401496836687467,2.0886553194620876,-3.7694068,4.504576503950071,-0.48733976,2.2755472640159145
-7,-2,-5.2171442041307685,3.5115001644824044,-0.425789395294464,2.3218600865924404,-4.2047088,3.6216703326388155,-0.43316256,2.2785003117124942
-6,-2,-5.015585112807244,3.5689978463366376,-0.34534228774583664,2.215030970655381,-4.55480525,3.6098421246795698,-0.39753885,2.2016789548903657
-5,-2,-5.307910893888804,3.714579924411689,-0.3910090987748995,2.488126002486734,-4.87217,3.6432172595331793,-0.4048739,2.2375670040158115
-4,-2,-5.261831893721345,3.860937758450081,-0.45187277254725283,2.720691302540967,-4.6155218,3.765688439800906,-0.46364276,2.478196970515691
-3,-2,-4.595947754677365,4.17737964122222,-0.5735055015109869,2.9799884454746417,-2.7398145,6.472623195687412,-0.72696542,3.0056803520451867
-2,-2,-3.5406108744127867,5.736826030966191,-0.9581979504474148,3.770304099678632,-2.3707131,6.919993393745291,-0.95383894,5.0245078360636475
-1,-2,-5.470510360681658,4.219316863471644,-0.38959818301624094,3.0094508552185117,-5.2712694,3.646846363862709,-0.35685295,2.6625355418075953
0,-2,-5.385690344539996,3.8450281409580542,-0.407973031713106,3.235218414219927,-5.2864359,3.510503728861513,-0.29845198500000003,2.6645185244320087
1,-2,-5.468278061773204,4.002465619755032,-0.40609526752148506,3.3299483571982287,-5.21606655,3.4950056951743824,-0.30521929999999997,2.9079781250762773
2,-2,-5.237865336324053,3.9474484439171573,-0.4066515731600021,3.2710076051857038,-5.02818245,3.652539221665193,-0.32028961499999997,2.8516429250104234
3,-2,-5.016363714841529,3.843147030116,-0.3590893276073486,2.9559082304871587,-4.90859655,3.4833510682498297,-0.32679641000000004,2.5402584728343776
4,-2,-4.568903524425696,3.7831500150789013,-0.3403188443292906,2.7195073521023523,-4.5228782,3.787435773326831,-0.39355876,2.4986813196018627
5,-2,-3.987878922586605,3.9254163942151488,-0.5102524515888729,2.7853937437722056,-3.9568132,3.980659087814686,-0.45856114,2.673086210627302
