l,b,gaia_l_median,gaia_l_std,gaia_b_median,gaia_b_std,synth_l_median,synth_l_std,synth_b_median,synth_b_std
6,-2,-4.248810754325863,4.135370070608044,-0.5008516291355114,2.5729927772088694,-3.5331514,13.822232177086683,-0.53252807,2.66491044430441
7,-2,-4.115224937237496,4.0730977239697435,-0.4280736004724024,2.829908715310289,-2.9112518,5.1540803027162845,-0.56481514,3.1530543410365612
8,-2,-4.1939018710199365,4.08912750305746,-0.38967399862043267,2.5503249787693165,-3.3728983,4.505190406327732,-0.441621405,3.486358431150541
9,-2,-4.001414570826391,3.637513135414606,-0.34636634219315166,2.372742683152385,-3.4913321,3.6752703347550475,-0.4296585,2.3604487823025453
10,-2,-3.8300620238121414,3.636162160641613,-0.3727446282415593,2.300618386625714,-3.1938535,3.8208192628712774,-0.462072245,2.3893745466028657
-10,-1,-2.6854347708546578,4.808050118229925,-1.1045624190397652,3.151439534363703,-2.5712159,5.170938790340014,-0.76351298,3.670577962981312
-9,-1,-2.890640947796056,4.917928060789584,-1.0236660053065139,3.209501284440123,-2.46609315,4.858368251771167,-0.76991112,3.1514584342851295
-8,-1,-2.8069551507040735,4.9056843148898555,-0.8608989731100565,2.936870369049669,-2.45705905,5.3272161944361285,-0.759005665,3.044512678364176
-7,-1,-2.714540493589949,4.381864117445056,-0.699076283751604,2.5995042780802367,-2.3062028999999997,5.105102341542002,-0.663372135,2.7776928997903134
-6,-1,-3.3114289981215483,3.3289418698012616,-0.5765239018399674,2.2515972652898064,-2.5841429,3.5436631329807606,-0.51547139,2.6372235760317424
-5,-1,-4.692767166409666,3.443707671833973,-0.462178740347015,2.289045866765696,-2.9359520999999997,3.8599277397680507,-0.4826659,2.315304306044373
-4,-1,-3.8241943675932104,4.249697782024218,-0.670896592676303,2.834259617551034,-2.484919,4.135689300911839,-0.55693421,2.3253570250377136
-3,-1,-3.1818423354578007,4.903843457794216,-0.9775586521271804,3.24778648678436,-2.1626084,4.380822632723535,-0.63269065,2.907689009830286
-2,-1,-2.438043906685026,5.745607173311933,-0.8241075400971685,3.0857492481286926,-2.1573157,4.7765954497943754,-0.69009462,2.7973522917068925
-1,-1,-1.9438369919338787,4.093093508879224,-0.8517884961242617,2.7343764729513187,-2.07206885,5.519911323770868,-0.7042375750000001,3.506545147509056
0,-1,-2.922762461261665,3.6175194568218427,-0.630939040980495,2.6376296019699605,-2.2575126,4.932629492167151,-0.5716158,2.5481226218614266
1,-1,-3.635321941049702,3.969115974908341,-0.5280178719939197,2.7788346621104814,-3.10916835,4.239435266428413,-0.464327895,2.5813034858226636
2,-1,-2.8565441226718242,3.83806218331614,-0.6021288487534131,2.8514085494121404,-2.5110092,4.321406139041925,-0.52078789,2.4501205881041486
3,-1,-2.5002284578653824,4.297320992765343,-0.5798418495385489,2.6472425688663566,-2.1182461,4.006069192302944,-0.59850317,2.6414595695434717
4,-1,-2.3933662395936888,4.448506179019188,-0.6252654450109523,2.890621234002756,-2.1038423,4.817366009782479,-0.62782021,2.8285492684809848
5,-1,-2.428473112408958,3.7432606241281343,-0.6061843354009059,2.4230381151623503,-2.242262,4.5174370348831,-0.58219534,2.498808517990135
6,-1,-1.802710072360178,3.82621936706541,-0.8469440414360367,2.367181460321869,-2.1087411,5.984273741235204,-0.668773525,3.391745283674392
7,-1,-2.257530159335451,3.367521203655868,-0.6618563872361674,2.2209440974097756,-2.23071105,3.872304253180937,-0.58112477,3.3178195691494565
8,-1,-2.260829598730331,3.4546667702030396,-0.5698957545603262,2.304663588853384,-2.1596078,4.5950357731321,-0.61236907,3.1275838353505123
9,-1,-2.3795820044068563,3.1840325379863637,-0.5381157378647694,2.133864500499008,-2.2621614,5.183560305722412,-0.58553472,3.344705179801939
10,-1,-2.264514077467872,3.16346954334065,-0.6582615453991555,2.36640922653049,-2.1212367,5.1328844137686955,-0.608568,2.6928074028863542
-10,0,-2.819969337994785,4.743842289635416,-0.8278506657045894,2.679087927132256,-2.5841862,3.630722902655667,-0.485951195,2.839716516853684
-9,0,-2.8369955304497565,4.523408442014001,-0.783258925967504,3.0582515129254153,-2.41366925,3.8969415562580694,-0.524943055,2.759526419281781
-8,0,-2.769361866505813,5.189648723993533,-0.8773198632699639,3.755903863355026,-2.3256366,5.550987432770083,-0.71016022,3.319697700865092
-7,0,-2.7662597112907816,5.897792656186243,-0.9245465199909724,4.8967835446404315,-2.21375395,4.688639860515095,-0.619562205,2.873120793667228
-6,0,-2.6363153055912343,3.3769098463204457,-0.6441846922909049,2.426613680366639,-2.2696681,3.8076573298811276,-0.48265945,2.2355784619317847
-5,0,-2.6300284332750685,3.3050917575554104,-0.545229841208799,1.9673358537728103,-2.2100712,3.9770156397409617,-0.45801268,2.15433097262239
-4,0,-2.4261184175822845,3.9200708013260823,-0.6601438640214823,2.584916729366186,-2.1364371,5.172182083636898,-0.52334302,2.6175564428932967
-3,0,-2.4631512967511546,5.1686290108852555,-0.8697622583679987,3.2941540898504784,-2.053396,5.255931033650934,-0.6218771949999999,3.044351135146589
-2,0,-2.318061528666568,5.9729423420012635,-0.9012006801026383,4.44543880432242,-2.0815334,5.364529874401227,-0.6266764,2.6150945738819176
-1,0,-2.3349382109144035,7.237410053750305,-0.9279288962721615,4.812910935836917,-1.9291713,12.897512979290108,-0.6161657,2.97126734726759
0,0,-2.267424878530609,4.578055668903376,-1.033025765329634,3.1766408382262328,-1.9006095,4.940369195813009,-0.67609932,3.0073220211514826
1,0,-2.319066637189049,3.823166132871441,-0.7002935897683642,2.5709392339991264,-1.9563765,5.765593148263369,-0.58242272,2.893539585312087
2,0,-2.2102771017596785,5.215473861338083,-0.7860731562530751,3.045917356368485,-1.88418245,6.686058891366959,-0.593938555,2.8697372304434414
3,0,-2.1311961947578397,4.600556180063549,-0.865498572259154,3.099797909693367,-1.9229281,5.993347095508526,-0.57205404,3.153885494480116
4,0,-1.9707146371351896,4.563071640075139,-0.7742511000694619,3.284311357452635,-1.9838907,4.655662138262732,-0.5293881,2.4881154102977536
5,0,-2.2004872069136296,4.3867409529703165,-0.8783958167791271,3.4578165035915998,-2.0107245,4.3176508663457165,-0.55654818,2.508466891236521
6,0,-2.116317458092697,4.330888774118621,-0.7339612723734915,2.632312522279538,-2.1471361,4.0131713828420255,-0.457751045,2.2192723660761957
7,0,-1.9885742046474466,3.9325353433678876,-0.7602133428026191,3.0619930754180964,-2.03890685,4.564816204270591,-0.53315992,2.4663017502229976
8,0,-2.122672794278567,3.146390550827905,-0.6341524235810181,2.3268296311466026,-2.1443704,4.9567233280925365,-0.46840953,2.7648824925786397
9,0,-2.1499292772674714,3.1877629912099525,-0.6385806091802799,1.9836412892882824,-2.1532225,3.761004339211593,-0.494654005,2.591659535713428
10,0,-2.1990927432084524,3.7588357278965274,-0.69153575235618,2.9089949164934708,-2.0738594,6.408445236023883,-0.55830159,3.918124860868483
-10,1,-3.1445396505202625,8.217501155882971,-0.4576000939917422,4.873684752558255,-2.6286815,4.68611809859223,-0.636736475,3.020968536193843
-9,1,-2.6378151511598427,5.6269143185743244,-0.7925271421597934,3.135482387048962,-2.55549625,6.062326155672397,-0.67047536,3.635621625423055
-8,1,-2.8247930760531217,4.821695477828623,-0.6561797346093018,3.0943996626921484,-2.3885318499999997,4.786276366760709,-0.670831605,2.9351931202463453
-7,1,-2.916144524382399,6.394895932686171,-0.9743370613095574,4.206623256134597,-2.6085532,6.853417438821528,-0.66016258,4.12013445390728
-6,1,-3.7888523353318924,3.7832460571761817,-0.24568011606123225,2.340916229998563,-2.54214945,3.9140526915046685,-0.48061271,2.5180276485597664
-5,1,-2.4947502508954464,4.957661784322302,-0.4796244755201703,2.788017418429755,-2.3749322,6.765078503559215,-0.68991729,3.575179429012065
-4,1,-2.6219925335620045,3.773308510068223,-0.5012749287602454,2.5567255608781934,-2.3217127,5.132081324118699,-0.53739219,2.9500758464808876
-3,1,-3.4709731674868407,3.696369688279388,-0.43049512123260575,2.694989587112677,-2.63639595,4.19420462187422,-0.47362955,2.5268274694186172
-2,1,-3.991638163539263,4.054249022685959,-0.3156734137975816,2.7879680192542553,-2.50892945,4.022697016839736,-0.518909895,2.4356980020328263
-1,1,-4.233187803947449,5.2044719794306475,-0.34532860509336516,3.0215086357388268,-2.61711115,4.087536959641988,-0.505797705,2.536820544243513
0,1,-5.145108773459139,4.387621824733107,-0.27060886538030393,3.2506440528386635,-3.1149224,4.0237119566403985,-0.41587958,2.5409456583044454
1,1,-4.476931467154279,4.2047534854121915,-0.2776460622771237,3.093646345916099,-2.77153725,4.14358059425195,-0.48450872,2.5333989342627175
2,1,-4.375113237284708,4.035169713466208,-0.4000445119251036,3.0294148497206708,-3.3993673,3.979389382192031,-0.39977891,2.5560225047535203
3,1,-3.2412796043440952,5.842588428898045,-0.9233228798817493,3.6956121067458803,-2.170434,5.0873008709962555,-0.61123218,3.2250174345267295
4,1,-3.361580745374074,3.7923993179856983,-0.5450993851511565,2.5930709224982618,-2.9043379,3.9434314624336984,-0.44347307999999996,2.3548764094540777
5,1,-3.4429468510256553,3.9496316382673946,-0.493289896064699,2.6148914572896857,-2.5187343,4.214166119492067,-0.48552976,2.413382621349673
6,1,-4.081944711681206,3.88441811633921,-0.3629446463066794,2.341548903237352,-3.16298695,3.59433829938507,-0.41045505000000004,2.1958682746052474
7,1,-2.834629360695804,4.575905079120409,-0.5819591742000527,3.8504984407849765,-2.3519677,4.2814216971189465,-0.60182043,2.713540468968301
8,1,-2.502346191945255,3.735764456854689,-0.5455963833552903,2.235413004898396,-2.4216294,4.11727952869366,-0.560081735,2.6800843613269176
9,1,-2.8762202097847065,4.0157523540060565,-0.6079894284618775,2.2821227434074944,-2.3751989,4.045716580587057,-0.57910315,2.637913631692211
10,1,-2.3489988684567074,3.4740448951829923,-0.657457175358164,2.457905458769985,-2.3594394999999997,5.01096193595851,-0.60052204,2.9341802155401773
-10,2,-4.205109951553128,4.330167260636848,-0.5208478956302802,2.7953846900345223,-3.1277536,4.901635919312687,-0.49332245,2.7000429587991825
-9,2,-4.9797826613646095,4.513190512857784,-0.3247111897358561,2.3206138992404677,-3.6238442,3.9233210923088357,-0.38279474,2.3110421902817273
-8,2,-4.595771082792999,4.092783724292393,-0.43527071202453826,2.839252220802173,-3.09192745,5.59474130046079,-0.5034025550000001,2.976240193983211
-7,2,-4.6303421440895045,9.654290249352796,-0.3552950316237399,2.850288729898486,-2.7644735,6.203712364279216,-0.56819216,3.4944778754967762
-6,2,-4.5137180214227275,4.7344510626985095,-0.6744186481004522,3.108695268500781,-2.5956443,6.395285323911743,-0.6212551,3.693305743384547
-5,2,-5.109529526278328,3.664069447292906,-0.2977314875184802,2.6380973846648517,-3.4510488,4.900032693572584,-0.47654993,2.7946241972225754
-4,2,-4.8008549674955585,4.510883599780657,-0.43951019501061206,2.776948601175031,-3.7511657,4.123255851266955,-0.422433175,2.7874700903133487
-3,2,-5.663389533036712,3.631923588840113,-0.22392577739051,2.6015783668973804,-5.4301456,3.7226813742920553,-0.2931053,2.555648071319906
-2,2,-5.627032430028461,3.6758957095764724,-0.3401255121394821,2.745255657776794,-5.15234105,4.0556189594617935,-0.34006441,2.686978570996949
-1,2,-5.930765704958601,3.5871900114596458,-0.3154992595178785,2.832537223951585,-5.2761238,3.668936232521783,-0.35377141,2.7082766950328243
0,2,-5.89155124093519,3.598682274634958,-0.41406516615732125,2.950912306588274,-4.8753314,4.4738470816036555,-0.37866373,2.9084957599188628
1,2,-5.70884863827349,4.23174428014722,-0.35636953765364954,3.1462672455372167,-5.0385085499999995,4.043597191583461,-0.336809805,2.79080372974436
2,2,-5.503871757898799,3.891327954131554,-0.35964673662623514,2.8642468897988547,-4.9844322,3.7783835194130404,-0.34160226,2.7241941208053078
3,2,-5.559082528871024,4.042060651719437,-0.30139527519672216,2.9980012638063194,-4.7768054,3.764781435477339,-0.34252033,2.5908456330362606
4,2,-5.082416534392387,3.885296687290394,-0.42841734404384924,2.853304270891803,-4.6454377,3.8934992377547166,-0.3507718,2.6769567449031904
5,2,-5.086783217650053,4.036562730738386,-0.3619433099124748,2.9293868674948675,-4.4604571,3.6440748969980605,-0.31658124,2.508028184987359
6,2,-4.906898867798571,3.975663304009097,-0.40127646596587435,2.6965066794603234,-4.2254985,3.658375984393536,-0.32774571,2.299066458936491
7,2,-4.720002600009518,3.756888973396749,-0.38786082323051463,2.4264908861644856,-3.9930629,3.520761406268776,-0.40612788,2.6775218079106757
8,2,-4.713353363097935,3.597296558018887,-0.39733364968027485,2.3545904120419023,-3.8241809,3.8063948838380406,-0.40412941,2.309811946045568
9,2,-4.767955544727938,3.6827615072089626,-0.46883957242973806,2.2628748184253906,-3.5735140000000003,4.301515402513304,-0.43842013,2.422545940353555
10,2,-4.567416363557539,3.792082973548079,-0.3567570049591846,2.7065480133000084,-2.8824937,5.7899506803928205,-0.61176451,2.9389461426252925
-10,3,-4.708592587385118,3.9093514210580884,-0.3041390711842893,2.7049412493270637,-4.17761055,4.143468704757089,-0.285229635,2.486824458796421
-9,3,-5.057837835712997,5.3885515166725195,-0.2829046089916204,5.526600180440569,-4.3697447,3.803518215577851,-0.34894432,2.51746898581008
-8,3,-5.20245394424997,3.6924923596298167,-0.27242828959712506,2.5301437998089678,-4.70457745,4.125837070338424,-0.27674679,2.324650404729837
-7,3,-5.449892326070228,5.984187965425325,-0.22995248467604695,3.4505964026667146,-4.6433315,4.907307919653235,-0.44018525,2.9509151316947664
-6,3,-5.502244986517798,3.56061181270734,-0.29508620290484255,2.317068749614669,-5.4238599,4.07281653177954,-0.28197015,2.837591440861843
-5,3,-5.727035809899911,4.227997075313499,-0.36475639183483183,3.084747051927108,-5.0185642,4.57192799407886,-0.36476918,4.701064513978985
-4,3,-5.714936994009805,3.6725581647363237,-0.23075775389834807,2.77976808547967,-5.6574737,5.2744551251367175,-0.35511407,3.1085405848549947
-3,3,-5.659930000490299,3.490567715902849,-0.19005613820956205,2.5779682750887356,-5.7773313,3.7733449298849706,-0.28146975,2.553021584312098
-2,3,-5.680079338753383,3.6788455939764413,-0.24130792828600664,2.8105467830471342,-5.7041065,3.731937268435709,-0.25236826,2.6546370521566978
-1,3,-5.687004716646728,3.491994801372072,-0.17219949131168366,2.756634530869242,-5.6737644,4.271845021562109,-0.31721636,2.6910944982482112
0,3,-5.89858793452199,3.500856264112984,-0.14580802240000787,2.8340015505465352,-5.31503475,5.0384800791409825,-0.31603637,3.0019760651123026
1,3,-5.7489789974298775,3.6556959574675973,-0.23802100935707723,2.8268189928196517,-5.5520128,3.7596264692985097,-0.31178119,2.908969949564779
2,3,-5.733348801456627,3.530752866887765,-0.15701520929727997,2.8455662515174494,-4.86857645,4.083595417278129,-0.352544615,3.0045888288389446
3,3,-5.719963479934249,3.9629980050196267,-0.2957458361720062,3.0627715575467627,-5.20654195,3.7353268655745095,-0.299633655,2.6869192236943786
4,3,-5.401615559792181,4.201981639067861,-0.28289619627152873,3.2203084278459353,-5.0139285,3.4753008660567746,-0.32323684,2.627836863387023
5,3,-5.272569851699923,4.218973685102748,-0.2929352965580356,3.0331917772570365,-4.95377164970423,3.306189878733114,-0.2945067973588528,2.518311842836998
6,3,-5.124336742719238,4.027299478699164,-0.3356686496197818,2.972400235201205,-4.586780192907852,3.837098934979494,-0.32433867827336926,2.563812429744085
7,3,-5.06458059018026,3.9526869257145663,-0.3778317627677576,2.786542806700423,-4.391133829550888,3.9025576199448646,-0.3694755307669279,2.5361382885242256
8,3,-4.914530002862184,4.664600896766874,-0.3745665835175718,2.7680052262236945,-4.223395787652885,4.021162188666024,-0.39119059898969677,2.5923994404205284
9,3,-4.815672132689217,3.6002144114282815,-0.3856603017899296,2.58818636800472,-3.8959322971489803,3.8391031257294808,-0.4539562473610044,2.4961311138872526
10,3,-5.0449258019815,3.891621195070476,-0.4498776204717428,2.6237730071777157,-3.8181679520743668,3.9547099609546574,-0.48397156009561937,2.8076374667174053
-10,4,-4.877498434273397,3.607131132022591,-0.273034861692816,2.578994660017155,-4.8830725527095815,3.8378579728140942,-0.2760559665867298,2.4162290670405575
-9,4,-5.024257837323755,3.4994040964825195,-0.26527686914900234,2.562172159831432,-4.89759333911282,4.1113566697760895,-0.2994097413315269,2.4684204788161956
-8,4,-5.212104903701725,3.946024495528536,-0.21182309315309517,2.805077150185693,-5.4343990102363735,3.615406043180647,-0.25690749074468544,2.5864068438677332
-7,4,-5.309987175760322,3.615820989134845,-0.2718135714163102,2.700449994766743,-5.470507645946027,3.9490382615753084,-0.24478404997001568,2.52013878907669
-6,4,-5.367795676790026,3.8084636600871438,-0.2123044984132479,2.748435338960453,-5.691784109720908,3.588362145944939,-0.24509887865481528,2.519619266449625
-5,4,-5.554834018554532,3.519303802682134,-0.26989361119177047,2.456037257261333,-5.690750619223465,3.6189250694881356,-0.23695910050283642,2.545984108246435
-4,4,-5.608496882006555,3.842798622248267,-0.21779711194762882,3.2069420274024854,-5.746246425538168,3.737185920294242,-0.26000007582628176,2.645487133762361
-3,4,-5.679677857158561,3.3752609512520118,-0.21101056709169952,2.528291102396579,-5.8107477369346725,3.710737101467879,-0.22561729181950058,2.6797139388761595
-2,4,-5.724413708243408,3.535001449352296,-0.21523754735265616,2.605769927584679,-5.78084247718642,3.9619769724767915,-0.2987914256902757,2.7083666700630284
-1,4,-5.6554600513806,3.522527570205147,-0.22544675058188854,2.678419138703926,-5.741429860076624,3.587749391751193,-0.31462162485971645,2.6974590330683488
0,4,-5.957567433624074,3.635857300615046,-0.0908234744995885,2.767623800118343,-5.406624281553773,4.274340551791956,-0.38171940642723445,3.061543561307941
1,4,-5.893547475491149,3.4859372831342075,6.443085477663386e-05,2.696848452654635,-5.1305056211294575,4.735027375125224,-0.4259675590051246,3.2569339710822955
2,4,-5.879732803758743,3.7013802346422855,-0.1704163973432706,2.8411026527622187,-5.494245314388563,4.858156347433162,-0.4395007147131289,2.9214810789585783
3,4,-5.586507191828482,3.79719187312762,-0.29422266410350556,2.842582147406751,-5.4079843126946,3.778968782253696,-0.3085867514762755,2.6983920257179443
4,4,-5.351675639686753,4.476964595965473,-0.3889420567075956,4.404840759578427,-5.204963908258357,3.442064687505147,-0.3072202297268708,2.6099755848281987
5,4,-5.357863119258683,3.6612009696253804,-0.4206911786756283,3.161069666825276,-5.167120429299563,3.199676790519087,-0.27661731072516677,2.5925407444823114
6,4,-5.3084206000948875,4.053351023203576,-0.33568689397059326,3.495950299144991,-5.047028807804309,3.6662714836941825,-0.3344050513275096,2.5859658823799996
7,4,-5.235143801754718,3.7637147643873266,-0.3663705930668547,3.062813508081574,-4.7791135294891856,4.008134248756771,-0.36536790648353834,2.661353818232378
8,4,-5.029222786947368,3.789694906283753,-0.43859483992882853,2.6622918067210963,-4.439643518668127,4.075119240031174,-0.4159051841336299,3.0408036112610737
9,4,-5.030900879758196,3.587335884588259,-0.4170310093334556,2.666886294219621,-4.288178311154087,4.383034801240295,-0.3909701368341611,2.68828166386832
10,4,-4.96821378525514,3.684649876160109,-0.4592874559244555,2.6347666572151076,-4.26069633431417,3.678939653824776,-0.4360779739162552,2.5095439976544056
-10,5,-5.117842752164059,3.7990067417211453,-0.2255433282379733,2.71469385431216,-5.377414339154459,3.75376287782886,-0.24191486060762923,2.5660662469059563
-9,5,-5.177748059189654,3.5220953584672734,-0.1694812248514494,2.5334201455640244,-5.700223505364602,3.747405661281979,-0.19695730533874167,2.6724437249410995
-8,5,-5.497368202641925,3.428183108832755,-0.16639211440989893,2.636506527806513,-6.196592269082046,3.3413646000680157,-0.19064825969473517,2.4712267900297515
-7,5,-5.481290846496544,3.379065190231398,-0.229701184845675,2.5618571699433668,-6.106543322265067,3.318174906976428,-0.18794710475309923,2.537944460541094
-6,5,-5.457294340617785,3.6101452672315015,-0.16540658901159488,2.664525939006977,-5.827962612426248,3.548456917944128,-0.18576563500886153,2.6541630064817294
-5,5,-5.507752538361749,3.688662460203378,-0.1303698388337348,2.6288378907384047,-5.725207129067313,3.960815122507946,-0.2618374620753456,2.675381892679846
-4,5,-5.586017147948904,3.615767415957081,-0.12856183428539758,2.816824060443296,-5.78428427473904,3.4550398208191924,-0.2609590163358467,2.6899877598257427
-3,5,-5.566693040488401,3.4259396260126134,-0.15713591262193558,2.778063867918879,-5.7740281762041405,3.703964595985812,-0.20060477145818292,2.5902621701533826
-2,5,-5.597332530501285,3.4627052777151173,-0.13809098776238146,2.70031068778277,-5.751479312548365,3.633308651222395,-0.29107870666838465,2.7072403620432617
-1,5,-5.6960298883504485,3.5469435044736906,-0.16386407770201197,2.631820290574692,-5.8176679551402355,3.766960255869258,-0.2933157730522373,2.7572173346941375
0,5,-5.2881667353921715,4.128642413370884,-0.2406008944709948,3.039956543070089,-5.5729232973573914,3.8131029792693325,-0.2956454171831025,2.83480570249192
1,5,-5.497390127032547,4.175999908563834,-0.27008375897611603,2.8293695999904074,-5.498825094993201,3.6010557833283943,-0.3835912798091696,3.3995410661195113
2,5,-5.479451283497267,3.6929353959911984,-0.2935089446679955,2.8846339907045544,-5.5137566605228985,4.137253700957499,-0.2460912824758112,2.938128745475729
3,5,-5.311342992702399,3.5549809026804864,-0.26742101017470976,2.8810787029861955,-5.338937868488637,4.078723554965623,-0.3954872728099152,2.718207106275363
4,5,-5.327885087683383,3.5990536892372664,-0.3746960680223911,2.9948140917849493,-5.204780706660844,3.5019835937534167,-0.34573310008680674,2.719580080064892
5,5,-5.371584985315466,3.6402868585539436,-0.3742124695438118,3.1771576015727776,-5.181244971032477,3.58192373450257,-0.3469886804417257,2.624627144049423
6,5,-5.459237914846082,4.031695680022789,-0.41682616182234494,3.037743011532402,-5.17195421704082,3.3427074706437803,-0.35552196666079056,2.664115223705373
7,5,-5.362659710726347,3.955316856077502,-0.36903482591391673,3.1081622410478844,-5.027574890196366,3.446519725554853,-0.3183358897697824,2.600207672009612
8,5,-5.410157092185377,3.9613189501641584,-0.39462595849602977,2.859645806627796,-5.103054374228666,3.2900490753969702,-0.31083173987283785,2.591373547700267
9,5,-5.140508824514605,3.5496291795785218,-0.44010251747010687,2.7273649028860887,-4.578384635186391,5.231295427861809,-0.43508981425141924,2.7256837681013737
10,5,-5.371286347089635,3.589940059031194,-0.4400756130654967,2.5480562308875125,-4.993556973463499,3.4386861497530226,-0.34175978390827944,2.592601869049233
