l,b,gaia_median,gaia_std,synth_median,synth_std
-2,-7,-5.544538532837406,3.3767789054470625,-6.021281679448174,3.311131899902056
-1,-7,-5.515622042909064,3.245491603974527,-5.958385232540055,3.02419303229871
0,-7,-5.436281698660472,3.381639160100183,-5.88944755623678,2.9658813723080404
1,-7,-5.289917312325943,3.288003572594624,-5.878662422349852,3.1692584988498274
2,-7,-5.297644045231248,3.186233675058123,-5.798463741524934,3.046114724791026
3,-7,-5.297335207393825,3.096931131060916,-5.645222798963207,2.947031517249538
4,-7,-5.298796841149515,3.1476990862921688,-5.5534653880547555,3.138193518481041
5,-7,-5.4336103529816615,3.138683835069244,-5.431897523301071,3.007258971496332
6,-7,-5.48169804572201,3.1718404231353547,-5.281531032919481,2.9367130388615914
7,-7,-5.436158000091751,3.2414560739798093,-5.074073380190104,3.105826305069929
8,-7,-5.493705784179992,3.2011249351685978,-4.973666262541299,2.952122143527375
9,-7,-5.3022800659426315,3.817086397370936,-4.840991846008305,3.31716106508687
10,-7,-5.375268420819654,3.338501844495564,-4.707860307438708,3.113953823666318
-10,-6,-5.275346988793923,3.5752867322722226,-6.520782868000568,4.157535188473182
-9,-6,-5.450562750347135,3.490096360309104,-6.708750115360271,3.3226330782857882
-8,-6,-5.409230623653742,3.473005214993688,-6.64632726057147,3.466708757492551
-7,-6,-5.568659730223642,3.3329209995495903,-6.643045328159627,3.3955533309503028
-6,-6,-5.6862220534541335,3.852654600094348,-6.501363769599368,3.156493039951719
-5,-6,-5.662152689098248,3.451834138578025,-6.385464312782296,3.1793082783135977
-4,-6,-5.743511647387573,3.5260977433684073,-6.244402916092437,3.008503901571147
-3,-6,-5.672976947970199,3.532966984532335,-6.153237971889427,2.9788798268549925
-2,-6,-5.561645993914449,3.5401830745882754,-6.056371162848485,3.0869513814624896
-1,-6,-5.384533321122005,3.4111289490189023,-5.908603521039326,3.116131016055455
0,-6,-5.267889178439456,3.405857618703562,-5.980764400177559,2.9346990156061965
1,-6,-5.313282835744215,3.3174321671322273,-5.899091090541273,2.92454797139401
2,-6,-5.343426709018859,3.4258933650641574,-5.799120062518688,2.8348964026218284
3,-6,-5.374139771913654,3.405065617515566,-5.752612377477137,2.853088124332473
4,-6,-5.378101670723639,3.3944560830685733,-5.538313620216857,2.9607893113047465
5,-6,-5.5330437779279675,3.356744690284645,-5.412248675728999,2.8570572000174317
6,-6,-5.5532239352849615,3.38668978885281,-5.290286938408639,3.093982372958747
7,-6,-5.547238058357991,3.464828582135539,-5.051248260476936,3.0241834683842943
8,-6,-5.463387633579759,3.523667345191381,-4.924193959312412,3.0558783720342864
9,-6,-5.22421706545759,3.460914502712219,-4.735226823323623,3.1491894016676496
10,-6,-5.318133844105844,3.4167278697184384,-4.678080027194187,3.091179232031756
-10,-5,-5.003088432310357,3.5225735795190145,-5.9785793362793465,3.852413817070386
-9,-5,-5.225330907793407,3.556045204912191,-6.387124515665823,3.676177255402695
-8,-5,-5.197903037607794,3.4926103299140214,-6.144091560390775,3.8156578426482786
-7,-5,-5.516538268076392,3.6445097510421536,-6.402788774766969,3.4447238340847015
-6,-5,-5.637644886272646,3.5482206218244206,-6.330582680192234,3.242675677070589
-5,-5,-5.660068955012978,3.752025543830725,-6.395569357846199,3.3647351009192388
-4,-5,-5.638697732542204,3.6342662478368055,-6.234230276834251,3.104344954946711
-3,-5,-5.653070176293887,3.746672595340002,-6.112754649085351,3.092646481829815
-2,-5,-5.423229836991874,3.602058314520366,-5.799370554929317,3.2232438565273003
-1,-5,-5.344106198717833,3.8357022283071625,-5.896876616755193,3.1610663180503504
0,-5,-5.335631414305164,3.5687404629603465,-5.887009501234023,3.235939352017637
1,-5,-5.321579086641254,3.7020457157007534,-5.8519586148728875,2.9206208234143918
2,-5,-5.335020813403034,3.5623618099831025,-5.806881811945447,2.974862280297287
3,-5,-5.32195644140848,3.627872686160177,-5.7401215056828345,2.850947706607604
4,-5,-5.354677843539529,3.4476484105286924,-5.61688338635409,2.923827392186984
5,-5,-5.416150288349876,3.513122061296422,-5.383605183371273,3.0675170946093835
6,-5,-5.413248292730158,3.38731632070228,-5.214758128088206,3.051474884707197
7,-5,-5.417905224964447,3.5022854241990506,-5.070232823149998,2.9851081366119243
8,-5,-5.338165440200684,3.5053054314678413,-4.862260177978382,3.0876079446301
9,-5,-5.322246750359277,3.5893027234816155,-4.72315843710756,3.2268478349486145
10,-5,-5.258811046238509,3.494979708423948,-4.64094782518912,3.0808755568334005
-10,-4,-4.540292137226713,3.541368788316525,-4.330766424614589,4.118026716908453
