_l_key,_b_key,l_baseline,b_baseline,avg_tau_baseline,eventrate_source_baseline,eventrate_area_baseline,avg_t_baseline,avg_logt_baseline,frac_lowmass_baseline,l_kirkpatrick_min001,b_kirkpatrick_min001,avg_tau_kirkpatrick_min001,eventrate_source_kirkpatrick_min001,eventrate_area_kirkpatrick_min001,avg_t_kirkpatrick_min001,avg_logt_kirkpatrick_min001,frac_lowmass_kirkpatrick_min001
-2.956,-3.101,-2.956,-3.101,1.6479429639820132e-06,1.6603905226103484e-05,119.31759767580652,23.078218363776816,1.1978725226217162,0.0630437247641048,-2.956,-3.101,1.8933784487248896e-06,1.8635675267648527e-05,4010.658736044214,23.624500938829023,1.2159993642856957,0.0797624114519287
-3.035,-2.967,-3.035,-2.967,1.5218408998815553e-06,1.5855620401999664e-05,104.9729809223298,22.318055817476296,1.177590063476435,0.0711949685870027,-3.035,-2.967,2.1762505205242366e-06,2.1133243578333697e-05,4764.358463517834,23.94490271518232,1.2163127954691608,0.0795763257584573
-3.115,-2.834,-3.115,-2.834,1.5379572622655574e-06,1.5849639671675e-05,80.53358787163563,22.562915732902457,1.1862649046163811,0.0588734872656465,-3.115,-2.834,2.0518153866029503e-06,2.105199348437466e-05,4855.961518492735,22.66289584909915,1.197113954461399,0.090903713093902
-4.529,-4.719,-4.529,-4.719,8.343531553938006e-07,7.039515736598799e-06,40.41998365018619,27.55988976763872,1.2742664432645028,0.061429307829628,-4.529,-4.719,8.995447232718461e-07,7.638047736190215e-06,660.6952668011124,27.38487353122405,1.2868585064108244,0.0836051483172487
-4.606,-4.586,-4.606,-4.586,9.021008353651357e-07,7.756756704062008e-06,54.77715370171534,27.042401895392157,1.2782014939488802,0.0616228523369568,-4.606,-4.586,1.1190007013440609e-06,8.552409416343242e-06,738.903019426714,30.42371354338338,1.312545937165167,0.0765419354262443
-4.684,-4.454,-4.684,-4.454,8.552673245125084e-07,7.887224142233002e-06,59.82258989236048,25.214365546524256,1.2541382986192684,0.0759712852829939,-4.684,-4.454,1.0466850158888156e-06,8.76087458677819e-06,797.1828214707671,27.7804253589334,1.2947195529026312,0.0871089942631136
-4.762,-4.322,-4.762,-4.322,9.004723342581182e-07,8.097265921414877e-06,65.2510052446212,25.858439923133528,1.2631933994051778,0.0669161368976906,-4.762,-4.322,1.067678511182399e-06,8.977778767964118e-06,914.1159637262828,27.65298068187866,1.2914965991169705,0.0847314496495434
-4.84,-4.19,-4.84,-4.19,9.953913552854172e-07,8.782960882993005e-06,69.95576137511858,26.35258748327356,1.272977712793158,0.0541516562257719,-4.84,-4.19,1.1103408809417997e-06,9.399077597846312e-06,977.9539241954652,27.46891102255268,1.2906598352805634,0.0925932592437529
-4.918,-4.058,-4.918,-4.058,1.038055273147958e-06,9.224215141399152e-06,65.90823838837657,26.167449988650777,1.277307696587097,0.0638013334157731,-4.918,-4.058,1.2180563683049422e-06,1.008743213930199e-05,1119.9804370007853,28.077414159715733,1.291061565078218,0.0741493830451836
-4.997,-3.926,-4.997,-3.926,1.08180740623994e-06,9.402420657839404e-06,64.12726343628232,26.75350088747066,1.2756179290770857,0.0726084789673276,-4.997,-3.926,1.2115280694476442e-06,1.0203460861354218e-05,1132.8051078444066,27.609359088229176,1.2865371525171996,0.0840642444309767
-4.176,-4.685,-4.176,-4.685,9.121213682272708e-07,7.818094486431898e-06,39.93139214355706,27.1282677248372,1.2735676070247826,0.0625682218602515,-4.176,-4.685,1.1639172736506965e-06,9.157652430603338e-06,846.6317026461205,29.553458041526103,1.308182736662593,0.0786367999139321
-4.254,-4.551,-4.254,-4.551,9.174831770868024e-07,8.11957735852796e-06,49.52403095210426,26.2745346838552,1.267239966838286,0.0602348134749556,-4.254,-4.551,9.924741608199045e-07,8.91062502054772e-06,862.4381230888341,25.89890414771197,1.269999615426439,0.0742143066610231
