_l_key,_b_key,l_baseline,b_baseline,avg_tau_baseline,eventrate_source_baseline,eventrate_area_baseline,avg_t_baseline,avg_logt_baseline,frac_lowmass_baseline,l_kirkpatrick_min001,b_kirkpatrick_min001,avg_tau_kirkpatrick_min001,eventrate_source_kirkpatrick_min001,eventrate_area_kirkpatrick_min001,avg_t_kirkpatrick_min001,avg_logt_kirkpatrick_min001,frac_lowmass_kirkpatrick_min001
8.536,-4.135,8.536,-4.135,6.090402855780077e-07,4.619368815894902e-06,17.372363106666956,30.65728772138369,1.3513953395914795,0.061383628079057,8.536,-4.135,7.942112536620255e-07,5.585322769336295e-06,250.14805393795007,33.06420680016086,1.364172254475173,0.0812805397867746
8.464,-3.999,8.464,-3.999,5.993399959913249e-07,4.661742678883217e-06,17.050663721070507,29.894776489507347,1.343965538995266,0.0668734382075767,8.464,-3.999,7.73216723283962e-07,5.652891693136674e-06,263.56109069780666,31.80540436077088,1.3532181489670756,0.0832946280278867
8.391,-3.864,8.391,-3.864,6.376363312249841e-07,4.851347343186796e-06,18.669261713726154,30.56194795782097,1.3387805256073,0.0646702332841598,8.391,-3.864,8.56364779465486e-07,6.221053178883459e-06,314.3520868453176,32.00849326711761,1.3594109668143706,0.0870617745132022
8.319,-3.728,8.319,-3.728,6.675152796075393e-07,4.872043952065599e-06,18.29243836093157,31.858135956540217,1.3573987272672223,0.052235323073481,8.319,-3.728,8.79346931424894e-07,6.118827092889155e-06,319.8548068516337,33.416612222746664,1.3641829175489315,0.0830823472017597
8.247,-3.592,8.247,-3.592,6.852541306757228e-07,5.144265808633958e-06,22.57010430298407,30.974093773433367,1.3459953717260522,0.0724968662338185,8.247,-3.592,9.15942852032086e-07,6.45546206543145e-06,350.191100805096,32.9922087853714,1.3634196334824211,0.0823013521338976
8.174,-3.457,8.174,-3.457,7.616346531011116e-07,5.620409816597424e-06,26.86896224301401,31.510047614094773,1.362051860919537,0.060663864127887,8.174,-3.457,9.664126827117129e-07,6.774246710849572e-06,388.7796593479169,33.17202310556687,1.369347722384992,0.0820684858374869
8.961,-4.251,8.961,-4.251,6.234307725119508e-07,4.291215036653214e-06,18.27369328982359,33.78145139952227,1.385852036443159,0.0599543625657619,8.961,-4.251,6.604577312211721e-07,4.584025287670553e-06,188.52032283657087,33.501817706211966,1.3687045577924917,0.0863361468873686
8.889,-4.115,8.889,-4.115,5.820350791720514e-07,4.191499326623518e-06,16.216233953954927,32.28866633922917,1.3684685838854878,0.0634809553026673,8.889,-4.115,7.187671552192389e-07,4.915415545108375e-06,204.70368079885776,34.00152001644307,1.3729897307113448,0.084983397973657
8.817,-3.979,8.817,-3.979,6.060043482183437e-07,4.381154981209793e-06,17.511908643462355,32.16306819113613,1.3591056698445825,0.0754040117032351,8.817,-3.979,8.138324297852955e-07,5.498356801942967e-06,248.21317119442693,34.41695313378927,1.3761682818804577,0.0824879820477705
8.745,-3.843,8.745,-3.843,6.30891617465278e-07,4.512884695855697e-06,16.82075204818942,32.506549100946096,1.370287477906593,0.0647822444893592,8.745,-3.843,8.778713753882176e-07,5.618995089956539e-06,256.1871139084123,36.32809154253375,1.3844295984122887,0.0801215245351064
8.672,-3.706,8.672,-3.706,6.478565531507844e-07,4.664997546491023e-06,16.33401284451703,32.29221118130295,1.366680513247934,0.0653039840373018,8.672,-3.706,8.659590909939542e-07,5.974748625574171e-06,292.5740350560428,33.701411099482506,1.370310235782142,0.0775000560463033
8.6,-3.57,8.6,-3.57,7.098579213231254e-07,4.849097738359032e-06,18.899591973236472,34.03931742100504,1.37307791735015,0.0563394165389038,8.6,-3.57,9.380482976380168e-07,6.200757491454296e-06,307.1154952922521,35.17635216809485,1.387311474461204,0.086369178558491
8.527,-3.435,8.527,-3.435,6.575056686155042e-07,4.872068744792888e-06,20.4237501670119,31.380253050919368,1.3523503941024746,0.0800775986555291,8.527,-3.435,9.124323532540916e-07,6.2788004563306095e-06,330.1890235021805,33.790478565230934,1.3730897396626056,0.0907219228804363
8.454,-3.299,8.454,-3.299,7.075669885649502e-07,5.129878269729359e-06,19.893996809698397,32.0723550304959,1.36202416542994,0.0694973007814693,8.454,-3.299,1.0639787952435111e-06,7.017295853688413e-06,379.83443373172753,35.256040242652325,1.393027056216231,0.0742114410361104
8.381,-3.163,8.381,-3.163,7.799629575285024e-07,5.520263770068298e-06,21.61523262828877,32.8537157440864,1.3757474618845302,0.0640573642735017,8.381,-3.163,9.727450399525602e-07,6.747334929055823e-06,373.6142696846608,33.52255438858504,1.3751849947033157,0.0795363912453453
9.227,-4.112,9.227,-4.112,5.157094866358002e-07,3.6888994242781648e-06,12.88949104119112,32.507131899853945,1.3687488468901372,0.0625056159467576,9.227,-4.112,7.978810376371021e-07,5.052478398309491e-06,204.16858262898992,36.72011443660968,1.3999139395969784,0.0830158439066738
9.155,-3.975,9.155,-3.975,5.794943915665618e-07,4.205633014106046e-06,14.65911035746483,32.039683071789106,1.3663123394678456,0.0693051393642044,9.155,-3.975,8.002348662818612e-07,5.383971483091858e-06,220.6046128204406,34.560901824925025,1.3890012509717675,0.0762653851190172
9.082,-3.839,9.082,-3.839,5.961255982764416e-07,4.277901519180056e-06,13.616929770293275,32.4024117412195,1.37155707720745,0.0534906275755905,9.082,-3.839,7.023859688725359e-07,5.041572235702619e-06,216.5985859100265,32.39516384250441,1.362426495552409,0.0805513745477238
9.01,-3.702,9.01,-3.702,6.120282563483218e-07,4.292430763567331e-06,13.929057346532334,33.154197640749224,1.375548192510829,0.0749654469075011,9.01,-3.702,8.560754765658547e-07,5.622468232385191e-06,255.248343016778,35.404249574907745,1.3969171027075964,0.0785587476703542
8.937,-3.566,8.937,-3.566,6.92013593257684e-07,4.536777670048659e-06,14.23584169133679,35.46806341532606,1.3935751101616771,0.07776419750661,8.937,-3.566,8.408481237027567e-07,5.714079922753008e-06,271.8581663395824,34.21697373551305,1.382097617995076,0.073385215514181
8.864,-3.43,8.864,-3.43,6.97042372073587e-07,4.87484411628556e-06,17.14613538859937,33.24825017998224,1.385049268707402,0.07299315356092,8.864,-3.43,9.813429166195352e-07,6.482380755613959e-06,320.99620656144776,35.2011298331754,1.401198113228686,0.0692164315005288
8.792,-3.294,8.792,-3.294,6.330458520604855e-07,4.6493556474540025e-06,14.765176897977828,31.660133858261936,1.357198991303105,0.0754713171597899,8.792,-3.294,9.281544506246186e-07,6.388110835902747e-06,330.23955002141463,33.78455138246839,1.383958743091001,0.0785231923065128
8.719,-3.157,8.719,-3.157,6.870543444307777e-07,4.944172482524623e-06,16.057761144593474,32.31229644386023,1.3699460151992553,0.0761138420867912,8.719,-3.157,1.0849115578500216e-06,6.940830137920332e-06,374.9375804666192,36.34571923076936,1.401401252255862,0.0807536171136993
8.645,-3.021,8.645,-3.021,7.760338065001504e-07,5.336721233653191e-06,22.36484718291512,33.81243679965056,1.391756530869883,0.0675975969602226,8.645,-3.021,1.1694707525996023e-06,7.525388914203612e-06,424.4465708497337,36.13522499962234,1.4065510519206454,0.0830541133826881
9.443,-3.832,9.443,-3.832,5.876369573712315e-07,3.855380593166862e-06,10.07939316578759,35.44150797251785,1.401059701127059,0.0652647900002695,9.443,-3.832,8.32571863187164e-07,5.475243687339525e-06,213.2950299272724,35.35807593973149,1.4043597714185387,0.075336332689695
9.37,-3.695,9.37,-3.695,6.182238068575723e-07,4.1665641671342464e-06,12.137500975762965,34.50150167240558,1.391937084601555,0.0581379862769532,9.37,-3.695,9.164756040700392e-07,5.447546519181099e-06,226.97226441651333,39.11923099401579,1.4156175185696764,0.0833239480194144
9.298,-3.558,9.298,-3.558,6.469384775036742e-07,4.067865743204946e-06,10.562229697396672,36.97998398830933,1.40414115847708,0.0586466015373677,9.298,-3.558,8.242746526525741e-07,5.450405211106647e-06,238.27776897065527,35.165233170184315,1.3951687989665504,0.0830507636625207
9.225,-3.421,9.225,-3.421,6.583413699862264e-07,4.420196422400493e-06,13.395403823887282,34.63218763068688,1.3986093871600396,0.0587049974336438,9.225,-3.421,8.009424275098431e-07,5.499975366107743e-06,243.2010965166331,33.86186726228578,1.387776076505223,0.0832836041370817
9.152,-3.285,9.152,-3.285,7.623733039665859e-07,4.948378469069992e-06,18.11781298561763,35.824086032811934,1.4119866683634394,0.0589463292920436,9.152,-3.285,8.924076300916561e-07,5.840216244163335e-06,275.09574857815574,35.53077614937613,1.4041904933270797,0.0819974424166485
9.079,-3.148,9.079,-3.148,6.828594600430413e-07,4.624187018526753e-06,14.346836647224023,34.33731145314765,1.3978625413380568,0.0582042343007757,9.079,-3.148,1.0368987035480763e-06,6.676273056656268e-06,323.1215527891811,36.11375007803845,1.4154732018554306,0.0728425823541572
9.006,-3.012,9.006,-3.012,7.050438432371267e-07,4.706296317362895e-06,13.87080511520444,34.834309352677074,1.3966298568126112,0.0655016223636047,9.006,-3.012,9.719156003039828e-07,6.316878666428119e-06,319.2450355676981,35.77637759224901,1.4045782854633824,0.0863758690155167
7.522,-4.858,7.522,-4.858,6.210823705436713e-07,4.677736418820515e-06,20.310407501614204,30.87335331328262,1.3268773834733822,0.0564063749473564,7.522,-4.858,7.59921446825558e-07,5.567679612555008e-06,274.16284369632126,31.736922614397905,1.3360589705172177,0.0881968894341441
7.451,-4.722,7.451,-4.722,5.762691571874934e-07,4.666504583879265e-06,20.66008651944375,28.71468304730547,1.3148627514227118,0.0624185707010299,7.451,-4.722,7.936067558426705e-07,5.796031588907277e-06,293.5114962674118,31.837940007766598,1.335116582454771,0.0806091592022728
7.379,-4.586,7.379,-4.586,5.988693069261987e-07,4.854094458633356e-06,22.32002256050804,28.68759754751849,1.3151442771581074,0.063063157970539,7.379,-4.586,8.033005148717701e-07,6.11023015490278e-06,325.04351324093534,30.569675151075877,1.321435902619411,0.0846900232954495
7.307,-4.45,7.307,-4.45,6.247546342761269e-07,4.991199727990543e-06,26.068978809182788,29.1054879731468,1.3110437121639271,0.0714535593317854,7.307,-4.45,7.476052819651756e-07,6.0361753526034935e-06,340.7842049714301,28.79922898800892,1.3085991314017402,0.084839589600666
7.235,-4.314,7.235,-4.314,6.920775643683687e-07,5.534679581745609e-06,28.55513061827749,29.075864398651607,1.3140534736936602,0.0713045260054946,7.235,-4.314,8.080637361322604e-07,6.422886333656713e-06,367.2422376519879,29.254031749546208,1.3086914184655012,0.080304482254282
7.162,-4.179,7.162,-4.179,7.579405119906353e-07,5.981332082403958e-06,28.46783875154212,29.465075165241625,1.3119789338073862,0.0639227554856848,7.162,-4.179,8.681134477059463e-07,6.758211515343257e-06,416.5438544048045,29.86861269195713,1.3145008307413546,0.0878390187165242
7.09,-4.043,7.09,-4.043,7.254721404515004e-07,5.879169017438972e-06,29.42382780503131,28.69294601502208,1.310518090002189,0.0768387043622911,7.09,-4.043,9.332463553651844e-07,7.413101050562277e-06,484.5358190521599,29.272966109002617,1.3136624441601197,0.0835964139649877
7.876,-4.839,7.876,-4.839,6.135494255649919e-07,4.420402802619812e-06,20.06408278231537,32.27439097806983,1.329290558101106,0.0738668982384803,7.876,-4.839,7.561719017511927e-07,5.397885543690884e-06,244.96067307422427,32.57370894946415,1.346702008148272,0.084813607526134
7.805,-4.702,7.805,-4.702,6.204293315077147e-07,4.748612953313497e-06,19.863126811068486,30.38056848143753,1.3330397721182925,0.0613724033155588,7.805,-4.702,7.273801334045845e-07,5.556675211205592e-06,269.00763701173423,30.438046056823225,1.334121157277176,0.079597179067702
7.733,-4.566,7.733,-4.566,5.731855421110257e-07,4.620192824265694e-06,19.291467057715064,28.84732009940595,1.3166751098920253,0.0586304752587434,7.733,-4.566,8.512783762378419e-07,6.204166846080744e-06,316.5912300057663,31.904980297844773,1.3497444825578482,0.0734055500646115
7.661,-4.43,7.661,-4.43,5.901129064788372e-07,4.867988770196973e-06,22.170182676794774,28.18745676999732,1.309299108617436,0.0715354963499343,7.661,-4.43,7.089611952441409e-07,5.606281993076627e-06,298.8014563984456,29.404775885353416,1.311929265770305,0.0780466142871434
7.588,-4.293,7.588,-4.293,5.781871848115585e-07,4.843235926677337e-06,16.9620786866213,27.75895954414988,1.3029743013160062,0.0697772971515675,7.588,-4.293,7.596659869073211e-07,6.216516525031428e-06,343.5029184451077,28.41488724137889,1.3049088955394526,0.0820518749826127
7.516,-4.157,7.516,-4.157,7.214397263798812e-07,5.536682656395781e-06,24.667812045308,30.298474927996587,1.3221760152136055,0.0642750533181428,7.516,-4.157,8.869386263073547e-07,6.630500455123884e-06,388.6339747353314,31.104097691043886,1.3283111724371974,0.0789676960729232
7.443,-4.021,7.443,-4.021,6.944221290745359e-07,5.466252721700683e-06,28.66145207012676,29.539571624256805,1.3261459388030967,0.0654056684517403,7.443,-4.021,9.281185375614944e-07,6.910913027157402e-06,411.5760630475921,31.227582697979543,1.3348579637278253,0.0806430379616182
7.371,-3.885,7.371,-3.885,7.197340438921773e-07,5.878315288119885e-06,28.37435355382462,28.470134382309475,1.3053528679357933,0.0710912885504609,7.371,-3.885,1.002827179498613e-06,7.3626543222756575e-06,456.6446018550006,31.67101871345345,1.3346799237989808,0.0788353074560281
7.298,-3.75,7.298,-3.75,6.96908820848317e-07,5.904732688685791e-06,25.864824013429978,27.443915120639595,1.2963571090219836,0.0771503860657939,7.298,-3.75,9.720951301705434e-07,7.563885589494681e-06,487.2132228060304,29.88368596392758,1.3231559967666189,0.0909665831610554
8.142,-4.7,8.142,-4.7,5.860049157626671e-07,4.399878875962405e-06,18.814637549970648,30.969264106864983,1.3432269228049714,0.0644966188664882,8.142,-4.7,7.0036552708716e-07,5.294753779138894e-06,234.63423562936947,30.75738011908696,1.3440755933227857,0.0874673207440437
8.07,-4.563,8.07,-4.563,6.519427553417453e-07,4.818909966260063e-06,18.680102135620043,31.45799209299948,1.344917267299947,0.0588855518196986,8.07,-4.563,7.120480795692068e-07,5.193371217959963e-06,238.83983963828723,31.880879978210995,1.3473102502199727,0.0810291189329983
7.998,-4.426,7.998,-4.426,6.71061169924908e-07,4.823035362547595e-06,21.759740938005432,32.352810283633225,1.3521283298796782,0.0647387776313439,7.998,-4.426,7.737263837624748e-07,5.715511060753806e-06,275.78753646796645,31.47767770681451,1.343941399671424,0.0849771389041602
7.926,-4.29,7.926,-4.29,5.946405954764628e-07,4.810488941469913e-06,23.192362928192228,28.74323738541563,1.2955260209186348,0.068307345207169,7.926,-4.29,7.652725315923936e-07,5.802059081478507e-06,296.40193257010225,30.66933264239056,1.3347611952277854,0.084343666399565
7.853,-4.153,7.853,-4.153,6.720178471556225e-07,5.026606290114451e-06,26.505245895203963,31.086818976032816,1.3320214457386768,0.0819074188598648,7.853,-4.153,8.618722700274961e-07,6.316156542008692e-06,334.19970055609207,31.72929118344322,1.345573681772368,0.085211102041542
7.781,-4.017,7.781,-4.017,6.79425509932773e-07,5.455483759344526e-06,28.20512431340526,28.95869116571389,1.3209339520063688,0.0537058903900377,7.781,-4.017,9.420602134146549e-07,6.586547582977989e-06,363.44079863211,33.25762073021123,1.357439465032911,0.0759166980176363
7.708,-3.881,7.708,-3.881,6.511725233776355e-07,5.2132843042984965e-06,25.126453626378566,29.043904821528592,1.3211538122932718,0.0643612639739778,7.708,-3.881,9.647027609391443e-07,6.797006203404197e-06,400.2816868855362,33.002451595049635,1.3543374218475286,0.0798813055215641
7.635,-3.744,7.635,-3.744,7.828973926356379e-07,5.836929661528276e-06,25.988016748219035,31.18823044049088,1.3317958102734282,0.0642516679298384,7.635,-3.744,9.355851893753076e-07,6.95430270657215e-06,418.6095063620422,31.28240216780396,1.3416809551636577,0.0791324095677043
7.562,-3.608,7.562,-3.608,6.990187616587286e-07,5.532180442908413e-06,25.610350024550407,29.38074763961338,1.32189349125959,0.0655868842481103,7.562,-3.608,1.0110643311667226e-06,7.470276242834356e-06,469.2390223866155,31.471140013284533,1.340300684299891,0.0832214260655238
8.359,-4.42,8.359,-4.42,6.030418245608109e-07,4.366415574869709e-06,20.09359759916894,32.113875121853624,1.3530434620150464,0.0620916516635031,8.359,-4.42,7.056472249201019e-07,5.189644142168584e-06,230.56638707121945,31.61698160406535,1.3420561658883996,0.0780401356942283
8.287,-4.283,8.287,-4.283,5.43368757201043e-07,4.271702716665459e-06,20.198686338581496,29.57767211441559,1.3307353708759333,0.0657549051399443,8.287,-4.283,7.223910842986223e-07,5.502719495385423e-06,253.7130803659323,30.525680192088448,1.336346421845514,0.0777938241766724
8.214,-4.146,8.214,-4.146,5.927311532505753e-07,4.5819511430200025e-06,21.19829405884195,30.079987219185057,1.3293056320723229,0.0730651596051321,8.214,-4.146,8.078344359184074e-07,5.850444691312981e-06,289.6226365743344,32.10730337985138,1.3469736005208748,0.0756208545450157
8.141,-4.009,8.141,-4.009,6.959248381734286e-07,5.134954466350246e-06,22.663643585001783,31.51345992284829,1.3544454125019971,0.0543593743951545,8.141,-4.009,8.594298278828255e-07,6.042344637224382e-06,303.6876432149532,33.07312844794509,1.3523306463880185,0.0745436670597857
8.068,-3.872,8.068,-3.872,6.896003431315154e-07,5.112598925125028e-06,22.43496185062589,31.36361341225837,1.3438799227149094,0.061123400810796,8.068,-3.872,7.654040272394557e-07,5.914407425108735e-06,312.1059327234161,30.091916782622743,1.3294026476424423,0.0833315949619082
7.996,-3.736,7.996,-3.736,7.15647559990267e-07,5.160336821326086e-06,25.32329852089038,32.247161525924284,1.3362336810353874,0.069754367091369,7.996,-3.736,8.967691474418589e-07,6.602127586863494e-06,366.1654930761758,31.58399723960786,1.343058205108635,0.0812463692283696
7.922,-3.599,7.922,-3.599,7.426279876118581e-07,5.606328515381496e-06,27.808104757314915,30.80087948775954,1.34049074033889,0.068982866409773,7.922,-3.599,1.015966869798971e-06,7.288442961512674e-06,426.3718920496669,32.4126943768565,1.361079892542099,0.0727888299310685
6.435,-5.443,6.435,-5.443,5.209229207613643e-07,4.635718035908264e-06,23.39129053585159,26.129241451000706,1.2782530717122462,0.0748524235325742,6.435,-5.443,5.867957523080294e-07,5.126441009192402e-06,247.0619149523031,26.615911558334616,1.2777796700216977,0.0967704055213306
6.364,-5.307,6.364,-5.307,5.384803014362932e-07,4.774417612546795e-06,25.79919910715246,26.22525771525309,1.271419100229372,0.0677855031891377,6.364,-5.307,6.959375519827975e-07,5.642770207901755e-06,292.4042730624753,28.677959956197466,1.2999399211522424,0.083826645912839
6.292,-5.171,6.292,-5.171,5.739643604547295e-07,5.179228105326341e-06,27.687389371489232,25.76856505128587,1.2687963757393117,0.0699912949889782,6.292,-5.171,6.905941292723358e-07,5.775933312624735e-06,312.9285284803296,27.80168122102468,1.2919956589473456,0.0862664280457448
6.22,-5.035,6.22,-5.035,6.074143300752749e-07,5.460474937625186e-06,30.1081379027683,25.865743288917567,1.2722502199887222,0.068100733422003,6.22,-5.035,9.23152564453034e-07,7.436454251401679e-06,425.8034747416888,28.8654224276259,1.2420388971056269,0.2087177170816365
6.148,-4.899,6.148,-4.899,7.077639804678664e-07,5.9216889742499285e-06,32.13091784208398,27.79157829144685,1.288207049891318,0.0699275736370672,6.148,-4.899,7.849379470462294e-07,6.533069492470344e-06,391.6100496059174,27.937554962817742,1.2906620446507449,0.0829489884307222
6.076,-4.763,6.076,-4.763,6.487054997295797e-07,5.936517406554022e-06,30.520077280032204,25.408918599975635,1.25954150170149,0.0761446732897142,6.076,-4.763,8.797807368707694e-07,7.164122812884267e-06,459.39279958537054,28.55497432648965,1.2978567040618334,0.0803492806947209
6.004,-4.628,6.004,-4.628,8.003172100175007e-07,6.545412949760794e-06,42.73027297151038,28.43121714266849,1.2895429507034102,0.0596400427592263,6.004,-4.628,8.710033900909534e-07,7.420319217857403e-06,501.2700414243524,27.294026203405345,1.2863474241617965,0.0740708729975451
6.79,-5.424,6.79,-5.424,4.90995303902122e-07,4.329924125187633e-06,17.429537295402675,26.367405598605377,1.2754935803466034,0.066005094638889,6.79,-5.424,6.076485494424401e-07,5.13037844842293e-06,245.5027723785206,27.54060082274455,1.2946261144306035,0.0862759713002751
6.718,-5.288,6.718,-5.288,5.625968522258182e-07,4.609088485286674e-06,19.03098526228361,28.382627646905597,1.2998013290085173,0.0773635929541712,6.718,-5.288,6.679518972433805e-07,5.510614257899297e-06,272.59708046911817,28.18483675692567,1.3096965243244512,0.0736725483677967
6.646,-5.151,6.646,-5.151,5.504380312643351e-07,4.999036174643262e-06,22.760888280709565,25.603096963636343,1.2735966176320097,0.0680195682649439,6.646,-5.151,6.800203038829992e-07,5.526999856921972e-06,289.2686543964109,28.609006355020977,1.3027481387029356,0.0823629630164682
6.574,-5.015,6.574,-5.015,6.461416781682954e-07,5.377774172432669e-06,25.26972314604674,27.93801471968325,1.2892674381782838,0.0621035370094281,6.574,-5.015,6.731249380266689e-07,5.665116628687478e-06,300.859719950837,27.62849148214424,1.2907843452753451,0.0833168710323637
6.502,-4.879,6.502,-4.879,6.615165255051109e-07,5.630814541240506e-06,31.74236929803029,27.317428936118088,1.2865967665577236,0.0685898550118279,6.502,-4.879,7.157121170485696e-07,6.279041626037397e-06,353.4670272756049,26.504239989326287,1.2806868304689387,0.0856814557492221
6.43,-4.742,6.43,-4.742,7.455502360027763e-07,6.201647220426346e-06,34.38658233285024,27.953758042511627,1.3003104239692302,0.0609878201715146,6.43,-4.742,8.148861424448981e-07,6.753773105731494e-06,416.3480113033629,28.055680924863523,1.2998950686040356,0.0854250733111292
6.358,-4.606,6.358,-4.606,7.823378497516657e-07,6.283239544352016e-06,35.7748413696439,28.952166815768777,1.3015341269761744,0.0679572588589267,6.358,-4.606,9.102820738445876e-07,7.009476768769214e-06,452.6076076613193,30.196787106675224,1.301587612208628,0.0824610470567917
6.285,-4.47,6.285,-4.47,7.82083134942686e-07,6.3339412173002295e-06,32.54879401345741,28.711060860358323,1.296180214618837,0.0642389476852104,6.285,-4.47,8.765579646756927e-07,7.23772687754994e-06,490.4596841316327,28.161046988782463,1.285223599925305,0.0858668582771478
6.212,-4.334,6.212,-4.334,7.200145746560275e-07,6.630143655577774e-06,40.74846768792918,25.251588112075275,1.2571196805941105,0.0735645815919446,6.212,-4.334,1.0147232674694015e-06,8.041046465941163e-06,587.3424485712022,29.343059525887096,1.30421222949785,0.0802048647480136
7.056,-5.286,7.056,-5.286,5.265488484915554e-07,4.443381626034386e-06,19.17873988641669,27.554681794411096,1.2940465910813217,0.0710067672422591,7.056,-5.286,7.924307322966827e-07,5.7213356645928896e-06,273.4629502680384,32.205810233914605,1.353570654415336,0.0817722077291611
6.984,-5.149,6.984,-5.149,6.422099435910497e-07,4.9660009299048055e-06,23.40724297164583,30.070494961989613,1.3219628004491069,0.0689092671475427,6.984,-5.149,7.041039007182322e-07,5.402706601903364e-06,264.5512206308996,30.303703940349937,1.322697519820594,0.0779571967421631
6.912,-5.012,6.912,-5.012,6.002553337570502e-07,5.020978239625449e-06,24.77946838033393,27.79828711258727,1.2878427530311107,0.0676154634672241,6.912,-5.012,7.974172060512809e-07,5.814676287817639e-06,299.6323762907008,31.88822957366081,1.3271087581561345,0.0857491584901349
6.84,-4.876,6.84,-4.876,6.170160725813757e-07,5.192799070457843e-06,28.831086757631457,27.62900889716886,1.288784136517946,0.0619957489584932,6.84,-4.876,7.575388912413171e-07,6.123422151655807e-06,339.65549124088506,28.766106275163786,1.2996717121253183,0.088635465131523
6.768,-4.739,6.768,-4.739,6.38497845112476e-07,5.438383246632916e-06,28.826073031077176,27.29983197796109,1.290777599546191,0.0681093946415266,6.768,-4.739,7.851528060496154e-07,6.220729917253728e-06,357.14633001567654,29.348316133302845,1.310420383213882,0.0835087501000429
6.695,-4.602,6.695,-4.602,6.790286058572899e-07,5.883112943062075e-06,30.694163340624687,26.838066956522237,1.2807325831345449,0.0577726051074086,6.695,-4.602,8.615367123581603e-07,7.027169590933272e-06,421.7108663656095,28.50779987837979,1.3097334186162686,0.0771031248078697
6.623,-4.466,6.623,-4.466,7.348774416114545e-07,6.15919473589136e-06,30.57505564732297,27.7435050696583,1.2886539399704466,0.0761626448490796,6.623,-4.466,8.696608054455265e-07,7.13931435119871e-06,464.9229462729313,28.324597045086204,1.3013410992143577,0.0802782415647947
6.55,-4.33,6.55,-4.33,6.883603192689875e-07,6.20640377942068e-06,36.83174841547492,25.78969156672294,1.2717794756541083,0.0697376380370283,6.55,-4.33,8.38889732299624e-07,7.246589037955295e-06,496.47747755968544,26.91792592742996,1.2784228365613992,0.0848419338016379
6.477,-4.193,6.477,-4.193,7.538158622074168e-07,6.807517441782767e-06,43.54185117437019,25.74819898306084,1.2727137392244263,0.0642408555447404,6.477,-4.193,8.68835079833248e-07,7.321673812010399e-06,514.1096528385448,27.59289818257892,1.2866583645593723,0.083139602719113
7.273,-5.006,7.273,-5.006,6.012581137294574e-07,4.656869518656104e-06,19.80285408732037,30.021834607357118,1.3206465990951175,0.0604691877900458,7.273,-5.006,6.738635105394495e-07,5.267441204164515e-06,248.4447418245302,29.74696010756454,1.3159538016196128,0.0878128869181886
7.201,-4.869,7.201,-4.869,5.499979466801691e-07,4.665140228623711e-06,22.35121400064533,27.413640492059628,1.2917565982880712,0.068395576520626,7.201,-4.869,7.991929108703575e-07,6.128082212684261e-06,317.2787288750925,30.324761048598205,1.3272864254675365,0.0818911484431985
7.129,-4.732,7.129,-4.732,6.31732951822239e-07,5.1671249461863546e-06,25.105245306339064,28.428563479071,1.3114970500358447,0.0517566337124001,7.129,-4.732,7.628047958261063e-07,5.992238025442491e-06,328.3088734364233,29.600204139231963,1.3126764723406796,0.0795645168614785
7.056,-4.595,7.056,-4.595,5.74585933506603e-07,5.122878909293783e-06,25.934846707076996,26.08021977841196,1.2761897670170963,0.0740272130657844,7.056,-4.595,8.115458783867557e-07,6.406036305469694e-06,360.6192194970613,29.45737397553984,1.3136497394835376,0.0813942366358993
6.983,-4.458,6.983,-4.458,6.540597492582771e-07,5.498384569640043e-06,27.83639827687656,27.66003077574891,1.2962016005517256,0.0732855083218696,6.983,-4.458,8.291657899874557e-07,6.574713761276131e-06,391.42912329624255,29.32478745823436,1.31045821329373,0.0784121895025109
6.911,-4.322,6.911,-4.322,6.777363525191061e-07,5.646413252644003e-06,31.551594115204747,27.90991206973625,1.296497230542082,0.0645398473454912,6.911,-4.322,9.50501230056461e-07,7.128438966605786e-06,448.5643689657578,31.00477580085077,1.3293817058062176,0.0798406653428272
6.838,-4.185,6.838,-4.185,7.297945261117478e-07,6.037191894598275e-06,31.50572554577337,28.10838988162032,1.2915857280125385,0.0593016316506797,6.838,-4.185,8.623020343290967e-07,7.240277746764778e-06,463.4370009687884,27.69328860004551,1.2955830077564598,0.0831194716824264
5.346,-6.026,5.346,-6.026,5.02638901375771e-07,4.483281267760241e-06,19.263367973296543,26.06936537593468,1.274480418764828,0.064501185078253,5.346,-6.026,6.409656327848817e-07,4.805081120325723e-06,218.6453125950587,31.01732694596525,1.3288870467736729,0.0835365163326298
5.275,-5.89,5.275,-5.89,5.761443291509807e-07,4.902505515673598e-06,22.65368284471301,27.326470913898778,1.2854848306137,0.0583941516800266,5.275,-5.89,6.460406014608855e-07,5.262755649605805e-06,242.33460208854845,28.544139437830765,1.3031241121143065,0.0874541605666547
5.203,-5.754,5.203,-5.754,5.899986980894126e-07,5.084429781186836e-06,26.021284577931706,26.982311207475437,1.2794947581895506,0.0633599200863722,5.203,-5.754,6.77304931757048e-07,5.6643983381901225e-06,285.82843560082097,27.8035850790614,1.295102441337094,0.0866385277455804
5.132,-5.618,5.132,-5.618,6.115915258215134e-07,5.379825090305508e-06,24.882379351911982,26.434046568290952,1.2828649226310724,0.0542539984731874,5.132,-5.618,6.698786546253617e-07,5.710907349018425e-06,312.5257484551776,27.27478730551896,1.286402158554933,0.0799671864174574
