l,b,n_source,n_lens,sa_source,sa_lens,avg_tau,avg_murel,avg_theta,eventrate_area,eventrate_source,avg_t,avg_logt,stdev_t,stdev_logt,avg_ds,avg_dl,stdev_ds,stdev_dl,stdev_t,frac_bulge_lens,frac_disk_lens,frac_bulge_source,frac_disk_source,n_compact_obj,frac_compact_obj,frac_lowmass,field_id,f_src,f_lens,frac_nsd_lens,frac_nsd_source
1.204,-1.08,4272,4310,2.2895045271169014e-09,1.516690133118022e-09,5.072455791752785e-06,6.568104433957099,0.28263426099611805,32062.45679873548,5.6409509667438165e-05,20.909145925224447,1.1333435306308828,23.274241032197622,0.40918681179570543,10.02250232332229,7.558707900977134,2.939041949884912,1.0491486078128058,23.274241032197622,0.886182213453249,0.10987525528798768,0.6972536707092869,0.3000501681667177,439,0.17246299634302503,0.08365251798737874,BLG500.20,/System/Volumes/Data/mnt/g3/scratch/rileypatlak/code/synthpop/outputfiles/ogle_chips_kirkpatrick_min001/src/Huston2025_kirkpatrick_min001_l1.204_b-1.080.h5,/System/Volumes/Data/mnt/g3/scratch/rileypatlak/code/synthpop/outputfiles/ogle_chips_kirkpatrick_min001/lens/Huston2025_kirkpatrick_min001_l1.204_b-1.080.h5,0.0030834649027083466,0.0024507764491418765
1.125,-0.947,4283,4399,2.143592783039068e-09,1.4076370968343804e-09,5.582057939918409e-06,6.667305860213031,0.28511810825549266,37815.4098015159,6.213099200870125e-05,20.8908639029378,1.1260724796401638,23.801058029867253,0.41706278471740593,9.923869886986203,7.499101668323642,2.9073621732973196,1.1777553159647058,23.801058029867253,0.8684397614773764,0.12485831386439547,0.6909932529537748,0.2988986958275297,428,0.1733490392260627,0.08096277763786956,BLG500.21,/System/Volumes/Data/mnt/g3/scratch/rileypatlak/code/synthpop/outputfiles/ogle_chips_kirkpatrick_min001/src/Huston2025_kirkpatrick_min001_l1.125_b-0.947.h5,/System/Volumes/Data/mnt/g3/scratch/rileypatlak/code/synthpop/outputfiles/ogle_chips_kirkpatrick_min001/lens/Huston2025_kirkpatrick_min001_l1.125_b-0.947.h5,0.005981232630503912,0.007728570936601588
1.046,-0.814,4362,4280,2.001945682838249e-09,1.2796977805239627e-09,6.437029028423837e-06,6.579136153505092,0.2969740643244622,44624.671899543704,6.723368723608465e-05,22.26224129630806,1.147979352726079,25.71835720136075,0.42498751396813084,10.114724674235124,7.517493582719516,2.913472953382732,1.1945494401714316,25.71835720136075,0.852476939339501,0.1335138702356651,0.6551084706235978,0.3302822084348411,411,0.16457092655468117,0.08801962930788491,BLG500.22,/System/Volumes/Data/mnt/g3/scratch/rileypatlak/code/synthpop/outputfiles/ogle_chips_kirkpatrick_min001/src/Huston2025_kirkpatrick_min001_l1.046_b-0.814.h5,/System/Volumes/Data/mnt/g3/scratch/rileypatlak/code/synthpop/outputfiles/ogle_chips_kirkpatrick_min001/lens/Huston2025_kirkpatrick_min001_l1.046_b-0.814.h5,0.013504847946921639,0.014194853304382452
1.641,-1.19,4027,3043,2.477758092545088e-09,1.1962326075024044e-09,4.796203690379833e-06,6.552249232309678,0.2922071079501188,25332.94832622401,5.1169158600820984e-05,21.795141391885927,1.152179438238237,23.637599558415058,0.41176283006120684,9.917829160444,7.380376833039272,2.9142405329833276,1.243969082065229,23.637599558415058,0.8621325625562621,0.13645918385746125,0.7010976409842276,0.29385649006373915,288,0.15597388887332278,0.08185365523256247,BLG500.26,/System/Volumes/Data/mnt/g3/scratch/rileypatlak/code/synthpop/outputfiles/ogle_chips_kirkpatrick_min001/src/Huston2025_kirkpatrick_min001_l1.641_b-1.190.h5,/System/Volumes/Data/mnt/g3/scratch/rileypatlak/code/synthpop/outputfiles/ogle_chips_kirkpatrick_min001/lens/Huston2025_kirkpatrick_min001_l1.641_b-1.190.h5,0.0014082535862761873,0.0008936015442246374
1.563,-1.056,4316,4173,2.4610041344568186e-09,1.5724351209389896e-09,5.17576892867486e-06,6.471144482386023,0.3005655294661649,28744.285016023765,5.3805625265165894e-05,22.367505049077494,1.1655596287344703,24.116165998929176,0.4094595856654578,10.026331192807717,7.408796381519917,2.9578885219601787,1.2646108473928728,24.116165998929176,0.8568194123756907,0.14066560790370966,0.678817695931224,0.31661079623903315,390,0.15385817794962847,0.08696025085198628,BLG500.27,/System/Volumes/Data/mnt/g3/scratch/rileypatlak/code/synthpop/outputfiles/ogle_chips_kirkpatrick_min001/src/Huston2025_kirkpatrick_min001_l1.563_b-1.056.h5,/System/Volumes/Data/mnt/g3/scratch/rileypatlak/code/synthpop/outputfiles/ogle_chips_kirkpatrick_min001/lens/Huston2025_kirkpatrick_min001_l1.563_b-1.056.h5,0.0014471376929511808,0.0030189320195434977
1.484,-0.923,4308,4448,2.2809752393628737e-09,1.507246993104634e-09,5.984307211284529e-06,6.556455219085107,0.31813173891310337,34935.72977692845,6.072394256491184e-05,22.915232457519412,1.162618123899409,26.098855586009087,0.42097296626402586,10.14020423685442,7.432282690498293,3.025970256321025,1.276501128282847,26.098855586009087,0.8616762576728395,0.13190343637300186,0.6536558371517919,0.3392978238425087,444,0.16599669676089923,0.08767295718380634,BLG500.28,/System/Volumes/Data/mnt/g3/scratch/rileypatlak/code/synthpop/outputfiles/ogle_chips_kirkpatrick_min001/src/Huston2025_kirkpatrick_min001_l1.484_b-0.923.h5,/System/Volumes/Data/mnt/g3/scratch/rileypatlak/code/synthpop/outputfiles/ogle_chips_kirkpatrick_min001/lens/Huston2025_kirkpatrick_min001_l1.484_b-0.923.h5,0.005274112611101663,0.00645340982874057
-0.233,-2.277,3840,4085,3.3142375272793888e-09,2.240156505111455e-09,2.749265627809955e-06,6.264135114239243,0.25126800473627614,11801.742416799336,3.343827018093145e-05,19.11803478415112,1.1179729662611633,20.28767908353835,0.3786873150217146,9.345524379552321,7.58352683835125,2.1165973890075223,1.0885189102288741,20.28767908353835,0.9082164353039035,0.0894640324890001,0.8757687351386524,0.12421277076187989,401,0.15963357438548978,0.08875809010661417,BLG501.01,/System/Volumes/Data/mnt/g3/scratch/rileypatlak/code/synthpop/outputfiles/ogle_chips_kirkpatrick_min001/src/Huston2025_kirkpatrick_min001_l-0.233_b-2.277.h5,/System/Volumes/Data/mnt/g3/scratch/rileypatlak/code/synthpop/outputfiles/ogle_chips_kirkpatrick_min001/lens/Huston2025_kirkpatrick_min001_l-0.233_b-2.277.h5,0.0,0.0
-0.31,-2.144,4327,4242,3.454361540381275e-09,2.1935500398840883e-09,3.559784534595279e-06,6.2839771923103696,0.2979798432813761,14286.910553141173,3.744246953376956e-05,22.106987945652033,1.1564557991869084,25.75259199191603,0.40200071728387315,9.524313386177262,7.443998216843513,2.3482768714535576,1.4122845907123298,25.75259199191603,0.8745164951259744,0.12374099512458236,0.8507945353011178,0.14888070251800967,379,0.14601115951952875,0.08296827111157837,BLG501.02,/System/Volumes/Data/mnt/g3/scratch/rileypatlak/code/synthpop/outputfiles/ogle_chips_kirkpatrick_min001/src/Huston2025_kirkpatrick_min001_l-0.310_b-2.144.h5,/System/Volumes/Data/mnt/g3/scratch/rileypatlak/code/synthpop/outputfiles/ogle_chips_kirkpatrick_min001/lens/Huston2025_kirkpatrick_min001_l-0.310_b-2.144.h5,0.0,0.0
-0.388,-2.012,4200,4192,3.192390559364706e-09,2.068352280351751e-09,3.101811761338919e-06,6.364386893635882,0.25619706363374944,14916.861542816107,3.722112118302685e-05,19.37743706563702,1.1150031506143558,21.136626883717163,0.38862644326251605,9.550871164335641,7.584981999864885,2.3428676294623707,1.1723930780326925,21.136626883717163,0.8857443634641553,0.1122014691656561,0.8338165433310472,0.16487741354382862,372,0.14058441744474817,0.08676207874783608,BLG501.03,/System/Volumes/Data/mnt/g3/scratch/rileypatlak/code/synthpop/outputfiles/ogle_chips_kirkpatrick_min001/src/Huston2025_kirkpatrick_min001_l-0.388_b-2.012.h5,/System/Volumes/Data/mnt/g3/scratch/rileypatlak/code/synthpop/outputfiles/ogle_chips_kirkpatrick_min001/lens/Huston2025_kirkpatrick_min001_l-0.388_b-2.012.h5,0.00017081519428258025,0.00025153841183838104
-0.466,-1.88,4357,4413,3.040691084310925e-09,1.9736162627980848e-09,3.728528589669462e-06,6.408112608384659,0.2752103708135196,18645.83260727316,4.27180860880883e-05,20.295326316949986,1.1297087595806166,22.329716670773692,0.3961264901576037,9.558668002998443,7.504735066339711,2.4410710241594296,1.2979920215032161,22.329716670773692,0.8633881296829591,0.13307606792606866,0.8411580129598901,0.15715025677745958,415,0.15908724910271235,0.08552438528133452,BLG501.04,/System/Volumes/Data/mnt/g3/scratch/rileypatlak/code/synthpop/outputfiles/ogle_chips_kirkpatrick_min001/src/Huston2025_kirkpatrick_min001_l-0.466_b-1.880.h5,/System/Volumes/Data/mnt/g3/scratch/rileypatlak/code/synthpop/outputfiles/ogle_chips_kirkpatrick_min001/lens/Huston2025_kirkpatrick_min001_l-0.466_b-1.880.h5,0.00039735502666158316,0.0004371132517986904
