metric,n_matched_chips,mean_kirkpatrick_min001_over_baseline,median_kirkpatrick_min001_over_baseline,mean_percent_change_kirkpatrick_min001_minus_baseline,median_percent_change_kirkpatrick_min001_minus_baseline,mean_absolute_difference_kirkpatrick_min001_minus_baseline,median_absolute_difference_kirkpatrick_min001_minus_baseline
avg_tau,3451,6.529173047147187,1.407652755113406,552.9173047147186,40.76527551134059,1.2434640698562318e-06,4.298881086243618e-07
eventrate_source,3451,10.153862667710678,1.2895914328658473,915.3862667710678,28.959143286584734,1.0414260647177763e-05,3.031779635212775e-06
eventrate_area,3451,34630.57399417247,33.890541479840046,3462957.3994172467,3289.0541479840044,8619.270861033814,1733.4269868212232
avg_t,3451,1.0435820961056503,1.0607596395242496,4.358209610565041,6.0759639524249565,0.4337398638737351,1.539025244266302
avg_logt,3451,1.0106087570137143,1.0190202624458564,1.060875701371428,1.9020262445856417,0.009744494040428996,0.023883440723381666
frac_lowmass,3451,1.6448516603110985,1.2677647667817793,64.48516603110983,26.77647667817793,0.016858007189561625,0.0171691929751374
