l,b,n_source,n_lens,sa_source,sa_lens,avg_tau,avg_murel,avg_theta,eventrate_area,eventrate_source,avg_t,avg_logt,stdev_t,stdev_logt,avg_ds,avg_dl,stdev_ds,stdev_dl,stdev_t,frac_bulge_lens,frac_disk_lens,frac_bulge_source,frac_disk_source,n_compact_obj,frac_compact_obj,frac_lowmass,field_id,f_src,f_lens,frac_nsd_lens,frac_nsd_source
-0.31,-2.144,4631,4099,1.1039335293070319e-07,1.552330371233067e-09,2.697853498828575e-06,6.7725530200225625,0.27527798613558907,451.03801627211743,3.5296086611318366e-05,17.7730578162838,1.05904872253443,20.38159237526835,0.41026576483090754,8.835518705942912,7.066933225922172,1.344432521058138,1.7793813157593252,20.38159237526835,0.8010353112374183,0.19844895119934963,0.9135299335516835,0.08529347294533711,238,0.12591443165116525,0.21527440622109115,BLG501.02,/System/Volumes/Data/mnt/g3/scratch/rileypatlak/code/synthpop/outputfiles/ogle_chips_min001/src/Huston2025_min001_l-0.310_b-2.144.h5,/System/Volumes/Data/mnt/g3/scratch/rileypatlak/code/synthpop/outputfiles/ogle_chips_min001/lens/Huston2025_min001_l-0.310_b-2.144.h5,0.0,0.0
-0.388,-2.012,3956,4335,9.534525239323978e-08,1.514557811179515e-09,2.521070570027859e-06,6.5330561358880885,0.23848610553063285,440.6656515312929,3.4865608930559824e-05,16.81349873858943,1.0263256809028138,20.494469197904035,0.4127910501112529,8.891196035005022,7.27697008714089,1.4076482943671775,1.495970256303623,20.494469197904035,0.8362312086694476,0.16278465326480585,0.9071183208477331,0.09214216171696143,271,0.12695276344484235,0.24222630092632413,BLG501.03,/System/Volumes/Data/mnt/g3/scratch/rileypatlak/code/synthpop/outputfiles/ogle_chips_min001/src/Huston2025_min001_l-0.388_b-2.012.h5,/System/Volumes/Data/mnt/g3/scratch/rileypatlak/code/synthpop/outputfiles/ogle_chips_min001/lens/Huston2025_min001_l-0.388_b-2.012.h5,0.000569738418054354,0.0001651129231739012
-0.466,-1.88,3204,4305,9.641141336249326e-08,1.397584721981419e-09,2.458876493980791e-06,6.603180467141721,0.23160504935875179,350.6836427451635,3.464150216256063e-05,16.504803066302543,1.0165455390013514,20.00241512765604,0.4172256871571208,8.935210292393371,7.3169718895729785,1.6224618700647133,1.4361684789558207,20.00241512765604,0.8466009021662083,0.15232384826033066,0.8923895731750461,0.10727718129318643,254,0.1269898576132068,0.23488626953670297,BLG501.04,/System/Volumes/Data/mnt/g3/scratch/rileypatlak/code/synthpop/outputfiles/ogle_chips_min001/src/Huston2025_min001_l-0.466_b-1.880.h5,/System/Volumes/Data/mnt/g3/scratch/rileypatlak/code/synthpop/outputfiles/ogle_chips_min001/lens/Huston2025_min001_l-0.466_b-1.880.h5,3.4664026080540816e-05,0.0
-0.545,-1.748,3932,4305,1.864563226514443e-07,1.2985840605507385e-09,2.2775621911235336e-06,6.628240438116157,0.21845347952868446,216.53043772630022,3.3707599423262546e-05,15.711323395327526,1.0030668834076655,18.234008287692625,0.412750980750939,8.829573718081514,7.34370254649948,1.4544672794571152,1.325294755094844,18.234008287692625,0.8319007620824849,0.16684726344828504,0.8921595081206336,0.10707979934869188,282,0.12532907784477398,0.2273403206265127,BLG501.05,/System/Volumes/Data/mnt/g3/scratch/rileypatlak/code/synthpop/outputfiles/ogle_chips_min001/src/Huston2025_min001_l-0.545_b-1.748.h5,/System/Volumes/Data/mnt/g3/scratch/rileypatlak/code/synthpop/outputfiles/ogle_chips_min001/lens/Huston2025_min001_l-0.545_b-1.748.h5,0.00040915707568578853,0.0006074307944298026
-0.623,-1.616,4131,4154,2.54690624683667e-07,1.2065895997751526e-09,2.099677960874444e-06,6.762321894999903,0.22454572961302527,154.29351874409636,3.122847035147397e-05,15.634079836055028,0.9998513295936033,18.20542403501384,0.4146510700899543,8.933595394149597,7.242284859151947,1.7372207651493528,1.491201231540934,18.20542403501384,0.8098070586807851,0.1890352495221294,0.8670093700801278,0.13126360069101792,247,0.124135035137823,0.24436896459685034,BLG501.06,/System/Volumes/Data/mnt/g3/scratch/rileypatlak/code/synthpop/outputfiles/ogle_chips_min001/src/Huston2025_min001_l-0.623_b-1.616.h5,/System/Volumes/Data/mnt/g3/scratch/rileypatlak/code/synthpop/outputfiles/ogle_chips_min001/lens/Huston2025_min001_l-0.623_b-1.616.h5,0.0005795985137670858,0.000693886535317957
-0.702,-1.484,3833,4350,5.434374768994881e-07,1.1618108390665064e-09,2.365028063871391e-06,6.627083925052804,0.23348810366744724,69.60681785174269,3.239722490151551e-05,16.974572102279772,1.031540053193935,20.039116161292867,0.4180572374825874,9.380850811466802,7.437552868086005,2.2085725298825656,1.3545664551219345,20.039116161292867,0.8468479145567465,0.15155902058704065,0.7936211745626608,0.20375739169436885,259,0.12213919112435866,0.24407211693995087,BLG501.07,/System/Volumes/Data/mnt/g3/scratch/rileypatlak/code/synthpop/outputfiles/ogle_chips_min001/src/Huston2025_min001_l-0.702_b-1.484.h5,/System/Volumes/Data/mnt/g3/scratch/rileypatlak/code/synthpop/outputfiles/ogle_chips_min001/lens/Huston2025_min001_l-0.702_b-1.484.h5,0.0007684324313251076,0.0015662918532989493
0.119,-2.241,3870,4049,7.04580091966657e-08,1.6156907945487024e-09,2.6269432209477827e-06,6.554342830596964,0.2545684794677846,562.899536985284,3.364306535005069e-05,18.156221585137715,1.0475650940101828,22.76499640728338,0.42466348006509225,8.869624870621246,7.174109749149255,1.445793682593771,1.5158884528577024,22.76499640728338,0.8323576184584921,0.16578809574722153,0.9062909457737435,0.09140975951235555,240,0.11382095670086086,0.2377502748125667,BLG501.08,/System/Volumes/Data/mnt/g3/scratch/rileypatlak/code/synthpop/outputfiles/ogle_chips_min001/src/Huston2025_min001_l0.119_b-2.241.h5,/System/Volumes/Data/mnt/g3/scratch/rileypatlak/code/synthpop/outputfiles/ogle_chips_min001/lens/Huston2025_min001_l0.119_b-2.241.h5,0.0,0.0
0.041,-2.108,3501,4232,7.280356332902336e-08,1.596195279682353e-09,2.38086687740833e-06,6.581321619032874,0.23841859586059214,483.18719576837,3.298535840863766e-05,16.783566488913227,1.028939441800288,19.705125824615003,0.4142303640203902,8.818293770296377,7.163651947221838,1.3715818387271894,1.5371588555595022,19.705125824615003,0.8137245035699138,0.18583196980280872,0.9148039159536527,0.08475271942131975,212,0.09762083402613178,0.2562536730941293,BLG501.09,/System/Volumes/Data/mnt/g3/scratch/rileypatlak/code/synthpop/outputfiles/ogle_chips_min001/src/Huston2025_min001_l0.041_b-2.108.h5,/System/Volumes/Data/mnt/g3/scratch/rileypatlak/code/synthpop/outputfiles/ogle_chips_min001/lens/Huston2025_min001_l0.041_b-2.108.h5,0.0,0.00016151738125921877
-0.037,-1.975,5138,4414,8.319101734375011e-08,1.5087700802035676e-09,2.906267642253354e-06,6.643404970265214,0.23829913414004278,750.269802049849,3.9879074141653126e-05,16.945753600779746,1.036711774851706,19.58735395142594,0.4122133730675314,8.986373871573399,7.337943222459208,1.6690553626967128,1.3006930294830286,19.58735395142594,0.8557893176477112,0.14227105878166446,0.8869521026600996,0.11216460519402399,271,0.12289839444291431,0.2220828496809339,BLG501.10,/System/Volumes/Data/mnt/g3/scratch/rileypatlak/code/synthpop/outputfiles/ogle_chips_min001/src/Huston2025_min001_l-0.037_b-1.975.h5,/System/Volumes/Data/mnt/g3/scratch/rileypatlak/code/synthpop/outputfiles/ogle_chips_min001/lens/Huston2025_min001_l-0.037_b-1.975.h5,0.00034322293863757626,0.00010375782265248176
-0.115,-1.843,3084,4317,6.476166344665424e-08,1.367122980002748e-09,2.65963825716889e-06,6.632514811044597,0.23058587083332155,546.7154357011352,3.7688619205597064e-05,16.409021815852206,1.013597855371718,20.584778259344084,0.4152185957619013,8.904761856056863,7.34960726699571,1.3616228480503316,1.4083335101901269,20.584778259344084,0.8415849511383027,0.1575851211624655,0.8861811394132654,0.11299010615235132,257,0.12728162293051887,0.2462791781071764,BLG501.11,/System/Volumes/Data/mnt/g3/scratch/rileypatlak/code/synthpop/outputfiles/ogle_chips_min001/src/Huston2025_min001_l-0.115_b-1.843.h5,/System/Volumes/Data/mnt/g3/scratch/rileypatlak/code/synthpop/outputfiles/ogle_chips_min001/lens/Huston2025_min001_l-0.115_b-1.843.h5,0.000143170444952892,0.0004289520577385555
