l,b,gaia_median,gaia_std,synth_median,synth_std
-9,-9,-5.1600737200600175,4.055223708009728,-6.375222121058011,4.010637986953767
-8,-9,-5.328912485723861,3.5409903322286094,-6.4146962377830965,4.359861041034912
