l,b,n_source,n_lens,sa_source,sa_lens,avg_tau,avg_murel,avg_theta,eventrate_area,eventrate_source,avg_t,avg_logt,stdev_t,stdev_logt,avg_ds,avg_dl,stdev_ds,stdev_dl,frac_bulge_lens,frac_disk_lens,frac_bulge_source,frac_disk_source,frac_lowmass,field_id,f_src,f_lens,frac_nsd_lens,frac_nsd_source
1.777,-2.666,4273,4432,7.051893268062303e-08,3.5823008566916924e-09,2.084591116431978e-06,6.356303279378895,0.2990642115699466,412.8717714213029,2.2368316190973933e-05,21.669951389290492,1.1612266615978182,25.146947417713623,0.3799621527260182,8.722860522432706,7.104403607086561,1.4471215955470837,1.331482670724974,0.8448213764076676,0.15326677694919805,0.9084596664272404,0.08950121316320472,0.059300950514379704,381,outputfiles/ogle_chips/src/Huston2025_l1.777_b-2.666.h5,outputfiles/ogle_chips/lens/Huston2025_l1.777_b-2.666.h5,0.0,0.00010376452423118516
2.644,-3.595,3934,4038,1.0777364312053748e-07,5.394774504422609e-09,1.4814139103447333e-06,6.496212742234946,0.3449675990171199,161.37422660779688,1.4513015092485646e-05,23.734993602795775,1.19678843470383,26.881735471047055,0.386480456747299,8.513935135604342,6.690608088846877,1.3157832107768537,1.686618795244901,0.8196423055013841,0.17952430931863658,0.9447958996872069,0.0545841818859627,0.06460007878756878,382,outputfiles/ogle_chips/src/Huston2025_l2.644_b-3.595.h5,outputfiles/ogle_chips/lens/Huston2025_l2.644_b-3.595.h5,0.0,0.0
2.569,-3.46,4622,4349,1.0957088589727908e-07,5.342989543058869e-09,1.4371852520557136e-06,6.449663323013804,0.3071570497351715,197.92760719086206,1.5403409845641083e-05,21.69532840526162,1.1748026608471371,23.48609032433546,0.36860999821225854,8.568696592151051,6.860725102011493,1.334875776485331,1.4858355359841449,0.8341044846299397,0.16474419087110684,0.9405863459898358,0.05789889027076634,0.059003964743262624,383,outputfiles/ogle_chips/src/Huston2025_l2.569_b-3.460.h5,outputfiles/ogle_chips/lens/Huston2025_l2.569_b-3.460.h5,0.0,0.0
2.494,-3.325,4869,4318,9.482740277960237e-08,4.9134789811596095e-09,1.4992855249019963e-06,6.367753816955373,0.298295467614345,255.491290759498,1.633486112413878e-05,21.342203129163302,1.170335215951853,22.89606037063642,0.366100895554395,8.582371829842563,6.867388337885535,1.3824563762890876,1.4639194733279317,0.8292714519869911,0.16874164620037244,0.9312213249866486,0.06585739893530565,0.06273055686183268,384,outputfiles/ogle_chips/src/Huston2025_l2.494_b-3.325.h5,outputfiles/ogle_chips/lens/Huston2025_l2.494_b-3.325.h5,0.0,0.0
2.418,-3.191,3816,4071,7.792113598144004e-08,4.550984251613426e-09,1.6480890916801002e-06,6.4298308211599915,0.3131316806688654,258.62946010247083,1.733684902888156e-05,22.104508625436775,1.1740519403387517,25.768469639051926,0.3753770761755811,8.577666517100454,6.901531284935773,1.2286131242593632,1.4762058553852095,0.8400854100513795,0.15863682198499496,0.9364931803368705,0.06217837531904333,0.0565713725901677,385,outputfiles/ogle_chips/src/Huston2025_l2.418_b-3.191.h5,outputfiles/ogle_chips/lens/Huston2025_l2.418_b-3.191.h5,0.0,0.0
2.342,-3.056,3983,4371,1.2623345875961204e-07,4.4717837224688815e-09,1.504075805057403e-06,6.653930587415708,0.289220247624477,168.81264582683443,1.7563635558784882e-05,19.9124938969455,1.1500286305483929,20.020342128862037,0.3588111968104302,8.505452177068767,6.81573847845154,1.2365419160855906,1.612214156016189,0.8253180205469315,0.1733157499741806,0.9378888374301318,0.06148263278996478,0.07336108082734258,386,outputfiles/ogle_chips/src/Huston2025_l2.342_b-3.056.h5,outputfiles/ogle_chips/lens/Huston2025_l2.342_b-3.056.h5,0.0,0.0
2.266,-2.921,6711,4372,1.2675130837324944e-07,4.0940581219333636e-09,1.5694798145555556e-06,6.579680447396806,0.2755912500521078,308.69485872914606,1.9139909211324343e-05,19.06716868260114,1.134563273856007,19.46135363192668,0.35297050413610087,8.588555282777346,6.997946444754641,1.3250022618902764,1.3623411190979802,0.8526443143479531,0.14590214189679193,0.9225730736360002,0.074975525584141,0.06631336832319387,387,outputfiles/ogle_chips/src/Huston2025_l2.266_b-2.921.h5,outputfiles/ogle_chips/lens/Huston2025_l2.266_b-2.921.h5,0.0,0.0
2.19,-2.787,3932,4346,7.554512010710373e-08,3.743748089178648e-09,2.0428622067680775e-06,6.367797249596348,0.30715957837905344,335.7515064681724,2.1176595524950857e-05,22.431239890387925,1.165247761539983,26.968610832786386,0.3894064074676994,8.645781953300743,6.964657137616498,1.457731550651006,1.4879915358138045,0.8364060296555026,0.1634016328593851,0.9136319485554064,0.08446675164289376,0.061896518170132295,388,outputfiles/ogle_chips/src/Huston2025_l2.190_b-2.787.h5,outputfiles/ogle_chips/lens/Huston2025_l2.190_b-2.787.h5,0.0,0.0
2.114,-2.653,3799,4113,7.685497501218658e-08,3.445223017787674e-09,1.922713826650066e-06,6.611277924184528,0.29563188843845717,324.1473245968681,2.1527341404524828e-05,20.767996340826762,1.151827747643112,22.67098268004703,0.3737888389367786,8.669812825468135,6.913480876440422,1.5243032590970158,1.576671438841643,0.8318860875607542,0.16799841445811936,0.915592632312804,0.08318774219969528,0.07272218440814056,389,outputfiles/ogle_chips/src/Huston2025_l2.114_b-2.653.h5,outputfiles/ogle_chips/lens/Huston2025_l2.114_b-2.653.h5,0.0,0.0
2.038,-2.518,4146,4518,8.093684843732847e-08,3.3507916176537944e-09,2.1575655537429718e-06,6.524898306099354,0.29179152381280943,378.10989275298886,2.423149988047978e-05,20.703990061079303,1.1453353381279006,23.518214687595083,0.3772024306496832,8.62955293138382,7.029680761298825,1.2954636010189766,1.4494337364465604,0.8422072699375354,0.15681739930312064,0.913480465995637,0.08588334851625692,0.053496736645705895,390,outputfiles/ogle_chips/src/Huston2025_l2.038_b-2.518.h5,outputfiles/ogle_chips/lens/Huston2025_l2.038_b-2.518.h5,0.0,0.0
2.854,-3.31,4093,4125,7.80734446913334e-08,4.946986897336147e-09,1.4911373114821772e-06,6.8775239323370325,0.3258718827164179,258.2782278038135,1.6173151670197264e-05,21.43844718166783,1.1802035769186028,21.590762449189775,0.36189140287990207,8.487507334587072,6.632422947253194,1.3153225772974053,1.7355293678374382,0.7982733643496785,0.2004212157613781,0.9364386606934714,0.06096822853829956,0.06510068129302021,391,outputfiles/ogle_chips/src/Huston2025_l2.854_b-3.310.h5,outputfiles/ogle_chips/lens/Huston2025_l2.854_b-3.310.h5,0.0,0.0
2.778,-3.175,3910,4255,7.63066636565705e-08,4.79772436164066e-09,1.4491537099893941e-06,6.334495523741534,0.2771090367329033,257.95557221438276,1.6526309677673374e-05,20.389609771674653,1.156644576063327,21.290573846164865,0.35953126274710023,8.61652180511168,6.966539350075736,1.4714062920776725,1.3735494814736509,0.8654182793090123,0.13454682169163681,0.9209577142169654,0.07477243303746407,0.06498384136123739,392,outputfiles/ogle_chips/src/Huston2025_l2.778_b-3.175.h5,outputfiles/ogle_chips/lens/Huston2025_l2.778_b-3.175.h5,0.0,0.0
2.702,-3.04,3403,4340,7.80734446913334e-08,4.508337812843287e-09,1.611923371952962e-06,6.418380559136322,0.2999644559384992,234.3658812739936,1.7651476747142097e-05,21.234092016094596,1.1631576473444682,23.518319149357634,0.3692138553254084,8.494955990750622,6.821850066089186,1.3414216583044827,1.5122988932747568,0.8312174696233834,0.16807817198924155,0.9415666517896497,0.05704586411651475,0.06678556323013027,393,outputfiles/ogle_chips/src/Huston2025_l2.702_b-3.040.h5,outputfiles/ogle_chips/lens/Huston2025_l2.702_b-3.040.h5,0.0,0.0
2.626,-2.904,5564,4258,9.175076683975663e-08,4.1549816058907044e-09,1.6313589309517896e-06,6.569027556181699,0.2778829476448551,354.3018340386257,1.9179675128043508e-05,19.77782936988259,1.153450437141525,19.86552098435055,0.34938425344585317,8.646187837856923,6.97739249713404,1.5118054749130734,1.377519765392273,0.8552172771345521,0.1441011579651303,0.9094892568995151,0.08938805936369151,0.06263953865538806,394,outputfiles/ogle_chips/src/Huston2025_l2.626_b-2.904.h5,outputfiles/ogle_chips/lens/Huston2025_l2.626_b-2.904.h5,0.0,0.0
2.55,-2.77,3425,4288,6.594967138382241e-08,3.905195321665603e-09,1.9407845836474675e-06,6.357388690192626,0.3091568050849868,320.86990278682737,2.0282725241853466e-05,22.249557277255924,1.1729703343360454,25.44784877138912,0.38069226005451673,8.69030613414609,6.866291128441907,1.615556288421157,1.5611055069978805,0.8259101334870231,0.17284861262265627,0.9022372371462789,0.0970887992783103,0.07448434887698752,395,outputfiles/ogle_chips/src/Huston2025_l2.550_b-2.770.h5,outputfiles/ogle_chips/lens/Huston2025_l2.550_b-2.770.h5,0.0,0.0
2.474,-2.635,3332,4220,7.70377454640586e-08,3.6401781664511678e-09,1.8554663629725611e-06,6.407267713710582,0.287231414149509,275.0176470598414,2.0873938457813296e-05,20.668979497605925,1.1523020756584617,21.637747539106307,0.3749459727260689,8.584216241523384,6.942096453719979,1.4772039553801941,1.384717872910558,0.8277772275418288,0.17172443204684662,0.9177233175414304,0.08171420182222705,0.0676513269375302,396,outputfiles/ogle_chips/src/Huston2025_l2.474_b-2.635.h5,outputfiles/ogle_chips/lens/Huston2025_l2.474_b-2.635.h5,6.265769752763933e-05,0.0
2.397,-2.5,4333,4285,9.248184864724473e-08,3.451315366183408e-09,1.8354473472095777e-06,6.545656505795736,0.28420960587863847,303.88494589965694,2.129228469308466e-05,20.044259368415247,1.1401682162052125,21.50872194103346,0.371424903645768,8.5818833717312,6.894194065555921,1.5220145944036174,1.487079964501938,0.813022471152753,0.18620990105352614,0.9149785290441055,0.08181105044283445,0.06709973241745694,397,outputfiles/ogle_chips/src/Huston2025_l2.397_b-2.500.h5,outputfiles/ogle_chips/lens/Huston2025_l2.397_b-2.500.h5,0.0,0.0
0.953,-4.376,3962,4025,1.4536343272221733e-07,6.936138648543354e-09,1.1485213618026069e-06,6.425948239146122,0.32799379158182396,95.59864363263416,1.1514304074076987e-05,23.19379052533533,1.204306025629046,24.39276407960789,0.37000033297197354,8.657705757964314,6.808207587575174,1.1421895259235697,1.6259354870548506,0.8282376048612182,0.1699188409433492,0.9610055501465886,0.037820075879505054,0.06115788034885818,398,outputfiles/ogle_chips/src/Huston2025_l0.953_b-4.376.h5,outputfiles/ogle_chips/lens/Huston2025_l0.953_b-4.376.h5,0.0,0.0
0.878,-4.242,3674,4289,1.467646728532362e-07,6.893492209773215e-09,1.1607990326882006e-06,6.535317560749851,0.331308203542207,90.6942842436133,1.1893442065479828e-05,22.694458445363527,1.1931264939287247,25.00798796289531,0.3675554876340439,8.666964214335685,6.8120326957589254,1.1433642740570757,1.7431848653846433,0.8342047949998491,0.16470044544171908,0.9608419752223174,0.03698602519116136,0.06649065365205027,399,outputfiles/ogle_chips/src/Huston2025_l0.878_b-4.242.h5,outputfiles/ogle_chips/lens/Huston2025_l0.878_b-4.242.h5,0.0,0.0
0.803,-4.108,4584,4213,1.598022984201073e-07,6.430473731697418e-09,1.1671548445590544e-06,6.493135742060525,0.31177166138427814,109.39996519571368,1.2519900030905627e-05,21.67693939856997,1.1871669923480757,21.720959051155912,0.35978476863680764,8.67821145223738,6.86042738668326,1.1526266220126782,1.6731129807407703,0.8247175964069735,0.1724017746357537,0.9570944866322088,0.04144040182015963,0.05972755670634969,400,outputfiles/ogle_chips/src/Huston2025_l0.803_b-4.108.h5,outputfiles/ogle_chips/lens/Huston2025_l0.803_b-4.108.h5,0.0,0.0
0.728,-3.974,4929,4201,1.394233930363765e-07,6.10453309252564e-09,1.2655610354558774e-06,6.2873682961304524,0.3037575791475898,141.9476175467417,1.3181055904066476e-05,22.325605210933762,1.1825780461117181,24.302494907850342,0.37358231726029817,8.761232449062538,6.987088453486038,1.1761936025153443,1.5750601823380206,0.8585733885999501,0.14045990341830344,0.9513351695699674,0.048274624194209206,0.07743173197108504,401,outputfiles/ogle_chips/src/Huston2025_l0.728_b-3.974.h5,outputfiles/ogle_chips/lens/Huston2025_l0.728_b-3.974.h5,0.0,0.0
0.653,-3.84,4081,4417,1.1316537145076223e-07,5.812100369530399e-09,1.2532371482790383e-06,6.273476466385867,0.2748492581192515,156.80470015142288,1.4274184294597792e-05,20.415137419740415,1.1649866421423924,20.54355179071152,0.35220737529415846,8.74464112787911,7.024450401278316,1.1064993077654828,1.550172538614016,0.8664364917562122,0.13256612824224692,0.9534453191686223,0.04318666647762855,0.060232532171460094,402,outputfiles/ogle_chips/src/Huston2025_l0.653_b-3.840.h5,outputfiles/ogle_chips/lens/Huston2025_l0.653_b-3.840.h5,0.0,0.0
0.577,-3.706,4400,4250,1.109112025443406e-07,5.263789013914324e-09,1.368425983950141e-06,6.465097691388402,0.2974682286291795,185.9918302082717,1.539082394973448e-05,20.674251217241146,1.1689879119540112,20.34889514838862,0.3567521718441874,8.765140278937167,6.987179938236836,1.284365023974244,1.6096733564055743,0.8308491735357479,0.16825674540615998,0.9499299438868631,0.048587009234037686,0.07001211896801258,403,outputfiles/ogle_chips/src/Huston2025_l0.577_b-3.706.h5,outputfiles/ogle_chips/lens/Huston2025_l0.577_b-3.706.h5,0.0,0.0
0.502,-3.572,4861,4269,1.0082836594940054e-07,4.953079245731881e-09,1.6466823338577621e-06,6.9601367017205495,0.3812902457613619,250.1917325079644,1.7036301884413952e-05,22.475266322989732,1.1990242887571518,22.337825742306553,0.36648241463481496,8.778309296024297,6.7955924469337985,1.3908309524778184,1.9327131404847753,0.8164087828807908,0.18206323049318998,0.9405601004323496,0.058731212471964965,0.055770405204305054,404,outputfiles/ogle_chips/src/Huston2025_l0.502_b-3.572.h5,outputfiles/ogle_chips/lens/Huston2025_l0.502_b-3.572.h5,0.0,0.0
1.306,-4.348,3954,3826,1.399717043919926e-07,6.8386610742116075e-09,1.0768324959854333e-06,7.1136332033308864,0.3599534655403224,96.96417954738388,1.1268346105721522e-05,22.22073001732322,1.2001253488694745,22.449690910972627,0.35490437928305724,8.622278707857934,6.638349962091841,1.2907852463115363,1.9140334924164526,0.8283476467489247,0.1707886117569358,0.9534457714565295,0.04467515140915305,0.05772336152241653,405,outputfiles/ogle_chips/src/Huston2025_l1.306_b-4.348.h5,outputfiles/ogle_chips/lens/Huston2025_l1.306_b-4.348.h5,0.0,0.0
1.231,-4.214,3855,4467,1.4158617671686215e-07,7.14937084239405e-09,1.1417716355099174e-06,6.3732132729830875,0.3155297832984575,97.19437656840007,1.1718792796106965e-05,22.655138523416134,1.1929318954575265,24.568131201110468,0.3689992480750677,8.62552864140163,6.911166214494839,1.0310278734551428,1.5503285244416258,0.853138261174548,0.14637252558614017,0.9563136158442007,0.04150504681739196,0.058660458518109575,406,outputfiles/ogle_chips/src/Huston2025_l1.231_b-4.214.h5,outputfiles/ogle_chips/lens/Huston2025_l1.231_b-4.214.h5,0.0,0.0
1.156,-4.079,4463,4278,1.4691698156312955e-07,6.403058163916614e-09,1.2481236507339161e-06,6.373535151819608,0.305705866202038,120.51812973284612,1.3023951147244384e-05,22.283592185628603,1.1881878542823847,23.905014325515147,0.3682148823047149,8.64356876349749,6.883330080336159,1.0390346672179185,1.5484539869802303,0.8303228289558706,0.16868414963339778,0.9572894537205798,0.041187297502054736,0.06331729817864346,407,outputfiles/ogle_chips/src/Huston2025_l1.156_b-4.079.h5,outputfiles/ogle_chips/lens/Huston2025_l1.156_b-4.079.h5,0.0,0.0
1.081,-3.945,5011,4263,1.316861105737941e-07,5.985732298808823e-09,1.330117359679437e-06,6.727163524513028,0.34173683895819384,160.87518682232758,1.3878735434702098e-05,22.284885761272204,1.1891920848691748,23.757205528941935,0.3673077781995899,8.640575821887039,6.724910818301979,1.1084785756239317,1.8303634483791398,0.8105822478155078,0.18763442736524774,0.9564518735280252,0.04180319096060594,0.07821601926198019,408,outputfiles/ogle_chips/src/Huston2025_l1.081_b-3.945.h5,outputfiles/ogle_chips/lens/Huston2025_l1.081_b-3.945.h5,0.0,0.0
1.006,-3.81,4089,4274,1.0512347156839312e-07,5.6171452208669055e-09,1.3632654510466453e-06,6.41827930290887,0.2983969217513218,174.04901573631778,1.468924317207221e-05,21.579995799065863,1.173269739635452,23.545938913651224,0.36613481573989226,8.690994757193126,7.028218136403377,1.1186235699238611,1.4351894548587725,0.8613026123364259,0.13781372151664734,0.9581215605461276,0.0414974657260019,0.06203956662492149,409,outputfiles/ogle_chips/src/Huston2025_l1.006_b-3.810.h5,outputfiles/ogle_chips/lens/Huston2025_l1.006_b-3.810.h5,0.0,0.0
0.93,-3.676,4047,4278,1.0283884091999282e-07,5.25769666551859e-09,1.3976572714010196e-06,6.403201931714893,0.28810995475458345,184.102573526092,1.53578030201158e-05,21.161280447199903,1.163482887508489,22.8630341748183,0.3693738878808965,8.72027290133098,7.071728503877547,1.2165694872207524,1.3802511423914356,0.8596059215231391,0.13993020262929526,0.948250871001655,0.050067587540769426,0.06438224604269333,410,outputfiles/ogle_chips/src/Huston2025_l0.930_b-3.676.h5,outputfiles/ogle_chips/lens/Huston2025_l0.930_b-3.676.h5,0.0,0.0
0.854,-3.542,4109,4175,1.0162037124084597e-07,4.916525155357477e-09,1.4024256657125344e-06,6.5259517366683415,0.2831967952986867,196.68877248695554,1.596869664191978e-05,20.421175048558446,1.1476907180810199,22.703767270708752,0.36872523173882826,8.712711761784405,7.108040889374203,1.205367990676981,1.3794117548525735,0.8806657435606778,0.11853325139528463,0.9530105928464954,0.04597577268795837,0.06575851416587214,411,outputfiles/ogle_chips/src/Huston2025_l0.854_b-3.542.h5,outputfiles/ogle_chips/lens/Huston2025_l0.854_b-3.542.h5,0.0,0.0
0.778,-3.408,4447,4433,9.893973794672294e-08,4.709385309902515e-09,1.7989525906519083e-06,6.4374397803614345,0.33501780166389705,245.94066737949973,1.7963015238331797e-05,23.28685438078834,1.1789289374127885,29.821339348523413,0.38805267276945915,8.765339708279686,6.964799830764082,1.382136084413229,1.591480407019982,0.8269757963902595,0.17073798090923642,0.9407010610195199,0.05682027519148272,0.06496388373811611,412,outputfiles/ogle_chips/src/Huston2025_l0.778_b-3.408.h5,outputfiles/ogle_chips/lens/Huston2025_l0.778_b-3.408.h5,0.0,0.0
0.702,-3.274,4008,4222,8.897874831969757e-08,4.2494130060245845e-09,1.7101887405961316e-06,6.404345892790705,0.29087890511646386,256.8771813748064,1.872101414161201e-05,21.24149203911512,1.163931124103556,23.04421033704331,0.3718164143947277,8.841412414922166,7.1012477195316706,1.5568663224915922,1.4024009902017065,0.8559564000764375,0.14292232324394075,0.9371175671564996,0.06098830365166159,0.06416262050560184,413,outputfiles/ogle_chips/src/Huston2025_l0.702_b-3.274.h5,outputfiles/ogle_chips/lens/Huston2025_l0.702_b-3.274.h5,0.0,0.0
1.569,-4.203,3066,4164,8.882643960980421e-08,6.66807531913105e-09,1.0298910435338837e-06,6.24708555934745,0.2769653698295234,121.40452877983027,1.1546497257729455e-05,20.740125124081857,1.1701519639387596,20.75520337750045,0.35460883414909433,8.684094990139162,7.106507928994987,1.1528544562041652,1.2285359193237317,0.8900892775640135,0.1076030595126331,0.9652166359523623,0.03397680699494218,0.06665437907761995,414,outputfiles/ogle_chips/src/Huston2025_l1.569_b-4.203.h5,outputfiles/ogle_chips/lens/Huston2025_l1.569_b-4.203.h5,0.0,0.0
1.494,-4.068,4050,4132,1.1587646648686393e-07,6.4061043381144814e-09,1.4151831030393803e-06,6.6139677900927385,0.4646743785172871,131.9296619053557,1.2391615651554888e-05,26.555534527013098,1.2080306834136332,39.322096732459414,0.39876052988675864,8.61521220700228,6.784872876485316,1.0971394641365586,1.707231234666229,0.8271724894753227,0.17156149950662855,0.9532934797206372,0.04560384096857862,0.0625746051998062,415,outputfiles/ogle_chips/src/Huston2025_l1.494_b-4.068.h5,outputfiles/ogle_chips/lens/Huston2025_l1.494_b-4.068.h5,0.0,0.0
1.418,-3.933,4547,4403,1.1444476461386642e-07,6.202010666857387e-09,1.2529460982380146e-06,6.354153871167848,0.29371104173188634,164.71993649104442,1.3610134185107853e-05,21.40623695897731,1.1750938081108089,22.75561634450662,0.36201056722018243,8.689579766405556,6.96146652552367,1.256912336500795,1.473591511312257,0.8512048722521909,0.1482608261166912,0.960242313102777,0.03862889583212194,0.06748034167807308,416,outputfiles/ogle_chips/src/Huston2025_l1.418_b-3.933.h5,outputfiles/ogle_chips/lens/Huston2025_l1.418_b-3.933.h5,0.0,0.0
1.343,-3.798,3719,4260,1.0067605723950718e-07,5.632376091856242e-09,1.5261133582145948e-06,6.602942491568794,0.36213733561609146,169.44971310612243,1.5058652912496226e-05,23.565193923867064,1.2009240533189343,27.459311437911673,0.37747577913730096,8.65306381398997,6.732855605938907,1.282016330899538,1.7987256783212744,0.8045655458056193,0.19440545398182563,0.9496205942946291,0.04955619375912739,0.06799880431275813,417,outputfiles/ogle_chips/src/Huston2025_l1.343_b-3.798.h5,outputfiles/ogle_chips/lens/Huston2025_l1.343_b-3.798.h5,0.0,0.0
1.267,-3.664,4591,4224,1.082914927341749e-07,5.288158407497261e-09,1.3011175072017071e-06,6.366372898651612,0.2800727033846601,190.64846796678958,1.4762694480983162e-05,20.49374066379231,1.1601913797773917,21.182465699252806,0.3599642757765593,8.696412864265538,7.041123095470907,1.2933576403706109,1.3410133498097214,0.8669721709249791,0.1322997812137207,0.9487105830920533,0.05001532350779126,0.0674456468666857,418,outputfiles/ogle_chips/src/Huston2025_l1.267_b-3.664.h5,outputfiles/ogle_chips/lens/Huston2025_l1.267_b-3.664.h5,0.0,0.0
1.191,-3.529,4618,4412,9.434001490794364e-08,5.007910381293489e-09,1.6890871128854132e-06,6.556973895862235,0.32826304303814047,260.9003834760292,1.7496935635020845e-05,22.447108294601495,1.1873944421540235,23.640901862679094,0.3743987630216219,8.662094391140412,6.799499047926968,1.2943136424335822,1.6364307087651442,0.8030472124675123,0.19632167100707446,0.9513942707639479,0.04634034444559411,0.06164497912338794,419,outputfiles/ogle_chips/src/Huston2025_l1.191_b-3.529.h5,outputfiles/ogle_chips/lens/Huston2025_l1.191_b-3.529.h5,0.0,0.0
1.115,-3.395,4011,4102,8.172885372877391e-08,4.541845729019824e-09,1.4568761100622903e-06,6.429737904620657,0.27898650285972726,250.01902414169783,1.672403494819684e-05,20.255916726526323,1.1520685718768697,21.756875852122445,0.36076630570140794,8.682852874977662,7.053178628803547,1.2284613019903532,1.3875459236874323,0.8535953288714148,0.14582129460404947,0.9494919283462194,0.048940506924814435,0.057313245584215,420,outputfiles/ogle_chips/src/Huston2025_l1.115_b-3.395.h5,outputfiles/ogle_chips/lens/Huston2025_l1.115_b-3.395.h5,0.0,0.0
1.039,-3.26,3795,4314,8.148515979294455e-08,4.429137283698743e-09,1.9719463697428768e-06,6.881019073270288,0.421567919192183,267.39006300440593,1.88476526623659e-05,24.328099160199443,1.2012023601120714,26.938712669598925,0.3983433062046475,8.704069516801692,6.741717439768047,1.4616736910301753,1.9307686830186543,0.805214729747105,0.1943227369754097,0.9419481982294173,0.05630734103492839,0.05748249358917267,421,outputfiles/ogle_chips/src/Huston2025_l1.039_b-3.260.h5,outputfiles/ogle_chips/lens/Huston2025_l1.039_b-3.260.h5,0.0,0.0
0.963,-3.126,3933,4342,8.590211237985183e-08,4.1062428187248314e-09,1.7160546177571363e-06,6.548645719354233,0.2870077673004497,273.1019410491859,1.9581679983694488e-05,20.377528304701677,1.1441449152764491,23.532868375016104,0.36873119286378425,8.6914279627159,7.0704997554133175,1.2271035544788886,1.458528338367381,0.8546455076646885,0.14366592264958988,0.9479069283077017,0.04834671973974489,0.060596236171781476,422,outputfiles/ogle_chips/src/Huston2025_l0.963_b-3.126.h5,outputfiles/ogle_chips/lens/Huston2025_l0.963_b-3.126.h5,0.0,0.0
1.779,-3.918,3151,4007,8.736427599482801e-08,5.754223059770925e-09,1.1918086993572218e-06,6.317951828177269,0.299860099790486,140.68472318666483,1.2804944020925251e-05,21.642090785237965,1.1694936039472803,25.274212507867915,0.3673485625304396,8.607306691556214,6.978479210409646,1.1737626502208565,1.4155316861373335,0.8618181325242865,0.13562582805025858,0.950960779161806,0.04700667637526695,0.07109406019611143,423,outputfiles/ogle_chips/src/Huston2025_l1.779_b-3.918.h5,outputfiles/ogle_chips/lens/Huston2025_l1.779_b-3.918.h5,0.0,0.0
1.703,-3.783,4167,4289,1.1088074080236192e-07,5.745084537177323e-09,1.3543991153319698e-06,6.441555282383023,0.3055593810107191,165.34002787045173,1.444294939881076e-05,21.805252461913405,1.177784452953138,23.613634958670804,0.3658935130282671,8.664098214532016,6.902589661723764,1.2980918621530098,1.5367724709413702,0.8452758710024793,0.15258233471090446,0.951816978243863,0.04757613393192335,0.06368628756808772,424,outputfiles/ogle_chips/src/Huston2025_l1.703_b-3.783.h5,outputfiles/ogle_chips/lens/Huston2025_l1.703_b-3.783.h5,0.0,0.0
1.627,-3.648,4887,4380,1.0646378821545464e-07,5.358220414048203e-09,1.5684233000341171e-06,6.388641026736774,0.3122579118013419,224.63526853078287,1.606507598762198e-05,22.701306321303417,1.1878893176569694,25.94392404696659,0.3717612274157714,8.71524531913372,6.92202085064788,1.4690176803795572,1.5017899743466205,0.8386383930616139,0.16017862489231385,0.9404000203696752,0.056390112116056934,0.0692197343602,425,outputfiles/ogle_chips/src/Huston2025_l1.627_b-3.648.h5,outputfiles/ogle_chips/lens/Huston2025_l1.627_b-3.648.h5,0.0,0.0
1.551,-3.513,3627,4168,8.712058205899866e-08,4.892155761774539e-09,1.50078073861073e-06,6.727360207682195,0.3111266023593247,207.66352952122605,1.6374901969415677e-05,21.311248151192725,1.166467114960079,23.02103413145927,0.37000850992916906,8.612975578061347,6.819484839720082,1.1937265655048193,1.6865286903340158,0.82681606824829,0.17225087465128097,0.9494353222327391,0.04942204330912865,0.06425963874905095,426,outputfiles/ogle_chips/src/Huston2025_l1.551_b-3.513.h5,outputfiles/ogle_chips/lens/Huston2025_l1.551_b-3.513.h5,0.0,0.0
1.475,-3.378,3483,4208,9.60763342007279e-08,4.697200613111047e-09,1.4327761871715053e-06,6.375034872768713,0.2826869556325688,175.602008154407,1.5901485320671826e-05,20.951301654643448,1.1612131311083216,22.62135068370466,0.36716636475206876,8.642474820221903,7.016798760092545,1.1835060680989609,1.434444404271649,0.8653340677349344,0.13226852819311222,0.9422952519440059,0.056941805689105035,0.07227227130892504,427,outputfiles/ogle_chips/src/Huston2025_l1.475_b-3.378.h5,outputfiles/ogle_chips/lens/Huston2025_l1.475_b-3.378.h5,0.0,0.0
1.399,-3.243,4796,4392,1.1036289118872452e-07,4.46264519987528e-09,1.7405258198626515e-06,6.454056508537311,0.2999114508184125,247.38681710077358,1.8688124235948763e-05,21.656342197907968,1.1674135765793745,23.868723513842077,0.3760387376024372,8.660160336590657,6.889633155634955,1.2306559707704243,1.6540524358607118,0.8259300179443262,0.17338269300191342,0.948955908069975,0.05039204795892843,0.07089830397127739,428,outputfiles/ogle_chips/src/Huston2025_l1.399_b-3.243.h5,outputfiles/ogle_chips/lens/Huston2025_l1.399_b-3.243.h5,0.0,0.0
1.323,-3.108,4452,4241,9.202492251756467e-08,4.0666425541525595e-09,1.6655282849992436e-06,6.480735083079751,0.2823720111119511,282.3252009226697,1.9157781491181158e-05,20.21515821059481,1.1452373685553092,22.176043472679392,0.36745150038857677,8.625872352310557,7.080439211559252,1.0768398212758337,1.3649361512505294,0.8558073076532166,0.1430532689626508,0.9439605991810514,0.05211635172119673,0.06460656078607324,429,outputfiles/ogle_chips/src/Huston2025_l1.323_b-3.108.h5,outputfiles/ogle_chips/lens/Huston2025_l1.323_b-3.108.h5,0.0,0.0
